"Name(ocultar)";"Futbolista_ID";"GK";"DL";"DC";"DR";"WBL";"WBR";"DM";"ML";"MC";"MR";"AML";"AMC";"AMR";"ST"
"Bakery Jatta";"2787";"1";"1";"1";"1";"1";"14";"1";"18";"1";"20";"18";"1";"20";"12"
"Nanu";"2788";"1";"11";"1";"20";"10";"18";"1";"12";"1";"16";"15";"1";"15";"1"
"Lewis O'Brien";"2789";"1";"1";"1";"1";"1";"1";"20";"10";"18";"12";"12";"14";"11";"1"
"Sebastian Vasiliadis";"2790";"1";"1";"1";"1";"1";"1";"18";"10";"20";"10";"10";"14";"10";"8"
"Kelechi Nwakali";"2791";"1";"1";"1";"1";"1";"1";"8";"1";"19";"1";"13";"20";"12";"1"
"Samuel Xavier";"2792";"1";"15";"1";"20";"13";"13";"17";"1";"15";"13";"1";"1";"1";"1"
"Kamal Sowah";"2793";"1";"1";"1";"1";"1";"1";"1";"12";"10";"17";"17";"16";"20";"13"
"Diogo Gonçalves";"2794";"1";"1";"1";"12";"1";"14";"1";"12";"1";"18";"17";"10";"20";"1"
"Egídio";"2795";"1";"20";"1";"1";"19";"1";"7";"14";"8";"1";"11";"1";"1";"1"
"Boschilia";"2796";"1";"1";"1";"1";"1";"1";"1";"15";"12";"14";"15";"20";"18";"1"
"Alexander Schwolow";"2797";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Rouwen Hennings";"2798";"1";"1";"1";"1";"1";"1";"1";"13";"1";"8";"13";"12";"8";"20"
"Sebastian Jung";"2799";"1";"12";"12";"20";"1";"20";"8";"1";"8";"10";"1";"1";"10";"1"
"José Sand";"2800";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Daniel Bessa";"2801";"1";"1";"1";"1";"1";"1";"1";"9";"18";"9";"12";"20";"12";"1"
"Patrick Herrmann";"2802";"1";"1";"1";"12";"10";"14";"1";"14";"1";"18";"15";"12";"20";"14"
"Alex McCarthy";"2803";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Lewis Travis";"2804";"1";"1";"1";"10";"1";"10";"20";"1";"20";"10";"1";"1";"1";"1"
"Haris Belkebla";"2805";"1";"1";"1";"1";"1";"1";"19";"1";"20";"1";"1";"1";"1";"1"
"Cyriel Dessers";"2806";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"14";"12";"20"
"Bryan Heynen";"2807";"1";"1";"1";"1";"1";"1";"15";"1";"20";"1";"1";"1";"1";"1"
"Erik";"2808";"1";"1";"1";"1";"1";"1";"1";"15";"8";"12";"20";"9";"15";"12"
"Marcos Felipe";"2809";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Richard Schunke";"2810";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Jordan Lotomba";"2811";"1";"15";"1";"20";"13";"18";"1";"10";"1";"16";"1";"1";"12";"1"
"Sergio Vittor";"2812";"1";"1";"20";"1";"1";"1";"19";"1";"14";"1";"1";"1";"1";"1"
"Julián Quiñónes";"2813";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Chofis";"2814";"1";"1";"1";"1";"1";"1";"1";"13";"1";"14";"14";"20";"20";"18"
"Fin Bartels";"2815";"1";"1";"1";"1";"1";"8";"1";"18";"1";"16";"20";"15";"18";"14"
"Sergio Akieme";"2816";"1";"20";"1";"1";"18";"1";"1";"10";"1";"1";"8";"1";"1";"1"
"Jorge Morel";"2817";"1";"1";"12";"1";"1";"1";"20";"8";"18";"8";"1";"1";"1";"1"
"Mauricio Isla";"2818";"1";"1";"1";"19";"1";"20";"10";"1";"1";"14";"1";"1";"1";"1"
"Diego Reyes";"2819";"1";"1";"20";"14";"1";"10";"17";"1";"5";"1";"1";"1";"1";"1"
"Ryad Boudebouz";"2820";"1";"1";"1";"1";"1";"1";"1";"1";"15";"1";"16";"20";"16";"1"
"Erick Cabaco";"2821";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Michal Sadílek";"2822";"1";"17";"1";"1";"17";"1";"19";"16";"20";"1";"12";"12";"1";"1"
"François Kamano";"2823";"1";"1";"1";"1";"1";"1";"1";"13";"10";"10";"20";"10";"15";"17"
"Lucas Áfrico";"2824";"1";"12";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Oscar Ustari";"2825";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Carlos Coronel";"2826";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Eduard Löwen";"2827";"1";"10";"20";"10";"8";"8";"18";"9";"18";"9";"9";"12";"9";"10"
"Juan Otero";"2828";"1";"1";"1";"1";"1";"1";"1";"12";"1";"19";"12";"1";"20";"15"
"Ismael Saibari";"2829";"1";"1";"1";"1";"1";"1";"1";"12";"14";"12";"18";"20";"16";"17"
"Chris Mepham";"2830";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Morten Hjulmand";"2831";"1";"1";"1";"1";"1";"1";"20";"13";"19";"5";"1";"11";"1";"1"
"Jack Stacey";"2832";"1";"14";"1";"20";"11";"18";"1";"1";"7";"10";"1";"1";"10";"1"
"Tobias Mohr";"2833";"1";"15";"1";"10";"15";"10";"1";"15";"12";"10";"20";"10";"10";"8"
"Viktor Fischer";"2834";"1";"1";"1";"1";"1";"1";"1";"19";"1";"5";"20";"14";"5";"19"
"Đorđe Jovanović";"2835";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Enzo Le Fée";"2836";"1";"1";"1";"1";"1";"1";"12";"12";"20";"14";"12";"19";"14";"1"
"Rodinei";"2837";"1";"1";"1";"20";"1";"17";"1";"1";"1";"16";"1";"1";"13";"1"
"Jean-Charles Castelletto";"2838";"1";"12";"20";"15";"1";"13";"10";"1";"1";"1";"1";"1";"1";"1"
"Luca Ranieri";"2839";"1";"20";"17";"1";"20";"1";"1";"15";"1";"1";"1";"1";"1";"1"
"Otar Kiteishvili";"2840";"1";"1";"1";"1";"1";"1";"2";"15";"17";"5";"13";"20";"1";"12"
"Gerrit Holtmann";"2841";"1";"10";"1";"1";"16";"1";"1";"20";"1";"14";"20";"12";"14";"10"
"Kevin Diks";"2842";"1";"12";"12";"20";"1";"18";"1";"1";"1";"1";"1";"1";"1";"1"
"Hidde ter Avest";"2843";"1";"12";"19";"20";"12";"20";"14";"1";"1";"1";"1";"1";"1";"1"
"Brad Smith";"2844";"1";"19";"1";"10";"20";"1";"1";"14";"1";"1";"12";"1";"1";"1"
"Linton Maina";"2845";"1";"1";"1";"1";"1";"12";"1";"17";"10";"17";"19";"17";"20";"1"
"Mohamed Bayo";"2846";"1";"1";"1";"1";"1";"1";"1";"14";"1";"14";"15";"1";"17";"20"
"Jack O'Connell";"2847";"1";"13";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Timothy Fosu-Mensah";"2848";"1";"14";"16";"20";"1";"1";"15";"1";"15";"1";"1";"5";"1";"1"
"Jhojan Valencia";"2849";"1";"1";"1";"8";"1";"10";"20";"1";"20";"1";"1";"1";"1";"1"
"Nicolás Fernández Mercau";"2850";"1";"18";"1";"1";"20";"1";"1";"16";"14";"1";"14";"10";"1";"1"
"Jorge";"2851";"1";"20";"1";"1";"17";"1";"1";"15";"1";"1";"12";"1";"1";"1"
"Kelvin Amian";"2852";"1";"14";"20";"19";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Mido";"2853";"1";"1";"8";"1";"1";"1";"20";"1";"20";"10";"1";"16";"14";"10"
"Josh Onomah";"2854";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"14";"20";"14";"1"
"Nikola Maraš";"2855";"1";"1";"20";"1";"1";"1";"12";"1";"1";"1";"1";"1";"1";"1"
"John Swift";"2856";"1";"1";"1";"1";"1";"1";"10";"1";"20";"1";"12";"20";"14";"1"
"Aster Vranckx";"2857";"1";"1";"1";"10";"1";"10";"16";"10";"20";"12";"10";"15";"9";"1"
"Dani de Wit";"2858";"1";"1";"1";"1";"1";"1";"10";"13";"19";"13";"10";"20";"10";"13"
"Samir Memisevic";"2859";"1";"1";"19";"1";"1";"1";"20";"1";"15";"1";"1";"1";"1";"1"
"Marllon";"2860";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Carlos Cáceda";"2861";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nathaniel Chalobah";"2862";"1";"1";"12";"7";"1";"7";"20";"1";"20";"9";"1";"8";"1";"1"
"Thiago Martins";"2863";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Albert Guðmundsson";"2864";"1";"1";"1";"1";"1";"1";"1";"1";"7";"12";"16";"18";"20";"1"
"Erik Botheim";"2865";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"11";"14";"11";"20"
"Isaac Hayden";"2866";"1";"1";"13";"13";"1";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Ondřej Kúdela";"2867";"1";"1";"20";"13";"1";"13";"16";"1";"12";"5";"1";"5";"1";"1"
"Jean Butez";"2868";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nathan Phillips";"2869";"1";"1";"20";"12";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Facundo Farías";"2870";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"16";"20";"13";"17"
"Philip Zinckernagel";"2871";"1";"1";"1";"1";"1";"1";"1";"14";"14";"14";"17";"20";"16";"14"
"Alexandro Bernabéi";"2872";"1";"18";"1";"1";"20";"1";"1";"17";"1";"1";"16";"1";"1";"1"
"Rubén Sobrino";"2873";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"17";"14";"15";"20"
"Jacob Murphy";"2874";"1";"1";"1";"14";"1";"20";"1";"10";"1";"15";"16";"1";"19";"1"
"Mike van der Hoorn";"2875";"1";"1";"20";"6";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Florent Mollet";"2876";"1";"1";"1";"1";"1";"1";"1";"12";"16";"15";"15";"20";"18";"10"
"Dylan Bronn";"2877";"1";"1";"20";"15";"1";"1";"12";"1";"1";"1";"1";"1";"1";"1"
"Milan Đurić";"2878";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"7";"1";"7";"20"
"Tiago Tomás";"2879";"1";"1";"1";"5";"1";"10";"1";"1";"1";"14";"12";"1";"15";"20"
"Andreas Maxsø";"2880";"1";"7";"20";"10";"1";"1";"13";"1";"8";"1";"1";"1";"1";"1"
"Joãozinho";"2881";"1";"20";"5";"5";"16";"1";"1";"10";"1";"1";"10";"1";"1";"1"
"Domingo Blanco";"2882";"1";"1";"1";"1";"1";"1";"1";"1";"18";"1";"15";"20";"15";"12"
"Zouhair Feddal";"2883";"1";"14";"20";"1";"12";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Pablo Piatti";"2884";"1";"1";"1";"1";"12";"1";"1";"19";"1";"1";"20";"17";"15";"8"
"Marrony";"2885";"1";"1";"1";"1";"1";"1";"1";"12";"1";"12";"17";"9";"18";"20"
"Cristian Barrios";"2886";"1";"1";"1";"1";"1";"1";"1";"12";"1";"10";"20";"1";"16";"1"
"Lucas Castro";"2887";"1";"1";"1";"1";"1";"1";"1";"13";"20";"18";"14";"18";"15";"10"
"Mimoun Mahi";"2888";"1";"1";"1";"1";"1";"1";"1";"13";"12";"13";"19";"17";"17";"20"
"Henrique Araújo";"2889";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"8";"1";"20"
"Antônio Carlos";"2890";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Josip Drmić";"2891";"1";"1";"1";"1";"1";"1";"1";"16";"1";"12";"16";"1";"12";"20"
"Iván Martín";"2892";"1";"1";"1";"1";"1";"1";"1";"13";"19";"10";"18";"20";"15";"1"
"Lucas Evangelista";"2893";"1";"1";"1";"1";"1";"1";"17";"9";"20";"9";"10";"17";"10";"1"
"Sebastian Griesbeck";"2894";"1";"1";"14";"1";"1";"1";"20";"1";"18";"1";"1";"1";"1";"1"
"Tadeo Allende";"2895";"1";"1";"1";"1";"1";"1";"1";"11";"1";"13";"17";"1";"20";"17"
"Marek Rodák";"2896";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Flavius Daniliuc";"2897";"1";"13";"20";"17";"10";"12";"10";"1";"1";"1";"1";"1";"1";"1"
"Manolo Portanova";"2898";"1";"1";"1";"1";"1";"1";"1";"13";"20";"13";"8";"17";"1";"1"
"Kaio Fernando";"2899";"1";"1";"18";"1";"1";"1";"20";"1";"13";"1";"1";"10";"1";"1"
"Leonardo Lelo";"2900";"1";"20";"1";"1";"20";"1";"1";"18";"1";"1";"14";"1";"1";"1"
"John Lundstram";"2901";"1";"1";"1";"1";"1";"1";"15";"1";"20";"1";"1";"1";"1";"1"
"Mattia Destro";"2902";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"1";"5";"20"
"Youssef Msakni";"2903";"1";"1";"1";"1";"1";"1";"1";"15";"10";"8";"20";"15";"8";"10"
"Gustavo Assunção";"2904";"1";"1";"1";"1";"1";"1";"20";"1";"16";"1";"1";"1";"1";"1"
"Konstantinos Laifis";"2905";"1";"14";"20";"1";"8";"1";"14";"1";"10";"1";"1";"1";"1";"1"
"Ahmed Elmohamady";"2906";"1";"1";"1";"20";"1";"18";"1";"1";"1";"20";"1";"1";"1";"1"
"Lukáš Provod";"2907";"1";"7";"1";"5";"7";"5";"15";"12";"20";"7";"15";"14";"10";"5"
"Léo Jardim";"2908";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Renato Chaves";"2909";"1";"1";"20";"1";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Renato Steffen";"2910";"1";"12";"1";"12";"18";"12";"1";"20";"10";"15";"18";"10";"15";"10"
"Leonardo Morales";"2911";"1";"6";"20";"14";"1";"11";"1";"1";"1";"1";"1";"1";"1";"1"
"Diego Barbosa";"2912";"1";"8";"1";"20";"1";"13";"1";"1";"1";"1";"1";"1";"1";"1"
"Iván Gómez";"2913";"1";"1";"1";"1";"1";"1";"20";"1";"19";"1";"1";"1";"1";"1"
"Keaton Parks";"2914";"1";"1";"10";"1";"1";"1";"16";"1";"20";"1";"1";"14";"1";"1"
"Giuliano Galoppo";"2915";"1";"1";"1";"1";"1";"1";"13";"1";"20";"1";"1";"10";"1";"1"
"Moon Seon-Min";"2916";"1";"1";"1";"1";"1";"1";"1";"7";"1";"12";"12";"13";"20";"10"
"Federico Navarro";"2917";"1";"1";"1";"1";"1";"1";"18";"1";"20";"1";"1";"1";"1";"1"
"George Baldock";"2918";"1";"1";"1";"20";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1"
"Kevin Agudelo";"2919";"1";"1";"1";"1";"1";"1";"10";"11";"18";"13";"12";"20";"17";"14"
"José Corpas";"2920";"1";"1";"1";"1";"1";"1";"1";"15";"1";"19";"16";"1";"20";"12"
"Luciano Boggio";"2921";"1";"1";"1";"1";"1";"1";"13";"9";"20";"11";"9";"19";"13";"7"
"Thomas Mangani";"2922";"1";"12";"12";"1";"14";"1";"20";"12";"15";"1";"1";"1";"1";"1"
"Shamar Nicholson";"2923";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"14";"20"
"Anders Dreyer";"2924";"1";"1";"1";"1";"1";"1";"1";"11";"12";"14";"16";"15";"20";"17"
"Martín Satriano";"2925";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"20"
"Gavin Bazunu";"2926";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ali Adnan";"2927";"1";"20";"13";"10";"19";"10";"1";"18";"1";"10";"13";"1";"8";"1"
"Matheus Henrique";"2928";"1";"1";"1";"1";"1";"1";"18";"1";"20";"1";"1";"12";"1";"1"
"Aliou Dieng";"2929";"1";"1";"1";"1";"1";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Sebastián Jurado";"2930";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Lucas Romero";"2931";"1";"1";"1";"14";"1";"13";"20";"1";"19";"1";"1";"1";"1";"1"
"Pablo Valcarce";"2932";"1";"1";"1";"1";"1";"1";"1";"10";"10";"10";"15";"19";"20";"12"
"Ivan Ordets";"2933";"1";"1";"20";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1"
"Ivan Šunjić";"2934";"1";"1";"10";"1";"1";"1";"20";"1";"19";"1";"1";"1";"1";"1"
"Yaser Asprilla";"2935";"1";"1";"1";"1";"1";"1";"1";"10";"11";"12";"18";"20";"20";"15"
"Luka Milivojević";"2936";"1";"1";"11";"1";"1";"1";"20";"1";"17";"1";"1";"1";"1";"1"
"Javi Manquillo";"2937";"1";"15";"1";"20";"13";"19";"1";"1";"1";"10";"1";"1";"1";"1"
"Taxi Fountas";"2938";"1";"1";"1";"1";"1";"1";"1";"13";"7";"15";"14";"18";"17";"20"
"Mathías Villasanti";"2939";"1";"1";"1";"1";"1";"1";"17";"8";"20";"13";"1";"7";"7";"1"
"Tony Jantschke";"2940";"1";"1";"20";"14";"1";"12";"14";"1";"10";"1";"1";"1";"1";"1"
"Daniel Bragança";"2941";"1";"10";"1";"1";"7";"1";"20";"1";"19";"1";"1";"1";"1";"1"
"Stipe Perica";"2942";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Brian Rodríguez";"2943";"1";"1";"1";"1";"1";"1";"1";"1";"8";"1";"18";"16";"20";"14"
"Salomón Rondón";"2944";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"7";"7";"7";"20"
"Loreintz Rosier";"2945";"1";"1";"14";"1";"1";"1";"20";"1";"16";"1";"1";"1";"1";"1"
"Alexander Jeremejeff";"2946";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Lucas Mendes";"2947";"1";"17";"20";"1";"17";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Pablo Insua";"2948";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"James Forrest";"2949";"1";"1";"1";"1";"1";"1";"1";"15";"1";"18";"15";"10";"20";"1"
"Mariano Andújar";"2950";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Christian Kabasele";"2951";"1";"1";"20";"1";"1";"8";"10";"1";"6";"1";"1";"6";"1";"8"
"Ramiro Carrera";"2952";"1";"1";"1";"1";"1";"1";"1";"15";"20";"15";"12";"15";"12";"11"
"Raul";"2953";"1";"1";"1";"10";"1";"10";"19";"1";"20";"14";"1";"13";"12";"1"
"Gabriel Sara";"2954";"1";"1";"1";"1";"1";"1";"10";"1";"16";"10";"1";"20";"12";"1"
"Igor Gomes";"2955";"1";"1";"1";"1";"1";"1";"1";"1";"15";"1";"1";"20";"1";"1"
"Cristian Martínez Borja";"2956";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"8";"10";"20"
"Ohi Omoijuanfo";"2957";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"17";"14";"15";"20"
"Víctor Díaz";"2958";"1";"18";"16";"20";"14";"15";"1";"1";"1";"1";"1";"1";"1";"1"
"Peter Pekarík";"2959";"1";"14";"10";"20";"12";"18";"1";"1";"1";"8";"1";"1";"8";"1"
"Ulrik Saltnes";"2960";"1";"1";"15";"1";"1";"1";"15";"1";"20";"1";"1";"16";"1";"11"
"Scott McKenna";"2961";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Rodrigo Nestor";"2962";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"12";"1";"1"
"Braian Cufré";"2963";"1";"20";"1";"1";"14";"1";"13";"12";"14";"1";"1";"1";"1";"1"
"Gonçalo Paciência";"2964";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"1";"20"
"Josh Doig";"2965";"1";"20";"10";"1";"20";"1";"1";"14";"1";"1";"1";"1";"1";"1"
"Mert Müldür";"2966";"1";"15";"12";"20";"1";"17";"1";"1";"1";"14";"1";"1";"1";"1"
"Brendan Chardonnet";"2967";"1";"8";"20";"10";"8";"10";"10";"1";"1";"1";"1";"1";"1";"1"
"Helinho";"2968";"1";"1";"1";"1";"1";"1";"1";"1";"12";"15";"1";"18";"20";"1"
"Erik Lira";"2969";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"15";"1";"1"
"Damián Batallini";"2970";"1";"1";"1";"1";"1";"6";"1";"17";"1";"20";"19";"14";"19";"8"
"Santiago Cáseres";"2971";"1";"1";"5";"1";"1";"1";"20";"1";"19";"5";"1";"1";"1";"1"
"Badr Benoun";"2972";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"João Basso";"2973";"1";"1";"20";"1";"1";"1";"16";"1";"10";"1";"1";"1";"1";"1"
"Rhys Norrington-Davies";"2974";"1";"20";"16";"1";"20";"1";"1";"10";"1";"1";"10";"1";"1";"1"
"Ali Gholizadeh";"2975";"1";"1";"1";"1";"1";"1";"1";"12";"1";"12";"18";"11";"20";"11"
"Dante Stipica";"2976";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Gustavo Del Prete";"2977";"1";"1";"1";"1";"1";"1";"1";"8";"1";"9";"15";"11";"20";"19"
"Mehdi Bourabia";"2978";"1";"1";"1";"1";"1";"1";"20";"10";"20";"8";"8";"14";"5";"1"
"Tomás Cuello";"2979";"1";"1";"1";"1";"1";"1";"1";"20";"1";"17";"17";"13";"17";"1"
"Alan Empereur";"2980";"1";"15";"20";"1";"10";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Bryan Acosta";"2981";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"18";"1";"1"
"Ozan Tufan";"2982";"1";"7";"10";"14";"1";"10";"19";"1";"20";"10";"1";"18";"10";"1"
"Marc Muniesa";"2983";"1";"16";"20";"1";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Silvan Hefti";"2984";"1";"1";"17";"20";"1";"12";"1";"1";"1";"14";"1";"1";"1";"1"
"Dídac Vilà";"2985";"1";"20";"10";"1";"19";"1";"1";"10";"1";"1";"1";"1";"1";"1"
"Carlos Sierra";"2986";"1";"1";"1";"1";"1";"1";"10";"1";"20";"1";"1";"1";"1";"1"
"Stefano Vecchia";"2987";"1";"1";"1";"1";"1";"1";"1";"14";"1";"14";"20";"18";"18";"10"
"Brede Moe";"2988";"1";"10";"20";"10";"1";"1";"11";"1";"9";"1";"1";"1";"1";"1"
"Romain Thomas";"2989";"1";"14";"20";"1";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Thomas Lehne Olsen";"2990";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"13";"10";"14";"20"
"Kaoru Mitoma";"2991";"1";"1";"1";"1";"14";"1";"1";"17";"1";"1";"20";"1";"13";"1"
"Léo Coelho";"2992";"1";"1";"20";"1";"1";"1";"12";"1";"4";"1";"1";"1";"1";"1"
"Rubens Sambueza";"2993";"1";"1";"1";"1";"1";"1";"1";"13";"18";"12";"15";"20";"15";"1"
"Pep Chavarría";"2994";"1";"20";"1";"1";"18";"1";"1";"17";"1";"1";"10";"1";"1";"1"
"Sergio Barreto";"2995";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Iván Sánchez";"2996";"1";"1";"1";"1";"1";"1";"1";"17";"15";"18";"17";"17";"20";"1"
"José Ángel Carmona";"2997";"1";"1";"19";"20";"1";"14";"1";"1";"1";"1";"1";"1";"1";"1"
"Sebastián Ferreira";"2998";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Mousa Dembélé";"2999";"1";"1";"1";"1";"1";"1";"18";"14";"20";"1";"7";"14";"8";"9"
"Jaouad El Yamiq";"3000";"1";"13";"20";"13";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Adrián Gabbarini";"3001";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Danilo Soares";"3002";"1";"20";"1";"1";"20";"1";"1";"14";"1";"1";"14";"1";"1";"1"
"João Ricardo";"3003";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Willy Caballero";"3004";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Àlex Corredera";"3005";"1";"1";"1";"1";"1";"1";"14";"14";"20";"14";"12";"17";"12";"1"
"Yukhym Konoplia";"3006";"1";"15";"1";"20";"10";"15";"1";"5";"1";"10";"1";"1";"1";"1"
"Tom Cleverley";"3007";"1";"6";"1";"6";"1";"1";"10";"14";"20";"10";"14";"18";"10";"1"
"Borna Barisic";"3008";"1";"20";"14";"1";"19";"1";"1";"14";"1";"1";"14";"1";"1";"1"
"Baldomero Perlaza";"3009";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"1";"1";"1"
"Igor Diveev";"3010";"1";"1";"20";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1"
"Stiven Mendoza";"3011";"1";"1";"1";"1";"1";"1";"1";"10";"1";"10";"20";"10";"15";"15"
"Lee Dong-jun";"3012";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"1";"20";"20"
"Ander Cantero";"3013";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Magnus Eriksson";"3014";"1";"1";"1";"1";"1";"1";"12";"12";"20";"14";"12";"19";"14";"10"
"Nacer Chadli";"3015";"1";"8";"1";"6";"10";"6";"1";"16";"15";"15";"20";"15";"16";"1"
"Michel Araújo";"3016";"1";"1";"1";"1";"1";"1";"1";"1";"13";"12";"17";"13";"20";"18"
"Felix Agu";"3017";"1";"18";"10";"20";"18";"20";"1";"1";"1";"12";"1";"1";"10";"1"
"Sergio Romero";"3018";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Alan Aguerre";"3019";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Julio Tavares";"3020";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"11";"20"
"Tom Cairney";"3021";"1";"1";"1";"1";"1";"1";"1";"1";"20";"13";"1";"20";"13";"1"
"Marcelo Benevenuto";"3022";"1";"1";"20";"10";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Kim Seung-Gyu";"3023";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Jay Rodriguez";"3024";"1";"1";"1";"1";"1";"1";"1";"18";"1";"17";"18";"15";"17";"20"
"Marcus Danielson";"3025";"1";"11";"20";"12";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4"
"Raphael Onyedika";"3026";"1";"1";"14";"1";"1";"1";"20";"10";"18";"10";"1";"10";"1";"1"
"Jonathan Silva";"3027";"1";"20";"11";"1";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Jonathan Gradit";"3028";"1";"1";"20";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Jalil Elías";"3029";"1";"1";"1";"19";"1";"13";"20";"1";"15";"8";"1";"1";"1";"1"
"Gelson Martins";"3030";"1";"1";"1";"10";"1";"10";"1";"12";"1";"18";"15";"13";"20";"12"
