"Name(ocultar)";"Futbolista_ID";"Rendimiento en partidos importantes";"Lesiones";"Diversidad";"Adaptabilidad";"Ambición";"Razonamiento";"Lealtad";"Resistencia al estres";"Profesionalidad";"Deportividad";"Control emocional"
"Michael Gregoritsch";"1811";"12";"5";"15";"12";"17";"13";"8";"14";"14";"10";"11"
"Jack Cork";"1812";"13";"6";"12";"11";"15";"6";"13";"18";"18";"13";"19"
"Philipp Mwene";"1813";"12";"13";"14";"10";"15";"6";"11";"11";"13";"12";"12"
"Amr Warda";"1814";"12";"4";"14";"15";"12";"19";"9";"8";"4";"5";"5"
"Chidera Ejuke";"1815";"12";"7";"9";"12";"12";"2";"9";"10";"9";"12";"18"
"Juanpe";"1816";"11";"8";"10";"12";"10";"9";"12";"8";"14";"15";"15"
"Andrija Živković";"1817";"15";"10";"10";"12";"9";"12";"8";"10";"7";"10";"7"
"John Egan";"1818";"13";"11";"7";"14";"12";"5";"14";"12";"16";"12";"14"
"Chicharito";"1819";"14";"12";"5";"14";"14";"5";"12";"16";"18";"12";"12"
"Luis Montes";"1820";"14";"7";"14";"9";"8";"3";"12";"12";"12";"12";"10"
"Anton Miranchuk";"1821";"10";"9";"13";"9";"14";"10";"15";"11";"12";"13";"12"
"Alexander Hack";"1822";"13";"11";"8";"7";"13";"10";"16";"14";"15";"12";"8"
"Marin Pongračić";"1823";"12";"11";"10";"11";"13";"19";"5";"10";"10";"5";"5"
"John Brooks";"1824";"10";"13";"5";"12";"10";"13";"14";"14";"13";"16";"8"
"Jens Odgaard";"1825";"11";"6";"12";"5";"11";"4";"15";"12";"12";"16";"15"
"Ferdi Kadıoğlu";"1826";"10";"3";"15";"9";"15";"10";"14";"16";"13";"12";"13"
"Chris Führich";"1827";"11";"6";"16";"7";"13";"7";"13";"13";"15";"13";"13"
"Lassina Traoré";"1828";"11";"11";"7";"15";"14";"2";"10";"12";"12";"12";"14"
"Alan Pulido";"1829";"13";"12";"10";"7";"15";"14";"6";"12";"12";"13";"12"
"Răzvan Marin";"1830";"14";"6";"13";"13";"16";"6";"11";"15";"15";"14";"15"
"Andrey Lunev";"1831";"13";"9";"12";"14";"9";"6";"9";"12";"8";"16";"12"
"Vladimir Weiss";"1832";"13";"5";"12";"15";"15";"12";"11";"10";"12";"7";"8"
"Joseph Aidoo";"1833";"12";"5";"6";"14";"13";"4";"10";"13";"13";"14";"14"
"Djed Spence";"1834";"12";"5";"12";"12";"15";"11";"9";"13";"7";"8";"13"
"Juan Pablo Vigon";"1835";"13";"6";"13";"12";"13";"9";"10";"11";"12";"10";"10"
"Petar Stojanović";"1836";"11";"7";"13";"15";"12";"12";"12";"13";"12";"2";"4"
"Frank Onyeka";"1837";"12";"3";"17";"13";"12";"7";"13";"12";"12";"13";"8"
"João Gomes";"1838";"1";"10";"16";"15";"14";"5";"14";"15";"14";"12";"12"
"Manuel Riemann";"1839";"16";"7";"14";"10";"17";"13";"12";"15";"17";"10";"7"
"Miloš Veljković";"1840";"15";"9";"14";"16";"16";"10";"8";"14";"13";"15";"18"
"Matías Vargas";"1841";"15";"5";"12";"16";"16";"8";"15";"15";"16";"16";"12"
"Vladimir Hernández";"1842";"11";"8";"12";"12";"14";"9";"14";"11";"12";"11";"11"
"Mame Diouf";"1843";"18";"10";"10";"14";"14";"12";"7";"9";"14";"7";"10"
"Magnus Wolff Eikrem";"1844";"10";"13";"11";"11";"12";"4";"16";"16";"15";"15";"14"
"Yoane Wissa";"1845";"12";"7";"12";"12";"13";"6";"13";"12";"14";"15";"14"
"Kerem Aktürkoğlu";"1846";"13";"4";"12";"20";"17";"5";"9";"16";"12";"8";"7"
"Rubén Rochina";"1847";"14";"11";"12";"8";"16";"14";"12";"14";"15";"12";"14"
"Alejandro Romero Gamarra";"1848";"11";"10";"8";"10";"13";"11";"8";"11";"15";"16";"8"
"Ozan Kabak";"1849";"13";"12";"6";"11";"13";"14";"8";"11";"12";"8";"9"
"Rubén Pérez";"1850";"13";"6";"6";"15";"14";"7";"13";"14";"15";"6";"9"
"Borja Bastón";"1851";"12";"4";"5";"2";"10";"8";"13";"7";"13";"13";"11"
"Recio";"1852";"12";"12";"12";"9";"15";"13";"14";"12";"14";"6";"8"
"Federico Gatti";"1853";"14";"10";"12";"12";"15";"5";"13";"12";"16";"14";"15"
"Djaniny";"1854";"12";"8";"12";"12";"13";"7";"9";"10";"13";"12";"12"
"Oier Olazabal";"1855";"11";"6";"14";"12";"14";"7";"13";"14";"14";"12";"9"
"Thomas Kaminski";"1856";"10";"2";"1";"14";"19";"8";"12";"12";"14";"10";"8"
"Neeskens Kebano";"1857";"14";"16";"12";"20";"16";"5";"14";"13";"7";"15";"15"
"Lucas Janson";"1858";"17";"5";"13";"20";"9";"5";"12";"12";"13";"9";"11"
"Youssef El Arabi";"1859";"15";"5";"10";"15";"13";"8";"10";"13";"18";"12";"15"
"Andriy Yarmolenko";"1860";"10";"14";"13";"8";"10";"12";"16";"14";"16";"8";"11"
"Guido Herrera";"1861";"10";"2";"15";"2";"13";"8";"8";"8";"12";"10";"5"
"Unai López";"1862";"12";"12";"16";"13";"14";"8";"11";"10";"10";"10";"17"
"Anthony Elanga";"1863";"13";"6";"17";"15";"12";"6";"10";"10";"11";"11";"19"
"Edgar Ié";"1864";"14";"8";"16";"14";"15";"2";"10";"12";"12";"11";"11"
"Roman Yaremchuk";"1865";"13";"11";"5";"8";"12";"11";"12";"11";"15";"14";"11"
"Matteo Cancellieri";"1866";"11";"5";"17";"12";"15";"6";"11";"13";"14";"14";"14"
"Rıdvan Yılmaz";"1867";"12";"8";"8";"13";"12";"8";"14";"10";"14";"12";"13"
"José Luis Chunga";"1868";"13";"5";"11";"11";"10";"8";"15";"9";"12";"11";"17"
"Joshua King";"1869";"12";"12";"12";"12";"13";"7";"8";"10";"7";"6";"14"
"Víctor Sánchez";"1870";"10";"5";"18";"14";"10";"3";"15";"10";"17";"13";"12"
"Łukasz Skorupski";"1871";"12";"4";"11";"12";"13";"5";"14";"10";"17";"17";"14"
"Michael Bradley";"1872";"17";"12";"13";"15";"18";"4";"14";"12";"19";"9";"7"
"Steven Zuber";"1873";"12";"7";"15";"12";"13";"6";"9";"10";"13";"12";"12"
"Kike García";"1874";"12";"9";"11";"10";"11";"2";"14";"12";"20";"8";"6"
"Aïssa Laidouni";"1875";"10";"5";"11";"15";"12";"1";"11";"12";"9";"5";"17"
"Cristian Pavón";"1876";"9";"5";"14";"14";"14";"12";"5";"11";"14";"15";"14"
"Wu Lei";"1877";"14";"3";"9";"12";"16";"6";"18";"18";"17";"12";"10"
"Armand Laurienté";"1878";"13";"7";"11";"16";"12";"7";"14";"12";"13";"13";"15"
"Kostas Manolas";"1879";"13";"13";"4";"11";"11";"15";"12";"12";"13";"6";"7"
"Jean-Ricner Bellegarde";"1880";"6";"11";"12";"18";"13";"5";"12";"11";"12";"11";"20"
"Jean-Victor Makengo";"1881";"12";"4";"12";"14";"14";"5";"13";"12";"14";"11";"16"
"Josan Fernández";"1882";"10";"2";"12";"12";"11";"3";"15";"9";"14";"15";"16"
"Ricardo Gomes";"1883";"12";"8";"8";"12";"12";"11";"7";"12";"13";"9";"11"
"Fabrizio Angileri";"1884";"10";"9";"15";"12";"14";"8";"12";"12";"11";"10";"10"
"Malang Sarr";"1885";"12";"6";"8";"7";"15";"6";"14";"12";"16";"13";"14"
"Denis Bouanga";"1886";"14";"7";"12";"12";"15";"10";"11";"11";"13";"11";"11"
"Aslak Witry";"1887";"13";"5";"10";"14";"14";"3";"10";"13";"13";"15";"12"
"Sander Berge";"1888";"12";"9";"12";"18";"16";"5";"15";"12";"14";"14";"16"
"Mathias Normann";"1889";"13";"13";"6";"11";"15";"8";"11";"13";"15";"10";"10"
"Lucas Biglia";"1890";"14";"14";"11";"16";"11";"6";"13";"13";"18";"17";"13"
"Munir Mohand";"1891";"13";"5";"16";"11";"8";"7";"13";"7";"12";"1";"10"
"Fodé Ballo-Touré";"1892";"11";"6";"13";"13";"14";"8";"12";"11";"11";"12";"14"
"Badou Ndiaye";"1893";"12";"9";"15";"16";"16";"10";"12";"12";"17";"15";"16"
"Marcelo Barovero";"1894";"16";"12";"1";"11";"11";"3";"16";"12";"17";"17";"14"
"Enric Saborit";"1895";"13";"7";"11";"15";"14";"5";"12";"12";"14";"14";"10"
"Romain Perraud";"1896";"13";"6";"13";"12";"14";"7";"14";"13";"14";"11";"13"
"Stefan Bell";"1897";"17";"9";"10";"6";"12";"6";"18";"14";"18";"12";"15"
"Wilson Manafá";"1898";"11";"10";"18";"17";"14";"4";"9";"11";"14";"11";"12"
"Lucas Torró";"1899";"15";"7";"9";"12";"14";"8";"12";"13";"16";"10";"16"
"Clément Grenier";"1900";"15";"13";"7";"12";"15";"8";"16";"10";"12";"15";"12"
"Fredy Hinestroza";"1901";"12";"11";"12";"12";"13";"8";"11";"12";"12";"13";"11"
"Jordan Ayew";"1902";"13";"7";"14";"15";"14";"8";"10";"11";"14";"7";"14"
"Cédric Bakambu";"1903";"15";"6";"12";"13";"14";"11";"14";"10";"13";"12";"14"
"Allan Nyom";"1904";"15";"5";"15";"14";"14";"12";"15";"14";"16";"12";"13"
"Benjamin Stambouli";"1905";"16";"12";"10";"15";"16";"5";"12";"13";"18";"14";"14"
"Vincent Janssen";"1906";"12";"11";"6";"12";"14";"6";"12";"14";"17";"10";"13"
"Sven Michel";"1907";"11";"12";"10";"6";"13";"10";"11";"14";"10";"8";"6"
"Henry Onyekuru";"1908";"15";"10";"9";"9";"13";"8";"8";"8";"11";"12";"15"
"Robin Lod";"1909";"13";"8";"16";"13";"16";"4";"15";"14";"17";"16";"17"
"Silvio Romero";"1910";"10";"10";"12";"10";"11";"7";"16";"13";"13";"14";"12"
"Khaled Narey";"1911";"11";"4";"15";"13";"16";"8";"9";"10";"13";"12";"10"
"Gustavo Bou";"1912";"14";"12";"13";"14";"10";"11";"9";"14";"11";"14";"15"
"Thomas Henry";"1913";"8";"4";"13";"10";"13";"10";"11";"13";"14";"11";"11"
"Alan Varela";"1914";"13";"6";"10";"17";"12";"6";"16";"14";"12";"14";"14"
"Anwar El Ghazi";"1915";"12";"12";"10";"10";"14";"10";"10";"12";"13";"9";"8"
"Raoul Bellanova";"1916";"12";"6";"13";"14";"16";"4";"12";"12";"15";"15";"14"
"Nicolas Pallois";"1917";"14";"9";"8";"12";"14";"12";"14";"8";"14";"13";"9"
"Niklas Dorsch";"1918";"15";"7";"10";"7";"11";"9";"12";"14";"10";"13";"8"
"Brice Samba";"1919";"10";"5";"1";"11";"13";"6";"10";"12";"10";"15";"15"
"Khephren Thuram";"1920";"15";"6";"16";"13";"16";"8";"15";"15";"16";"13";"15"
"Connor Roberts";"1921";"16";"2";"15";"11";"12";"13";"16";"12";"19";"6";"5"
"Jaka Bijol";"1922";"11";"4";"13";"12";"15";"5";"14";"14";"15";"11";"12"
"Edon Zhegrova";"1923";"12";"11";"8";"8";"18";"14";"8";"17";"11";"5";"7"
"Matteo Gabbia";"1924";"10";"8";"12";"12";"14";"3";"14";"13";"14";"16";"13"
"Sergi Canos";"1925";"12";"8";"13";"13";"14";"7";"12";"12";"13";"8";"10"
"Mesut Özil";"1926";"10";"6";"10";"14";"10";"15";"7";"9";"10";"13";"15"
"Gary Medel";"1927";"16";"12";"16";"14";"19";"12";"14";"15";"19";"8";"7"
"Javier Burrai";"1928";"13";"5";"11";"14";"11";"8";"10";"7";"15";"10";"12"
"James Garner";"1929";"13";"4";"14";"7";"14";"2";"13";"12";"15";"14";"12"
"Michy Batshuayi";"1930";"10";"9";"5";"13";"15";"17";"7";"14";"9";"8";"8"
"Simon Terodde";"1931";"16";"6";"6";"14";"15";"8";"8";"12";"16";"15";"11"
"Illia Zabarnyi";"1932";"18";"3";"13";"7";"15";"3";"15";"16";"14";"14";"16"
"Giorgos Giakoumakis";"1933";"13";"9";"5";"13";"14";"4";"13";"15";"15";"10";"12"
"Mark Uth";"1934";"13";"6";"10";"10";"14";"10";"11";"14";"12";"9";"12"
"Mario Lemina";"1935";"14";"12";"13";"14";"15";"8";"10";"13";"14";"12";"9"
"Gastón Giménez";"1936";"13";"10";"14";"9";"12";"8";"12";"12";"14";"11";"10"
"Ezequiel Ávila";"1937";"14";"13";"8";"12";"13";"9";"13";"12";"11";"10";"17"
"Diego Alves";"1938";"15";"16";"13";"13";"14";"18";"11";"15";"6";"9";"7"
"Hong Jeong-Ho";"1939";"13";"11";"10";"10";"15";"8";"10";"12";"15";"13";"13"
"Lorenzo Faravelli";"1940";"13";"9";"14";"8";"12";"7";"12";"10";"14";"13";"13"
"Mykola Shaparenko";"1941";"15";"14";"4";"13";"14";"8";"16";"10";"14";"10";"10"
"Nikola Kalinić";"1942";"12";"11";"4";"13";"15";"12";"8";"10";"15";"8";"14"
"Georges-Kévin Nkoudou";"1943";"12";"14";"12";"12";"10";"5";"10";"9";"9";"10";"13"
"Ramiro Funes Mori";"1944";"16";"11";"6";"18";"15";"12";"12";"12";"15";"12";"11"
"Gilberto";"1945";"13";"10";"11";"8";"14";"8";"10";"13";"11";"6";"7"
"Themba Zwane";"1946";"11";"7";"8";"12";"12";"3";"13";"10";"12";"8";"8"
"Augusto Solari";"1947";"9";"5";"10";"12";"11";"2";"14";"8";"14";"16";"14"
"Alejandro Zendejas";"1948";"11";"8";"14";"13";"14";"13";"6";"12";"12";"8";"13"
"Guido Carrillo";"1949";"12";"9";"5";"11";"13";"7";"14";"12";"16";"15";"14"
"Sergio Araujo";"1950";"14";"13";"8";"13";"12";"7";"13";"10";"12";"14";"13"
"Miles Robinson";"1951";"11";"7";"11";"12";"10";"6";"12";"11";"16";"15";"6"
"Carlos Izquierdoz";"1952";"12";"9";"6";"15";"14";"7";"14";"15";"18";"18";"9"
"Jeff Reine-Adélaïde";"1953";"11";"13";"16";"12";"16";"10";"12";"13";"14";"14";"13"
"Andrés Ricaurte";"1954";"12";"5";"11";"11";"12";"11";"12";"12";"12";"12";"9"
"Willian Arão";"1955";"13";"10";"15";"15";"11";"6";"6";"11";"8";"9";"11"
"Thomas Ouwejan";"1956";"13";"6";"17";"12";"15";"6";"13";"14";"14";"14";"16"
"Jens Stage";"1957";"15";"8";"20";"10";"13";"1";"14";"15";"16";"15";"15"
"Predrag Rajković";"1958";"12";"7";"8";"9";"15";"12";"11";"8";"9";"7";"4"
"Marco Sportiello";"1959";"14";"5";"13";"11";"15";"5";"12";"12";"13";"11";"10"
"Peter Olayinka";"1960";"10";"8";"9";"13";"13";"12";"13";"8";"13";"12";"12"
"Teo Gutiérrez";"1961";"15";"12";"8";"11";"20";"20";"14";"17";"12";"3";"9"
"Muriel";"1962";"10";"5";"15";"13";"15";"8";"15";"12";"15";"14";"12"
"Wilson Morelo";"1963";"12";"12";"7";"7";"11";"11";"12";"12";"12";"13";"12"
"Kenedy";"1964";"11";"6";"13";"15";"13";"7";"12";"12";"9";"12";"12"
"Igor Rabello";"1965";"16";"10";"10";"13";"12";"10";"13";"12";"13";"12";"11"
"Patrick";"1966";"12";"7";"13";"18";"13";"12";"12";"12";"12";"10";"10"
"Jonathan Orozco";"1967";"15";"8";"14";"12";"13";"8";"14";"13";"15";"15";"11"
"Tomáš Vaclík";"1968";"12";"10";"1";"13";"12";"4";"15";"13";"16";"15";"17"
"Yann M'Vila";"1969";"15";"6";"10";"14";"15";"10";"8";"14";"16";"11";"12"
"Diego Rossi";"1970";"10";"8";"11";"14";"11";"5";"10";"12";"12";"10";"10"
"Amath N'Diaye";"1971";"11";"6";"12";"9";"10";"4";"12";"11";"11";"14";"15"
"Szymon Żurkowski";"1972";"13";"5";"12";"7";"10";"6";"12";"12";"11";"11";"19"
"Thiago Maia";"1973";"13";"5";"8";"5";"15";"9";"13";"14";"12";"10";"12"
"Martín Silva";"1974";"14";"12";"11";"12";"12";"5";"16";"13";"15";"12";"12"
"Gonzalo Villar";"1975";"10";"6";"11";"13";"15";"3";"11";"10";"15";"18";"10"
"Iñaki Peña";"1976";"15";"8";"15";"12";"13";"5";"14";"15";"14";"13";"15"
"Brian Lozano";"1977";"11";"14";"13";"7";"9";"7";"7";"4";"13";"8";"10"
"Jean-Philippe Gbamin";"1978";"14";"16";"15";"13";"15";"8";"12";"12";"14";"15";"15"
"Fábio Lima";"1979";"14";"9";"11";"10";"7";"7";"15";"11";"11";"6";"18"
"Janik Haberer";"1980";"11";"7";"17";"9";"17";"8";"12";"10";"16";"13";"16"
"Mario Balotelli";"1981";"14";"11";"8";"12";"13";"20";"6";"13";"9";"10";"12"
"Mason Holgate";"1982";"11";"6";"13";"17";"16";"5";"8";"15";"12";"13";"12"
"Nicolai Boilesen";"1983";"15";"13";"13";"18";"18";"6";"15";"15";"16";"16";"14"
"Bernard";"1984";"13";"9";"12";"10";"14";"3";"11";"12";"9";"12";"10"
"Davit Khocholava";"1985";"14";"3";"7";"15";"13";"6";"15";"15";"15";"14";"13"
"Lewis Cook";"1986";"13";"2";"13";"13";"13";"2";"13";"12";"16";"12";"13"
"Anders Christiansen";"1987";"15";"13";"13";"11";"11";"10";"15";"15";"15";"8";"5"
"Gabriel Pires";"1988";"12";"14";"8";"11";"11";"11";"11";"14";"6";"13";"13"
"Giorgi Kvilitaia";"1989";"10";"11";"4";"11";"13";"7";"12";"8";"14";"14";"8"
"Alejandro Silva";"1990";"9";"8";"15";"13";"10";"7";"13";"11";"14";"12";"11"
"Sargis Adamyan";"1991";"13";"7";"10";"14";"11";"9";"10";"14";"8";"10";"8"
"Zinedine Ferhat";"1992";"14";"6";"14";"13";"15";"8";"9";"12";"13";"10";"10"
"Philip Billing";"1993";"12";"8";"13";"11";"13";"12";"8";"11";"10";"9";"12"
"Kike Barja";"1994";"11";"12";"14";"16";"13";"6";"10";"11";"12";"10";"20"
"Aarón";"1995";"11";"5";"12";"12";"15";"9";"13";"13";"15";"12";"12"
"Emiliano Velázquez";"1996";"13";"13";"5";"9";"13";"6";"12";"13";"12";"9";"10"
"José de Jesús Corona";"1997";"11";"10";"2";"12";"13";"7";"14";"11";"13";"15";"11"
"Guilherme";"1998";"13";"7";"10";"11";"12";"12";"9";"14";"15";"9";"12"
"Júnior Firpo";"1999";"13";"10";"12";"9";"12";"8";"12";"9";"12";"14";"13"
"Jens Jønsson";"2000";"13";"8";"16";"14";"15";"7";"9";"14";"15";"12";"13"
"Adam Buksa";"2001";"13";"14";"10";"10";"11";"2";"8";"9";"12";"12";"7"
"Diogo Leite";"2002";"11";"4";"6";"9";"12";"7";"16";"11";"15";"13";"14"
"Lucas Merolla";"2003";"9";"8";"5";"20";"11";"10";"11";"11";"12";"7";"7"
"Gatito Fernández";"2004";"19";"17";"8";"15";"12";"8";"12";"14";"13";"10";"12"
"Tuta";"2005";"13";"5";"11";"9";"14";"9";"10";"13";"10";"12";"11"
"André Ramalho";"2006";"13";"7";"12";"13";"16";"8";"9";"16";"14";"13";"8"
"Omar Al-Soma";"2007";"17";"13";"6";"12";"8";"8";"12";"13";"15";"14";"12"
"Zsolt Kalmár";"2008";"11";"4";"14";"12";"15";"5";"10";"11";"13";"13";"17"
"Amir Hadžiahmetović";"2009";"10";"13";"12";"11";"11";"1";"12";"10";"11";"11";"10"
"Agustín Palavecino";"2010";"12";"7";"12";"11";"12";"3";"12";"13";"11";"15";"9"
"Ayrton Lucas";"2011";"9";"7";"6";"13";"11";"4";"10";"13";"13";"13";"16"
"Guille Rosas";"2012";"12";"15";"10";"10";"14";"6";"15";"11";"14";"9";"8"
"Kang-In Lee";"2013";"13";"8";"14";"13";"14";"6";"15";"15";"15";"10";"10"
"Will Hughes";"2014";"12";"10";"15";"13";"14";"3";"10";"13";"16";"10";"13"
"Kortney Hause";"2015";"12";"13";"12";"10";"15";"7";"13";"8";"10";"9";"13"
"Fabián Balbuena";"2016";"12";"12";"8";"14";"18";"14";"12";"12";"13";"12";"10"
"Sandi Lovrić";"2017";"11";"3";"3";"14";"9";"8";"13";"9";"12";"11";"13"
"Abner Vinicius";"2018";"12";"4";"12";"8";"12";"4";"13";"12";"13";"10";"11"
"Luiz Henrique";"2019";"10";"4";"12";"15";"11";"6";"12";"11";"12";"7";"11"
"Juan Miranda";"2020";"12";"6";"13";"14";"13";"5";"11";"13";"14";"13";"14"
"Haji Wright";"2021";"10";"5";"12";"12";"14";"8";"10";"13";"12";"14";"16"
"Domagoj Vida";"2022";"11";"7";"10";"12";"17";"10";"16";"11";"14";"10";"11"
"Arijan Ademi";"2023";"15";"15";"14";"13";"13";"8";"20";"18";"17";"11";"7"
"Ciprian Tătăruşanu";"2024";"12";"4";"1";"12";"14";"5";"12";"9";"15";"13";"13"
"Adryelson";"2025";"12";"8";"9";"18";"14";"5";"12";"13";"14";"16";"15"
"Kristoffer Olsson";"2026";"13";"7";"11";"10";"14";"10";"5";"13";"12";"12";"11"
"Brian Ocampo";"2027";"9";"12";"12";"8";"14";"10";"9";"5";"9";"9";"8"
"Alejandro Pozo";"2028";"10";"10";"15";"13";"12";"6";"12";"11";"12";"10";"6"
"Enzo Díaz";"2029";"15";"4";"10";"10";"15";"6";"10";"14";"11";"11";"6"
"Léo Ortiz";"2030";"11";"8";"10";"18";"11";"7";"12";"12";"14";"8";"12"
"Nehuén Pérez";"2031";"14";"3";"5";"15";"18";"12";"10";"18";"18";"9";"10"
"Levi Garcia";"2032";"12";"12";"13";"15";"12";"6";"10";"10";"12";"16";"15"
"Óscar Mingueza";"2033";"12";"7";"15";"10";"14";"5";"15";"13";"15";"13";"15"
"Šime Vrsaljko";"2034";"11";"15";"14";"13";"15";"8";"12";"12";"14";"4";"6"
"Álvaro Aguado";"2035";"14";"5";"12";"7";"13";"5";"10";"12";"14";"13";"13"
"Eran Zahavi";"2036";"16";"9";"15";"16";"15";"13";"13";"17";"17";"10";"13"
"Aihen Muñoz";"2037";"13";"9";"11";"15";"12";"6";"18";"13";"14";"13";"11"
"Marcos André";"2038";"12";"7";"11";"7";"12";"3";"10";"11";"11";"13";"20"
"Álex Collado";"2039";"15";"8";"15";"10";"15";"5";"15";"16";"15";"11";"15"
"Ştefan Radu";"2040";"14";"12";"15";"19";"18";"5";"20";"13";"20";"9";"8"
"Bartłomiej Drągowski";"2041";"8";"11";"14";"11";"13";"12";"12";"12";"15";"11";"8"
"Davidson";"2042";"11";"6";"10";"11";"14";"12";"9";"14";"12";"9";"11"
"Enner Valencia";"2043";"11";"9";"16";"15";"16";"8";"8";"15";"15";"13";"12"
"Ismaily";"2044";"13";"7";"11";"9";"11";"6";"13";"12";"15";"13";"13"
"Pere Pons";"2045";"10";"5";"6";"8";"11";"3";"11";"13";"14";"12";"11"
"Jean-Eudes Aholou";"2046";"12";"7";"12";"12";"15";"7";"12";"12";"13";"13";"13"
"Mauricio Pereyra";"2047";"14";"11";"10";"12";"9";"5";"5";"12";"15";"13";"14"
"Víctor Camarasa";"2048";"12";"15";"9";"11";"14";"7";"12";"14";"13";"10";"8"
"Paul Onuachu";"2049";"14";"5";"3";"9";"13";"4";"14";"12";"12";"11";"9"
"Matvey Safonov";"2050";"14";"5";"16";"12";"13";"8";"9";"11";"12";"12";"13"
"Ezgjan Alioski";"2051";"12";"4";"16";"14";"14";"19";"15";"17";"11";"2";"6"
"Bright Osayi-Samuel";"2052";"12";"6";"6";"8";"14";"10";"8";"16";"12";"12";"11"
"Filipe Augusto";"2053";"11";"13";"10";"10";"12";"11";"11";"12";"11";"9";"10"
"Casper Nielsen";"2054";"7";"7";"10";"19";"13";"3";"11";"7";"10";"14";"17"
"Fabiano Souza";"2055";"12";"7";"8";"19";"12";"6";"13";"12";"14";"13";"12"
"Andrei Girotto";"2056";"10";"4";"7";"18";"14";"8";"12";"12";"13";"7";"7"
"Miguel Crespo";"2057";"13";"4";"12";"16";"14";"6";"12";"14";"15";"12";"13"
"Juninho";"2058";"6";"9";"17";"12";"12";"7";"13";"11";"13";"13";"11"
"Manu García";"2059";"9";"8";"12";"18";"11";"5";"17";"12";"12";"16";"16"
"Marcelo";"2060";"13";"7";"5";"14";"13";"11";"12";"10";"11";"7";"7"
"Mariano";"2061";"14";"8";"10";"13";"12";"5";"11";"14";"13";"10";"8"
"Nuno Santos";"2062";"11";"4";"8";"12";"12";"12";"10";"13";"15";"8";"8"
"Pedrinho";"2063";"10";"10";"13";"6";"14";"8";"14";"11";"13";"14";"15"
"Pedro Henrique";"2064";"11";"5";"8";"16";"12";"9";"14";"13";"18";"16";"15"
"Vitinho";"2065";"10";"3";"11";"12";"7";"5";"15";"10";"12";"11";"14"
"André Almeida";"2066";"10";"8";"10";"13";"13";"6";"18";"14";"14";"12";"10"
"Bernardo";"2067";"11";"9";"8";"7";"11";"9";"12";"12";"14";"12";"13"
"Chiquinho";"2068";"12";"5";"10";"19";"12";"6";"8";"12";"13";"9";"11"
"Daniel";"2069";"14";"9";"14";"15";"12";"5";"14";"12";"14";"10";"13"
"Fernandinho";"2070";"13";"12";"13";"7";"13";"9";"12";"13";"7";"12";"11"
"Jordan Morris";"2071";"14";"11";"8";"11";"8";"5";"17";"15";"16";"13";"11"
"Milton Casco";"2072";"13";"8";"18";"13";"14";"3";"15";"16";"14";"8";"10"
"Serhou Guirassy";"2073";"12";"12";"7";"9";"16";"13";"9";"11";"12";"14";"14"
"Claudio Aquino";"2074";"9";"14";"10";"8";"15";"12";"10";"12";"8";"8";"8"
"Thiago Heleno";"2075";"13";"11";"6";"6";"15";"13";"12";"12";"12";"11";"15"
"Reggie Cannon";"2076";"10";"10";"8";"12";"17";"12";"8";"10";"15";"16";"8"
"Óscar Melendo";"2077";"11";"10";"11";"12";"10";"8";"10";"13";"11";"10";"11"
"Radja Nainggolan";"2078";"15";"12";"13";"16";"18";"18";"13";"17";"4";"7";"6"
"Lucas Fernandes";"2079";"13";"14";"13";"10";"1";"7";"8";"12";"12";"6";"12"
"Tolgay Arslan";"2080";"7";"11";"8";"11";"15";"10";"8";"13";"14";"10";"8"
"Óscar Gil";"2081";"9";"8";"12";"12";"11";"3";"16";"12";"18";"18";"2"
"Luciano Acosta";"2082";"14";"9";"12";"14";"13";"6";"15";"12";"10";"16";"7"
"Pepe Reina";"2083";"13";"6";"13";"20";"20";"9";"14";"14";"20";"19";"12"
"Paweł Dawidowicz";"2084";"14";"9";"13";"13";"15";"6";"12";"12";"15";"14";"13"
"Vadis Odjidja-Ofoe";"2085";"13";"18";"12";"13";"16";"12";"10";"14";"10";"12";"8"
"Facundo Quignón";"2086";"12";"8";"13";"9";"10";"7";"12";"6";"13";"15";"8"
"Koray Günter";"2087";"12";"7";"8";"11";"14";"5";"15";"7";"15";"14";"15"
"Dimitris Nikolaou";"2088";"12";"4";"12";"15";"15";"9";"11";"15";"14";"12";"11"
"Kellyn Acosta";"2089";"5";"6";"17";"12";"13";"6";"15";"12";"9";"12";"11"
"Nicolò Fagioli";"2090";"12";"9";"14";"14";"18";"10";"11";"13";"13";"13";"13"
"Stefan Ortega";"2091";"15";"5";"2";"12";"13";"8";"15";"13";"14";"14";"12"
"Omar Fernández";"2092";"13";"6";"12";"12";"12";"11";"12";"9";"8";"11";"10"
"Petar Musa";"2093";"10";"10";"7";"10";"13";"9";"12";"12";"13";"12";"8"
"Luigi Sepe";"2094";"13";"4";"11";"12";"14";"13";"9";"12";"8";"14";"13"
"Abdellah Zoubir";"2095";"12";"8";"13";"12";"14";"10";"8";"10";"10";"12";"12"
"Philipp Köhn";"2096";"11";"5";"2";"9";"16";"8";"9";"15";"14";"12";"14"
"Nadiem Amiri";"2097";"11";"8";"16";"10";"14";"11";"9";"13";"11";"8";"8"
"David Pavelka";"2098";"16";"9";"12";"12";"11";"2";"14";"18";"17";"14";"13"
"Jordan Torunarigha";"2099";"15";"13";"11";"10";"14";"13";"11";"9";"11";"11";"5"
