"Futbolista_ID";"Altura(cm)";"Peso(kg)";"Pierna Izquierda";"Pierna derecha";"Raza"
"2709";"169";"56";"12";"20";"Mediterranean_Hispanic"
"2710";"187";"70";"20";"5";"Mediterranean_Hispanic"
"2711";"180";"64";"7";"20";"Mediterranean_Hispanic"
"2712";"188";"77";"20";"9";"Mediterranean_Hispanic"
"2713";"174";"66";"12";"20";"Mediterranean_Hispanic"
"2714";"173";"66";"14";"20";"African_Caribbean"
"2715";"180";"72";"20";"12";"Mediterranean_Hispanic"
"2716";"180";"78";"8";"20";"Mediterranean_Hispanic"
"2717";"193";"78";"20";"6";"Northern_European"
"2718";"173";"72";"10";"20";"Mediterranean_Hispanic"
"2719";"182";"82";"5";"20";"Native_American"
"2720";"190";"92";"7";"20";"Mediterranean_Hispanic"
"2721";"175";"80";"10";"20";"Mixed_Race"
"2722";"175";"69";"20";"5";"African_Caribbean"
"2723";"178";"72";"8";"20";"Mediterranean_Hispanic"
"2724";"192";"86";"9";"20";"North_African__Middle_Eastern"
"2725";"171";"71";"11";"20";"Mediterranean_Hispanic"
"2726";"186";"84";"9";"20";"Northern_European"
"2727";"184";"88";"20";"13";"Mixed_Race"
"2728";"173";"70";"11";"20";"Northern_European"
"2729";"182";"78";"7";"20";"Mediterranean_Hispanic"
"2730";"170";"70";"20";"8";"African_Caribbean"
"2731";"185";"75";"11";"20";"Native_American"
"2732";"196";"80";"6";"20";"African_Caribbean"
"2733";"181";"77";"12";"20";"Mediterranean_Hispanic"
"2734";"178";"79";"20";"11";"Northern_European"
"2735";"186";"78";"20";"10";"Asian"
"2736";"177";"75";"8";"20";"African_Caribbean"
"2737";"194";"82";"20";"9";"Mediterranean_Hispanic"
"2738";"189";"85";"10";"20";"Northern_European"
"2739";"202";"96";"6";"20";"Northern_European"
"2740";"179";"77";"20";"8";"Mixed_Race"
"2741";"187";"84";"9";"20";"Mediterranean_Hispanic"
"2742";"170";"72";"8";"20";"African_Caribbean"
"2743";"191";"80";"9";"20";"African_Caribbean"
"2744";"173";"64";"13";"20";"Mediterranean_Hispanic"
"2745";"183";"76";"8";"20";"Mediterranean_Hispanic"
"2746";"171";"78";"8";"20";"Mediterranean_Hispanic"
"2747";"181";"78";"7";"20";"Native_American"
"2748";"185";"75";"20";"10";"Northern_European"
"2749";"184";"82";"9";"20";"Mixed_Race"
"2750";"185";"85";"7";"20";"Mediterranean_Hispanic"
"2751";"193";"90";"5";"20";"Mediterranean_Hispanic"
"2752";"188";"77";"12";"20";"Mixed_Race"
"2753";"182";"72";"18";"20";"Mediterranean_Hispanic"
"2754";"177";"75";"10";"20";"Mediterranean_Hispanic"
"2755";"187";"88";"11";"20";"African_Caribbean"
"2756";"174";"70";"20";"11";"Mediterranean_Hispanic"
"2757";"185";"78";"8";"20";"Northern_European"
"2758";"185";"74";"9";"20";"African_Caribbean"
"2759";"176";"73";"11";"20";"Mediterranean_Hispanic"
"2760";"172";"72";"10";"20";"Mediterranean_Hispanic"
"2761";"188";"93";"8";"20";"Mediterranean_Hispanic"
"2762";"188";"78";"10";"20";"Northern_European"
"2763";"175";"76";"12";"20";"Mediterranean_Hispanic"
"2764";"178";"82";"10";"20";"African_Caribbean"
"2765";"186";"77";"20";"12";"Northern_European"
"2766";"181";"78";"10";"20";"Mediterranean_Hispanic"
"2767";"173";"69";"20";"8";"Mediterranean_Hispanic"
"2768";"180";"73";"8";"20";"African_Caribbean"
"2769";"173";"0";"9";"20";"African_Caribbean"
"2770";"180";"75";"10";"20";"African_Caribbean"
"2771";"182";"77";"12";"20";"Mediterranean_Hispanic"
"2772";"172";"0";"20";"6";"African_Caribbean"
"2773";"177";"63";"11";"20";"African_Caribbean"
"2774";"176";"78";"12";"20";"Mixed_Race"
"2775";"174";"68";"10";"20";"Northern_European"
"2776";"188";"79";"13";"20";"Northern_European"
"2777";"174";"67";"12";"20";"North_African__Middle_Eastern"
"2778";"178";"72";"10";"20";"Mediterranean_Hispanic"
"2779";"185";"80";"8";"20";"Mediterranean_Hispanic"
"2780";"181";"70";"20";"10";"Mediterranean_Hispanic"
"2781";"172";"67";"10";"20";"Northern_European"
"2782";"188";"79";"7";"20";"Mediterranean_Hispanic"
"2783";"188";"73";"13";"20";"Northern_European"
"2784";"181";"75";"20";"8";"Mixed_Race"
"2785";"186";"78";"7";"20";"Mixed_Race"
"2786";"191";"0";"20";"12";"African_Caribbean"
"2787";"184";"79";"8";"20";"African_Caribbean"
"2788";"177";"69";"8";"20";"African_Caribbean"
"2789";"173";"0";"20";"10";"Northern_European"
"2790";"177";"73";"12";"20";"Northern_European"
"2791";"181";"76";"9";"20";"African_Caribbean"
"2792";"166";"67";"12";"20";"Mixed_Race"
"2793";"179";"66";"20";"7";"African_Caribbean"
"2794";"178";"70";"12";"20";"Mediterranean_Hispanic"
"2795";"176";"69";"20";"8";"Mediterranean_Hispanic"
"2796";"172";"63";"20";"9";"Mediterranean_Hispanic"
"2797";"190";"84";"11";"20";"Northern_European"
"2798";"180";"80";"20";"8";"Northern_European"
"2799";"179";"72";"10";"20";"Northern_European"
"2800";"183";"86";"12";"20";"Native_American"
"2801";"173";"65";"9";"20";"Mediterranean_Hispanic"
"2802";"179";"71";"10";"20";"Northern_European"
"2803";"194";"79";"9";"20";"Northern_European"
"2804";"183";"67";"9";"20";"Northern_European"
"2805";"177";"68";"7";"20";"North_African__Middle_Eastern"
"2806";"184";"83";"15";"20";"Mixed_Race"
"2807";"183";"75";"9";"20";"Northern_European"
"2808";"170";"70";"12";"20";"Mediterranean_Hispanic"
"2809";"185";"75";"18";"20";"Mediterranean_Hispanic"
"2810";"186";"79";"8";"20";"Northern_European"
"2811";"177";"67";"14";"20";"African_Caribbean"
"2812";"189";"86";"8";"20";"Mediterranean_Hispanic"
"2813";"195";"86";"10";"20";"African_Caribbean"
"2814";"166";"64";"20";"8";"Mediterranean_Hispanic"
"2815";"176";"69";"12";"20";"Northern_European"
"2816";"175";"70";"20";"6";"North_African__Middle_Eastern"
"2817";"185";"83";"12";"20";"Mediterranean_Hispanic"
"2818";"176";"75";"10";"20";"Native_American"
"2819";"189";"68";"11";"20";"Mediterranean_Hispanic"
"2820";"177";"74";"20";"12";"North_African__Middle_Eastern"
"2821";"185";"75";"8";"20";"Mediterranean_Hispanic"
"2822";"169";"61";"20";"10";"Northern_European"
"2823";"175";"74";"9";"20";"African_Caribbean"
"2824";"188";"80";"20";"8";"Mixed_Race"
"2825";"184";"82";"11";"20";"Native_American"
"2826";"192";"88";"9";"20";"Mediterranean_Hispanic"
"2827";"188";"91";"12";"20";"Northern_European"
"2828";"179";"70";"10";"20";"African_Caribbean"
"2829";"185";"0";"8";"20";"North_African__Middle_Eastern"
"2830";"191";"75";"10";"20";"Northern_European"
"2831";"185";"77";"11";"20";"Northern_European"
"2832";"181";"85";"8";"20";"Northern_European"
"2833";"183";"78";"20";"9";"Northern_European"
"2834";"181";"71";"15";"20";"Northern_European"
"2835";"187";"79";"12";"20";"Northern_European"
"2836";"170";"58";"8";"20";"Northern_European"
"2837";"176";"78";"10";"20";"African_Caribbean"
"2838";"185";"76";"8";"20";"African_Caribbean"
"2839";"179";"74";"20";"7";"Mediterranean_Hispanic"
"2840";"173";"65";"15";"20";"Northern_European"
"2841";"185";"77";"20";"8";"Mediterranean_Hispanic"
"2842";"182";"73";"8";"20";"Mediterranean_Hispanic"
"2843";"182";"76";"8";"20";"Northern_European"
"2844";"178";"70";"20";"6";"Northern_European"
"2845";"173";"70";"10";"20";"Mixed_Race"
"2846";"188";"76";"8";"20";"African_Caribbean"
"2847";"190";"85";"20";"9";"Northern_European"
"2848";"185";"86";"10";"20";"African_Caribbean"
"2849";"172";"68";"10";"20";"African_Caribbean"
"2850";"172";"0";"20";"9";"Mediterranean_Hispanic"
"2851";"183";"70";"20";"8";"Mixed_Race"
"2852";"180";"78";"8";"20";"African_Caribbean"
"2853";"196";"78";"8";"20";"African_Caribbean"
"2854";"185";"83";"10";"20";"African_Caribbean"
"2855";"189";"81";"8";"20";"Northern_European"
"2856";"184";"76";"12";"20";"Northern_European"
"2857";"183";"78";"13";"20";"Mixed_Race"
"2858";"184";"78";"12";"20";"Northern_European"
"2859";"185";"77";"10";"20";"Northern_European"
"2860";"184";"75";"8";"20";"African_Caribbean"
"2861";"185";"78";"5";"20";"African_Caribbean"
"2862";"185";"73";"12";"20";"African_Caribbean"
"2863";"185";"78";"14";"20";"Mediterranean_Hispanic"
"2864";"177";"73";"12";"20";"Northern_European"
"2865";"183";"80";"20";"15";"Northern_European"
"2866";"185";"79";"12";"20";"African_Caribbean"
"2867";"182";"78";"8";"20";"Northern_European"
"2868";"188";"83";"7";"20";"Northern_European"
"2869";"190";"76";"7";"20";"Northern_European"
"2870";"172";"74";"9";"20";"Mediterranean_Hispanic"
"2871";"175";"70";"13";"20";"Northern_European"
"2872";"169";"65";"20";"10";"Native_American"
"2873";"182";"73";"11";"20";"Mediterranean_Hispanic"
"2874";"179";"74";"11";"20";"African_Caribbean"
"2875";"190";"82";"8";"20";"Northern_European"
"2876";"170";"67";"13";"20";"Northern_European"
"2877";"186";"76";"10";"20";"Mediterranean_Hispanic"
"2878";"199";"94";"8";"20";"Northern_European"
"2879";"180";"72";"13";"20";"African_Caribbean"
"2880";"190";"86";"7";"20";"Northern_European"
"2881";"185";"77";"20";"8";"Mediterranean_Hispanic"
"2882";"167";"64";"12";"20";"Native_American"
"2883";"192";"82";"20";"7";"North_African__Middle_Eastern"
"2884";"163";"63";"20";"7";"Mediterranean_Hispanic"
"2885";"181";"75";"20";"18";"Mixed_Race"
"2886";"163";"0";"20";"10";"Mixed_Race"
"2887";"182";"76";"10";"20";"Mediterranean_Hispanic"
"2888";"181";"69";"10";"20";"North_African__Middle_Eastern"
"2889";"182";"74";"10";"20";"Mediterranean_Hispanic"
"2890";"191";"79";"8";"20";"Mixed_Race"
"2891";"183";"81";"13";"20";"Northern_European"
"2892";"178";"0";"20";"8";"Mediterranean_Hispanic"
"2893";"183";"79";"20";"10";"Mixed_Race"
"2894";"191";"86";"10";"20";"Northern_European"
"2895";"185";"79";"8";"20";"Native_American"
"2896";"195";"85";"6";"20";"Northern_European"
"2897";"188";"83";"13";"20";"Mediterranean_Hispanic"
"2898";"183";"72";"11";"20";"Mediterranean_Hispanic"
"2899";"186";"80";"8";"20";"African_Caribbean"
"2900";"175";"70";"20";"6";"Mediterranean_Hispanic"
"2901";"181";"74";"14";"20";"Northern_European"
"2902";"182";"80";"11";"20";"Mediterranean_Hispanic"
"2903";"179";"73";"10";"20";"North_African__Middle_Eastern"
"2904";"178";"66";"12";"20";"Mixed_Race"
"2905";"186";"82";"20";"8";"Mediterranean_Hispanic"
"2906";"182";"75";"6";"20";"North_African__Middle_Eastern"
"2907";"191";"85";"20";"9";"Northern_European"
"2908";"188";"74";"10";"20";"Northern_European"
"2909";"185";"85";"10";"20";"Mixed_Race"
"2910";"170";"65";"20";"9";"Northern_European"
"2911";"180";"72";"8";"20";"Mediterranean_Hispanic"
"2912";"173";"71";"8";"20";"Native_American"
"2913";"167";"65";"8";"20";"Mediterranean_Hispanic"
"2914";"193";"85";"12";"20";"Northern_European"
"2915";"179";"73";"12";"20";"Northern_European"
"2916";"172";"68";"11";"20";"Asian"
"2917";"171";"69";"11";"20";"Mediterranean_Hispanic"
"2918";"178";"67";"5";"20";"Northern_European"
"2919";"178";"72";"20";"9";"Mediterranean_Hispanic"
"2920";"178";"72";"8";"20";"Mediterranean_Hispanic"
"2921";"175";"69";"12";"20";"Mediterranean_Hispanic"
"2922";"183";"79";"20";"8";"Northern_European"
"2923";"192";"79";"9";"20";"African_Caribbean"
"2924";"174";"70";"20";"14";"Northern_European"
"2925";"187";"75";"10";"20";"Mediterranean_Hispanic"
"2926";"189";"79";"8";"20";"Mixed_Race"
"2927";"185";"78";"20";"10";"North_African__Middle_Eastern"
"2928";"175";"71";"8";"20";"Mixed_Race"
"2929";"184";"78";"10";"20";"African_Caribbean"
"2930";"185";"80";"10";"20";"Mediterranean_Hispanic"
"2931";"167";"70";"8";"20";"Mediterranean_Hispanic"
"2932";"175";"70";"20";"12";"Mediterranean_Hispanic"
"2933";"195";"93";"10";"20";"Northern_European"
"2934";"184";"75";"10";"20";"Northern_European"
"2935";"185";"75";"20";"15";"African_Caribbean"
"2936";"185";"80";"9";"20";"Northern_European"
"2937";"178";"76";"5";"20";"Mediterranean_Hispanic"
"2938";"171";"65";"10";"20";"Mediterranean_Hispanic"
"2939";"178";"71";"9";"20";"Mediterranean_Hispanic"
"2940";"177";"76";"12";"20";"Northern_European"
"2941";"177";"72";"20";"8";"Mediterranean_Hispanic"
"2942";"192";"76";"11";"20";"Northern_European"
"2943";"173";"69";"11";"20";"Mediterranean_Hispanic"
"2944";"186";"85";"10";"20";"African_Caribbean"
"2945";"190";"82";"11";"20";"African_Caribbean"
"2946";"190";"75";"11";"20";"Northern_European"
"2947";"184";"80";"20";"5";"Mediterranean_Hispanic"
"2948";"187";"80";"9";"20";"Mediterranean_Hispanic"
"2949";"171";"67";"10";"20";"Northern_European"
"2950";"194";"88";"7";"20";"Mediterranean_Hispanic"
"2951";"188";"86";"10";"20";"African_Caribbean"
"2952";"182";"77";"14";"20";"Mediterranean_Hispanic"
"2953";"180";"75";"10";"20";"Mediterranean_Hispanic"
"2954";"176";"78";"20";"7";"Mixed_Race"
"2955";"183";"73";"10";"20";"Mediterranean_Hispanic"
"2956";"183";"81";"11";"20";"African_Caribbean"
"2957";"188";"75";"9";"20";"African_Caribbean"
"2958";"183";"69";"8";"20";"Mediterranean_Hispanic"
"2959";"177";"73";"10";"20";"Northern_European"
"2960";"187";"78";"11";"20";"Northern_European"
"2961";"188";"73";"20";"9";"Northern_European"
"2962";"175";"67";"20";"8";"Mediterranean_Hispanic"
"2963";"178";"79";"20";"8";"Mediterranean_Hispanic"
"2964";"184";"81";"12";"20";"Mediterranean_Hispanic"
"2965";"189";"0";"20";"12";"Northern_European"
"2966";"188";"74";"14";"20";"North_African__Middle_Eastern"
"2967";"183";"80";"8";"20";"Northern_European"
"2968";"175";"66";"20";"10";"African_Caribbean"
"2969";"170";"62";"10";"20";"Mediterranean_Hispanic"
"2970";"176";"74";"11";"20";"Mediterranean_Hispanic"
"2971";"179";"84";"8";"20";"Mediterranean_Hispanic"
"2972";"193";"69";"8";"20";"North_African__Middle_Eastern"
"2973";"187";"80";"8";"20";"Mediterranean_Hispanic"
"2974";"181";"0";"20";"9";"Northern_European"
"2975";"176";"69";"20";"7";"North_African__Middle_Eastern"
"2976";"189";"79";"3";"20";"Northern_European"
"2977";"175";"68";"20";"10";"Mediterranean_Hispanic"
"2978";"183";"76";"11";"20";"North_African__Middle_Eastern"
"2979";"178";"68";"10";"20";"Native_American"
"2980";"186";"68";"20";"7";"Northern_European"
"2981";"173";"74";"10";"20";"Native_American"
"2982";"179";"80";"10";"20";"Mediterranean_Hispanic"
"2983";"179";"72";"20";"6";"Mediterranean_Hispanic"
"2984";"182";"80";"5";"20";"Northern_European"
"2985";"184";"74";"20";"9";"Mediterranean_Hispanic"
"2986";"177";"75";"20";"12";"Mediterranean_Hispanic"
"2987";"183";"80";"13";"20";"Mediterranean_Hispanic"
"2988";"184";"80";"10";"20";"Northern_European"
"2989";"193";"84";"20";"8";"Northern_European"
"2990";"187";"78";"11";"20";"Northern_European"
"2991";"178";"72";"8";"20";"Asian"
"2992";"189";"88";"8";"20";"Mixed_Race"
"2993";"174";"74";"20";"8";"Native_American"
"2994";"174";"72";"20";"7";"Mediterranean_Hispanic"
"2995";"183";"77";"9";"20";"Native_American"
"2996";"171";"60";"20";"10";"Mediterranean_Hispanic"
"2997";"184";"74";"8";"20";"Mediterranean_Hispanic"
"2998";"178";"77";"13";"20";"Mediterranean_Hispanic"
"2999";"185";"88";"20";"8";"African_Caribbean"
"3000";"190";"83";"7";"20";"North_African__Middle_Eastern"
"3001";"182";"82";"8";"20";"Mediterranean_Hispanic"
"3002";"170";"72";"20";"11";"Mediterranean_Hispanic"
"3003";"185";"78";"12";"20";"Mediterranean_Hispanic"
"3004";"186";"81";"8";"20";"Mediterranean_Hispanic"
"3005";"178";"72";"20";"8";"Mediterranean_Hispanic"
"3006";"180";"74";"10";"20";"Northern_European"
"3007";"175";"67";"13";"20";"Northern_European"
"3008";"186";"80";"20";"6";"Northern_European"
"3009";"187";"82";"9";"20";"African_Caribbean"
"3010";"193";"85";"7";"20";"Northern_European"
"3011";"171";"73";"20";"7";"African_Caribbean"
"3012";"173";"65";"10";"20";"Asian"
"3013";"189";"82";"20";"8";"Mediterranean_Hispanic"
"3014";"181";"79";"20";"8";"Northern_European"
"3015";"185";"80";"14";"20";"North_African__Middle_Eastern"
"3016";"178";"74";"20";"7";"Mediterranean_Hispanic"
"3017";"180";"71";"12";"20";"Mixed_Race"
"3018";"192";"87";"7";"20";"Native_American"
"3019";"181";"76";"8";"20";"Mediterranean_Hispanic"
"3020";"187";"88";"8";"20";"African_Caribbean"
"3021";"185";"72";"20";"7";"Northern_European"
"3022";"180";"78";"7";"20";"African_Caribbean"
"3023";"187";"76";"9";"20";"Asian"
"3024";"186";"70";"9";"20";"Northern_European"
"3025";"192";"83";"9";"20";"Northern_European"
"3026";"184";"83";"9";"20";"African_Caribbean"
"3027";"178";"72";"20";"6";"Native_American"
"3028";"180";"75";"6";"20";"Northern_European"
"3029";"180";"70";"11";"20";"Mediterranean_Hispanic"
"3030";"173";"74";"11";"20";"African_Caribbean"
"3031";"187";"80";"10";"20";"North_African__Middle_Eastern"
"3032";"175";"65";"20";"8";"Mediterranean_Hispanic"
"3033";"179";"81";"13";"20";"Mediterranean_Hispanic"
"3034";"182";"80";"20";"8";"Mediterranean_Hispanic"
"3035";"190";"84";"8";"20";"Mediterranean_Hispanic"
"3036";"166";"62";"8";"20";"African_Caribbean"
"3037";"180";"67";"8";"20";"Northern_European"
"3038";"177";"74";"12";"20";"Mediterranean_Hispanic"
"3039";"180";"73";"11";"20";"Northern_European"
"3040";"191";"82";"10";"20";"Northern_European"
"3041";"191";"81";"11";"20";"Northern_European"
"3042";"172";"80";"20";"8";"African_Caribbean"
"3043";"183";"80";"12";"20";"Mediterranean_Hispanic"
"3044";"184";"77";"8";"20";"Northern_European"
"3045";"184";"78";"20";"8";"Mediterranean_Hispanic"
"3046";"182";"76";"10";"20";"Northern_European"
"3047";"184";"88";"14";"20";"Northern_European"
"3048";"178";"75";"20";"7";"Mediterranean_Hispanic"
"3049";"181";"72";"13";"20";"Mediterranean_Hispanic"
"3050";"180";"77";"8";"20";"African_Caribbean"
"3051";"173";"72";"20";"10";"Northern_European"
"3052";"174";"71";"20";"10";"Mediterranean_Hispanic"
"3053";"190";"80";"10";"20";"Northern_European"
"3054";"185";"79";"10";"20";"Mediterranean_Hispanic"
"3055";"187";"88";"20";"10";"African_Caribbean"
"3056";"178";"71";"8";"20";"African_Caribbean"
"3057";"185";"81";"13";"20";"North_African__Middle_Eastern"
"3058";"180";"76";"20";"9";"Mediterranean_Hispanic"
"3059";"179";"74";"20";"8";"Northern_European"
"3060";"188";"77";"20";"10";"Northern_European"
"3061";"184";"78";"15";"20";"Northern_European"
"3062";"170";"69";"11";"20";"Mediterranean_Hispanic"
"3063";"187";"79";"11";"20";"African_Caribbean"
"3064";"185";"76";"12";"20";"Mediterranean_Hispanic"
"3065";"179";"73";"20";"15";"Mediterranean_Hispanic"
"3066";"175";"72";"10";"20";"Mixed_Race"
"3067";"178";"67";"9";"20";"African_Caribbean"
"3068";"182";"74";"10";"20";"African_Caribbean"
"3069";"171";"69";"20";"8";"Mediterranean_Hispanic"
"3070";"182";"76";"20";"10";"Mediterranean_Hispanic"
"3071";"175";"68";"8";"20";"African_Caribbean"
"3072";"178";"65";"12";"20";"Mediterranean_Hispanic"
"3073";"179";"76";"20";"7";"Mediterranean_Hispanic"
"3074";"198";"96";"7";"20";"Mixed_Race"
"3075";"179";"74";"12";"20";"Mediterranean_Hispanic"
"3076";"178";"71";"13";"20";"Northern_European"
"3077";"177";"72";"10";"20";"African_Caribbean"
"3078";"181";"83";"20";"7";"Northern_European"
"3079";"182";"80";"13";"20";"Mediterranean_Hispanic"
"3080";"188";"85";"8";"20";"Mediterranean_Hispanic"
"3081";"182";"83";"10";"20";"Mediterranean_Hispanic"
"3082";"169";"64";"20";"8";"North_African__Middle_Eastern"
"3083";"190";"80";"12";"20";"Mediterranean_Hispanic"
"3084";"176";"72";"10";"20";"Mixed_Race"
"3085";"178";"66";"13";"20";"North_African__Middle_Eastern"
"3086";"178";"74";"10";"20";"Northern_European"
"3087";"188";"87";"15";"20";"African_Caribbean"
"3088";"190";"85";"10";"20";"Mediterranean_Hispanic"
"3089";"182";"78";"13";"20";"Mixed_Race"
"3090";"175";"70";"20";"11";"Northern_European"
"3091";"178";"85";"8";"20";"North_African__Middle_Eastern"
"3092";"192";"88";"20";"12";"Native_American"
"3093";"173";"65";"10";"20";"Mediterranean_Hispanic"
"3094";"185";"86";"8";"20";"African_Caribbean"
"3095";"180";"74";"8";"20";"Mixed_Race"
"3096";"192";"88";"9";"20";"Mixed_Race"
"3097";"179";"76";"20";"7";"Mediterranean_Hispanic"
"3098";"173";"73";"8";"20";"Mediterranean_Hispanic"
"3099";"178";"70";"20";"7";"Mediterranean_Hispanic"
"3100";"185";"85";"11";"20";"Mediterranean_Hispanic"
"3101";"180";"72";"13";"20";"Northern_European"
"3102";"179";"75";"20";"12";"Mediterranean_Hispanic"
"3103";"184";"76";"8";"20";"Mediterranean_Hispanic"
"3104";"173";"0";"20";"8";"African_Caribbean"
"3105";"184";"80";"11";"20";"Northern_European"
"3106";"190";"85";"12";"20";"African_Caribbean"
"3107";"187";"78";"8";"20";"Northern_European"
"3108";"185";"79";"12";"20";"African_Caribbean"
"3109";"181";"79";"9";"20";"African_Caribbean"
"3110";"182";"82";"10";"20";"African_Caribbean"
"3111";"175";"69";"9";"20";"African_Caribbean"
"3112";"182";"72";"12";"20";"Mediterranean_Hispanic"
"3113";"180";"70";"16";"20";"Northern_European"
