"Name(ocultar)";"Futbolista_ID";"Habilidad Actual (200)";"Habilidad Potencial (200)"
"Danilo Soares";"3002";"126";"134"
"João Ricardo";"3003";"126";"129"
"Willy Caballero";"3004";"126";"151"
"Àlex Corredera";"3005";"126";"139"
"Yukhym Konoplia";"3006";"126";"137"
"Tom Cleverley";"3007";"126";"145"
"Borna Barisic";"3008";"126";"135"
"Baldomero Perlaza";"3009";"126";"135"
"Igor Diveev";"3010";"126";"148"
"Stiven Mendoza";"3011";"126";"129"
"Lee Dong-jun";"3012";"126";"135"
"Ander Cantero";"3013";"126";"136"
"Magnus Eriksson";"3014";"126";"132"
"Nacer Chadli";"3015";"126";"145"
"Michel Araújo";"3016";"126";"130"
"Felix Agu";"3017";"126";"145"
"Sergio Romero";"3018";"126";"155"
"Alan Aguerre";"3019";"126";"133"
"Julio Tavares";"3020";"126";"130"
"Tom Cairney";"3021";"126";"135"
"Marcelo Benevenuto";"3022";"126";"133"
"Kim Seung-Gyu";"3023";"126";"138"
"Jay Rodriguez";"3024";"126";"142"
"Marcus Danielson";"3025";"126";"135"
"Raphael Onyedika";"3026";"126";"150"
"Jonathan Silva";"3027";"126";"136"
"Jonathan Gradit";"3028";"126";"130"
"Jalil Elías";"3029";"126";"127"
"Gelson Martins";"3030";"126";"145"
"Walid Cheddira";"3031";"126";"135"
"Carlos Neva";"3032";"126";"137"
"Alberto Espínola";"3033";"126";"126"
"Gastón Ávila";"3034";"126";"-85"
"Agustín Rogel";"3035";"126";"134"
"Deiber Caicedo";"3036";"126";"139"
"Oleksandr Tymchyk";"3037";"126";"129"
"Youssef El Jebli";"3038";"126";"128"
"Marko Rog";"3039";"126";"140"
"Mikhail Kerzhakov";"3040";"126";"126"
"Daniel Bachmann";"3041";"126";"130"
"Frank Fabra";"3042";"126";"140"
"Ricardo Goulart";"3043";"126";"156"
"Tomasz Kędziora";"3044";"126";"130"
"Facundo Medina";"3045";"126";"142"
"Victor Kovalenko";"3046";"126";"132"
"Filip Ugrinić";"3047";"126";"145"
"Francisco Ortega";"3048";"126";"138"
"Camacho";"3049";"126";"133"
"Wuilker Fariñez";"3050";"126";"146"
"Adrien Trébel";"3051";"126";"127"
"Juan Ramírez";"3052";"126";"130"
"Chris Basham";"3053";"126";"135"
"Francisco Fydriszewski";"3054";"126";"127"
"Levi Colwill";"3055";"126";"-8"
"Yunus Musah";"3056";"126";"-85"
"Mikael Ishak";"3057";"126";"129"
"Mattia Aramu";"3058";"126";"133"
"Denis Cheryshev";"3059";"126";"140"
"Márton Dárdai";"3060";"126";"-8"
"Nikola Moro";"3061";"126";"139"
"Luan";"3062";"126";"138"
"Luiz Felipe";"3063";"126";"134"
"Pablo";"3064";"126";"140"
"Pedro Henrique";"3065";"126";"133"
"Vitinho";"3066";"126";"140"
"Wesley";"3067";"126";"142"
"Andrés Mosquera";"3068";"125";"128"
"Claudio Bravo";"3069";"125";"140"
"David Martínez";"3070";"125";"134"
"Diego";"3071";"125";"132"
"Guilherme";"3072";"125";"130"
"Guilherme";"3073";"125";"130"
"Guilherme";"3074";"125";"135"
"Javi López";"3075";"125";"141"
"Morten Frendrup";"3076";"125";"157"
"Júnior Urso";"3077";"125";"136"
"Nico Schulz";"3078";"125";"138"
"Nicolás Castro";"3079";"125";"150"
"Leonardo Burián";"3080";"125";"126"
"Moha";"3081";"125";"130"
"Emre Mor";"3082";"125";"150"
"Serdar Dursun";"3083";"125";"128"
"Bruno Peres";"3084";"125";"144"
"Eduard Spertsyan";"3085";"125";"142"
"Nicolas Haas";"3086";"125";"131"
"Lawrence Zigi";"3087";"125";"136"
"Alejandro Donatti";"3088";"125";"132"
"Ethan Ampadu";"3089";"125";"149"
"Danil Krugovoy";"3090";"125";"135"
"Mehdi Abeid";"3091";"125";"131"
"Alexsandro Ribeiro";"3092";"125";"138"
"Júnior Caiçara";"3093";"125";"140"
"Bruno Alves";"3094";"125";"135"
"Aderlan";"3095";"125";"133"
"Gregory Wüthrich";"3096";"125";"126"
"Juan Sforza";"3097";"125";"-75"
"Aníbal Moreno";"3098";"125";"134"
"Luca Orellano";"3099";"125";"141"
"Sebastián Viera";"3100";"125";"135"
"Lucas Andersen";"3101";"125";"145"
"Zelimkhan Bakaev";"3102";"125";"133"
"Rodrigo Tarín";"3103";"125";"152"
"Jordan Zemura";"3104";"125";"147"
"Ivan Sergeev";"3105";"125";"128"
"Dyego Sousa";"3106";"125";"142"
"Daniil Fomin";"3107";"125";"140"
"Mame Thiam";"3108";"125";"135"
"Martin Hongla";"3109";"125";"138"
"Caleb Ekuban";"3110";"125";"137"
"João Correia";"3111";"125";"132"
"Lucas Piazón";"3112";"125";"138"
"Mikkel Duelund";"3113";"125";"132"
"Aleix Febas";"3114";"125";"153"
"Brandon Thomas";"3115";"125";"135"
"Ronaldo Vieira";"3116";"125";"144"
"Christofer Gonzáles";"3117";"125";"128"
"Alberto Brignoli";"3118";"125";"130"
"Tornike Okriashvili";"3119";"125";"125"
"Sergio Peña";"3120";"125";"132"
"Rodrigo Garro";"3121";"125";"132"
"Fábio Silva";"3122";"125";"-85"
"Ibrahim Amadou";"3123";"125";"143"
"Iván Alejo";"3124";"125";"129"
"Emerson Santos";"3125";"125";"131"
"David Costas";"3126";"125";"153"
"Ferro";"3127";"125";"129"
"Samuel Gustafson";"3128";"125";"131"
"Ladislav Krejčí";"3129";"125";"140"
"Dani Gómez";"3130";"125";"138"
"Modou Barrow";"3131";"125";"133"
"Caio Paulista";"3132";"125";"131"
"Nonato";"3133";"125";"135"
"Nicolas";"3134";"125";"130"
"Miguel Rubio";"3135";"125";"135"
"Amir Murillo";"3136";"125";"128"
"Hugo Souza";"3137";"125";"135"
"Salomón Rodríguez";"3138";"125";"135"
"Gianluigi Buffon";"3139";"125";"194"
"Nico Melamed";"3140";"125";"150"
"Sergio Arribas";"3141";"125";"155"
"Milan Badelj";"3142";"125";"130"
"José Marsà";"3143";"125";"-8"
"Emanuel Aiwu";"3144";"125";"155"
"Lucas Blondel";"3145";"125";"126"
"Simon Sluga";"3146";"125";"135"
"Agustín Canobbio";"3147";"125";"134"
"John Fleck";"3148";"125";"138"
"Léo Duarte";"3149";"125";"145"
"Przemysław Frankowski";"3150";"125";"130"
"Pablo Neris";"3151";"125";"129"
"David";"3152";"125";"132"
"Mariusz Stępiński";"3153";"125";"134"
"Filip Krovinović";"3154";"125";"138"
"Emiliano Viviano";"3155";"125";"150"
"Domenico Criscito";"3156";"125";"153"
"Joel Andersson";"3157";"125";"135"
"Ragnar Klavan";"3158";"125";"146"
"Ron-Robert Zieler";"3159";"125";"153"
"Matías Cóccaro";"3160";"125";"129"
"Mehdi Ghaedi";"3161";"125";"145"
"Beñat Turrientes";"3162";"125";"152"
"Matt Grimes";"3163";"125";"135"
"Sverrir Ingi Ingason";"3164";"125";"130"
"Greg Taylor";"3165";"125";"132"
"Ferreira";"3166";"125";"135"
"Brenno";"3167";"125";"142"
"João Lucas";"3168";"125";"137"
"David Turnbull";"3169";"125";"140"
"José Fontán";"3170";"125";"150"
"Vinicius Souza";"3171";"125";"155"
"Igor Paixão";"3172";"125";"143"
"Caio Alexandre";"3173";"125";"137"
"Attila Szalai";"3174";"125";"135"
"Albert Vallci";"3175";"125";"129"
"Erison";"3176";"125";"135"
"Rick";"3177";"125";"132"
"Reinier";"3178";"125";"-85"
"Gabriel Pirani";"3179";"125";"145"
"Christian Bassogog";"3180";"125";"140"
"Juan Patiño";"3181";"125";"127"
"Yasser Al-Shahrani";"3182";"125";"130"
"Darío Lezcano";"3183";"125";"136"
"Hernán Pérez";"3184";"125";"145"
"Ali Mabkhout";"3185";"125";"130"
"Vitão";"3186";"125";"145"
"Juan Ignacio Méndez";"3187";"125";"129"
"Alexander Domínguez";"3188";"125";"140"
"Ángel González";"3189";"125";"133"
"Rodrigão";"3190";"125";"130"
"Adrián Bernabé";"3191";"125";"159"
"Kevin Mac Allister";"3192";"125";"132"
"Viktor Gyökeres";"3193";"125";"137"
"Robert Rojas";"3194";"125";"129"
"Billy Gilmour";"3195";"125";"-85"
"Robert Piris Da Motta";"3196";"125";"138"
"Christian";"3197";"125";"143"
"Kristoffer Nordfeldt";"3198";"125";"130"
"Cédric Brunner";"3199";"125";"130"
"Sam Larsson";"3200";"125";"134"
"Ken Sema";"3201";"125";"136"
"Yonathan Cabral";"3202";"125";"129"
"Marcos Guilherme";"3203";"125";"135"
"Renaud Ripart";"3204";"125";"130"
"Sergi Palencia";"3205";"125";"140"
"Nicolas Nkoulou";"3206";"125";"145"
"Jakub Pešek";"3207";"125";"125"
"Hugo Ayala";"3208";"125";"140"
"Tim Leibold";"3209";"125";"132"
"Hauke Wahl";"3210";"125";"130"
"Ivan Radovanović";"3211";"125";"134"
"Ibrahim Sehic";"3212";"125";"130"
"Lukáš Sadílek";"3213";"125";"130"
"Ljubomir Fejsa";"3214";"125";"156"
"Francisco Moura";"3215";"125";"138"
"Carlos de Pena";"3216";"125";"125"
"Pascal Stenzel";"3217";"125";"129"
"José León";"3218";"125";"135"
"Alison";"3219";"125";"138"
"Sékou Sanogo";"3220";"125";"140"
"Iván Villar";"3221";"125";"141"
"Valeri Qazaishvili";"3222";"125";"134"
"Juan Soriano";"3223";"125";"143"
"Jakub Brabec";"3224";"125";"130"
"Jonatan Álvez";"3225";"125";"132"
"Lucas Silva";"3226";"125";"136"
"Marek Suchý";"3227";"125";"140"
"Luka Lochoshvili";"3228";"125";"139"
"Kevin Möhwald";"3229";"125";"134"
"Mortadha Ben Ouannes";"3230";"125";"130"
"Luis Rioja";"3231";"125";"130"
"Kenneth Omeruo";"3232";"125";"138"
"Sebastián Cristóforo";"3233";"125";"131"
"Guillermo Varela";"3234";"125";"130"
"Karlan Grant";"3235";"125";"137"
"Gauthier Gallon";"3236";"125";"128"
"Pablo Solari";"3237";"125";"139"
"Lukáš Juliš";"3238";"125";"129"
"Hyoran";"3239";"125";"127"
"Luiz Adriano";"3240";"125";"147"
"Kike";"3241";"125";"138"
"Maidana";"3242";"125";"136"
"Güven Yalçın";"3243";"125";"135"
"Toni Villa";"3244";"125";"132"
"Robson Fernandes";"3245";"125";"129"
"Karol Świderski";"3246";"125";"130"
"Josh Sargent";"3247";"125";"142"
"Matt Ritchie";"3248";"125";"141"
"James Tomkins";"3249";"125";"138"
"Ritchie De Laet";"3250";"125";"133"
"Danijel Aleksić";"3251";"125";"130"
"Martín Payero";"3252";"125";"137"
"Alexander Milošević";"3253";"125";"128"
"Dawid Kownacki";"3254";"125";"128"
"Sven Kums";"3255";"125";"135"
"Majeed Waris";"3256";"125";"130"
"Nicolás Garayalde";"3257";"125";"139"
"Marlon Freitas";"3258";"125";"126"
"Veton Berisha";"3259";"125";"130"
"Tiago Djaló";"3260";"125";"150"
"Giorgi Chakvetadze";"3261";"125";"135"
"Michael Krmenčík";"3262";"125";"130"
"Aitor Cantalapiedra";"3263";"125";"130"
"Afonso Sousa";"3264";"125";"142"
"Deniz Türüç";"3265";"125";"135"
"Djibril Sidibé";"3266";"125";"145"
"Danilo Barbosa";"3267";"125";"130"
"Yago Felipe";"3268";"125";"134"
"Nicolás Vikonis";"3269";"125";"135"
"Jô";"3270";"125";"151"
"Massimo Coda";"3271";"125";"132"
"Jan Kovařík";"3272";"125";"125"
"Son";"3273";"125";"130"
"Jan Lecjaks";"3274";"125";"125"
"Albin Ekdal";"3275";"125";"142"
"Gastón Gómez";"3276";"125";"128"
"Pietro Ceccaroni";"3277";"125";"134"
"Wellington";"3278";"125";"132"
"Juan Martín Lucero";"3279";"125";"130"
"Vladyslav Kochergin";"3280";"125";"129"
"Sebastián Palacios";"3281";"125";"135"
"Fabricio";"3282";"125";"145"
"Lucas Lima";"3283";"125";"155"
"Ömer Toprak";"3284";"125";"143"
"Arnau Puigmal";"3285";"125";"157"
"Danovis Banguero";"3286";"125";"130"
"Marian Shved";"3287";"125";"128"
"Taylor Harwood-Bellis";"3288";"125";"-8"
"Lucas Menossi";"3289";"125";"130"
"Daniel Heuer Fernandes";"3290";"125";"130"
"João Novais";"3291";"125";"136"
"Gaspar Servio";"3292";"125";"133"
"Jeison Murillo";"3293";"125";"145"
"Vieirinha";"3294";"125";"150"
"Danylo Sikan";"3295";"125";"135"
"Fabian Klos";"3296";"125";"125"
"Fernando Zuqui";"3297";"125";"133"
"Pieter Gerkens";"3298";"125";"127"
"Álex Gallar";"3299";"125";"128"
"Keven Schlotterbeck";"3300";"125";"135"
"Kévin Rodrigues";"3301";"125";"135"
"Daniel Torres";"3302";"125";"140"
"Omar El Kaddouri";"3303";"125";"135"
"Iliman N'Diaye";"3304";"125";"148"
"Alberto Botía";"3305";"125";"130"
"Raúl Fernández";"3306";"125";"129"
"Paul-José Mpoku";"3307";"125";"130"
"Álvaro Vadillo";"3308";"125";"138"
"Iago Herrerín";"3309";"125";"143"
"Taras Stepanenko";"3310";"125";"147"
"Mattia Viti";"3311";"125";"-85"
"Harold Moukoudi";"3312";"125";"135"
"Serhiy Sydorchuk";"3313";"125";"145"
"Fede Vico";"3314";"125";"135"
"Antonio Raíllo";"3315";"125";"128"
"Patrick van Aanholt";"3316";"125";"134"
"Braian Romero";"3317";"125";"131"
"José Devecchi";"3318";"125";"131"
"Timothy Chandler";"3319";"125";"133"
"Juan Fernando Quintero";"3320";"125";"147"
"Dimitris Pelkas";"3321";"125";"130"
"Ángel Montoro";"3322";"125";"130"
"Chema";"3323";"125";"138"
"Nenê";"3324";"125";"157"
"Ricardo Centurión";"3325";"125";"145"
"Hwang Ui-Jo";"3326";"125";"135"
"Carlos Auzqui";"3327";"125";"125"
"Jesus Ferreira";"3328";"125";"-8"
"Daniel Ginczek";"3329";"125";"145"
"Juan Pablo Segovia";"3330";"125";"126"
"Joe Scally";"3331";"125";"-8"
"Nelson Acevedo";"3332";"125";"126"
"Junior Sambia";"3333";"125";"131"
"Kevin Behrens";"3334";"125";"129"
"Pêpê";"3335";"125";"135"
"Rhys Healey";"3336";"125";"130"
"Sada Thioub";"3337";"125";"130"
"Pietro Pellegri";"3338";"125";"155"
"Landry Dimata";"3339";"125";"134"
"Nick Viergever";"3340";"125";"135"
"Marcelo Díaz";"3341";"125";"125"
"Iván Marcone";"3342";"125";"142"
"César Pinares";"3343";"125";"135"
"Felipe Gutiérrez";"3344";"125";"141"
"Enzo Roco";"3345";"125";"135"
"Kelvin Yeboah";"3346";"125";"147"
"Alfred N'Diaye";"3347";"125";"140"
"Nordin Amrabat";"3348";"125";"155"
"Sebastian Polter";"3349";"125";"130"
"Niklas Moisander";"3350";"125";"138"
"Andile Jali";"3351";"125";"125"
"Florian Tardieu";"3352";"125";"130"
"Farid Boulaya";"3353";"125";"125"
"Sean Johnson";"3354";"125";"127"
"Yehor Nazaryna";"3355";"125";"128"
"Larry Vásquez";"3356";"125";"127"
"Darlington Nagbe";"3357";"125";"133"
"Damir Kreilach";"3358";"125";"128"
"Alexander Kačaniklić";"3359";"125";"130"
"DeAndre Yedlin";"3360";"125";"130"
"Benjamín Garré";"3361";"125";"135"
"Arijanet Murić";"3362";"125";"150"
"Philipp Hofmann";"3363";"125";"125"
"David Braz";"3364";"125";"135"
"Mattia Caldara";"3365";"125";"142"
"Khama Billiat";"3366";"125";"140"
"Cristian Roldan";"3367";"125";"129"
"Łukasz Piszczek";"3368";"125";"158"
"Jeremy Dudziak";"3369";"125";"130"
"Felipe Aguilar";"3370";"125";"136"
"Ivo Rodrigues";"3371";"125";"130"
"Sokratis Papastathopoulos";"3372";"125";"155"
"Víctor Salazar";"3373";"125";"133"
"Walter Montoya";"3374";"125";"131"
"Fernando Valenzuela";"3375";"125";"128"
"Håkon Evjen";"3376";"125";"140"
"Ertaç Özbir";"3377";"125";"130"
"Íñigo Ruiz de Galarreta";"3378";"125";"135"
"Javier García";"3379";"125";"135"
"Guillermo Acosta";"3380";"125";"127"
"Sebastián Prediger";"3381";"125";"125"
"Sebastian Andersson";"3382";"125";"131"
"Enzo Ebosse";"3383";"125";"142"
"Sivert Mannsverk";"3384";"125";"-85"
"Petros Mantalos";"3385";"125";"130"
"Matías Tissera";"3386";"125";"138"
"Bruma";"3387";"125";"135"
"Daniel Bocanegra";"3388";"125";"145"
"Ignacio Scocco";"3389";"125";"145"
"Stefano Okaka";"3390";"125";"138"
"Juankar";"3391";"125";"135"
"Fredrik Bjørkan";"3392";"125";"140"
"Visar Musliu";"3393";"125";"145"
"Camilo Sanvezzo";"3394";"125";"135"
"Daniel Mancini";"3395";"125";"125"
"Eric Remedi";"3396";"125";"142"
"Emanuel Coronel";"3397";"125";"131"
"August Mikkelsen";"3398";"125";"146"
"Pape Cissé";"3399";"125";"135"
"Fernando Gaibor";"3400";"125";"131"
"Emmanuel Mas";"3401";"125";"142"
"Erik Morán";"3402";"125";"135"
"Sebastián Prieto";"3403";"125";"125"
"Pedro Mendes";"3404";"125";"140"
"Souleyman Doumbia";"3405";"125";"130"
"José Mari";"3406";"125";"131"
"Efecan Karaca";"3407";"125";"125"
"Carlos Gruezo";"3408";"125";"131"
"Marc Mateu";"3409";"125";"130"
"Florian Sotoca";"3410";"125";"125"
"Issam Chebake";"3411";"125";"130"
"Mikel Villanueva";"3412";"125";"128"
"Mahmut Tekdemir";"3413";"125";"130"
"Atiba Hutchinson";"3414";"125";"125"
"Serdar Aziz";"3415";"125";"135"
"Rómulo Otero";"3416";"125";"135"
"Cláudio Ramos";"3417";"125";"130"
"Nicolás Fernández";"3418";"125";"131"
"Victor Boniface";"3419";"125";"145"
"Henrik Bjørdal";"3420";"125";"130"
"Alexis Blin";"3421";"125";"131"
"Irvin Cardona";"3422";"125";"136"
"Kostas Fortounis";"3423";"125";"140"
"Diego Coppola";"3424";"125";"-85"
"Facundo Altamirano";"3425";"125";"126"
"Miguel Barbieri";"3426";"125";"134"
"Pape Gueye";"3427";"125";"145"
"Mert Yandaş";"3428";"125";"130"
"Christian Bernardi";"3429";"125";"126"
"Amar Dedić";"3430";"125";"-8"
"Kieffer Moore";"3431";"125";"132"
"Mark Travers";"3432";"125";"145"
"Dorukhan Toköz";"3433";"125";"130"
"Kostas Stafylidis";"3434";"125";"132"
"Marco Pérez";"3435";"125";"139"
"Bafétimbi Gomis";"3436";"125";"150"
"Abdülkadir Ömür";"3437";"125";"140"
"Kian Hansen";"3438";"125";"126"
"Berat Özdemir";"3439";"125";"130"
"Juan Camilo Angulo";"3440";"125";"129"
"Yunus Akgün";"3441";"125";"140"
"Walter Bou";"3442";"125";"131"
"Manolis Siopis";"3443";"125";"131"
"Pablo Torre";"3444";"125";"-85"
"Franco Vázquez";"3445";"125";"140"
"Maya Yoshida";"3446";"125";"142"
"Martín Montoya";"3447";"125";"153"
"Keita Endô";"3448";"125";"135"
"Fran Sol";"3449";"125";"130"
"Mauro Boselli";"3450";"125";"142"
"Takahiro Kunimoto";"3451";"125";"135"
"Boli";"3452";"125";"130"
"Caio Lucas";"3453";"125";"132"
"Hayao Kawabe";"3454";"125";"132"
"Ronaël Pierre-Gabriel";"3455";"125";"135"
"Salih Uçan";"3456";"125";"130"
"Oier Sanjurjo";"3457";"125";"141"
"Alejandro Maciel";"3458";"125";"130"
"Mathieu Cafaro";"3459";"125";"135"
"Fredrik Ulvestad";"3460";"125";"135"
"Yûya Kubo";"3461";"125";"133"
"Juanfran";"3462";"125";"145"
"Jonas Svensson";"3463";"125";"137"
"Roberto";"3464";"125";"145"
"Ryôta Morioka";"3465";"125";"128"
"Halil Akbunar";"3466";"125";"135"
"Gaku Shibasaki";"3467";"125";"140"
"Samu";"3468";"125";"132"
"Kaan Ayhan";"3469";"125";"134"
"Josh Bowler";"3470";"125";"140"
"Isaac Brizuela";"3471";"125";"139"
"Eduard Atuesta";"3472";"125";"135"
"Ángel Sepúlveda";"3473";"125";"131"
"Mijat Gaćinović";"3474";"125";"130"
"Stefan Ristovski";"3475";"125";"125"
"Benjamin Verbič";"3476";"125";"135"
"Homer Martínez";"3477";"125";"140"
"Igor Lichnovsky";"3478";"125";"137"
"Andraž Šporar";"3479";"125";"135"
"Raúl López";"3480";"125";"132"
"Mbaye Diagne";"3481";"125";"145"
"Žan Majer";"3482";"125";"128"
"Javier Salas";"3483";"125";"134"
"Akram Tawfik";"3484";"125";"150"
"Kevin Velasco";"3485";"125";"130"
"Tommy St. Jago";"3486";"125";"147"
"Jeison Medina";"3487";"125";"135"
"Jackson Muleka";"3488";"125";"140"
"Stéphane Bahoken";"3489";"125";"138"
"Rick van Drongelen";"3490";"125";"142"
"Kaiky";"3491";"125";"-85"
"Luca Zanimacchia";"3492";"125";"134"
"Florin Niţă";"3493";"125";"125"
"Osman Bukari";"3494";"125";"135"
"Vukašin Jovanović";"3495";"125";"126"
"Kingsley Ehizibue";"3496";"125";"130"
"Srđan Babić";"3497";"125";"146"
"William Troost-Ekong";"3498";"125";"137"
"Azzedine Ounahi";"3499";"125";"148"
"Alexandru Mitriţă";"3500";"125";"130"
"David Pereira Da Costa";"3501";"125";"144"
"Jamaal Lascelles";"3502";"125";"148"
"Jorman Campuzano";"3503";"125";"133"
"Montassar Talbi";"3504";"125";"134"
"Ayoub El Kaabi";"3505";"125";"135"
"Kenji Gorré";"3506";"125";"125"
"Jeremy Márquez";"3507";"125";"140"
"Luca Kilian";"3508";"125";"138"
"Moritz Heyer";"3509";"125";"128"
"Papy Djilobodji";"3510";"125";"136"
"Erick Otieno";"3511";"125";"132"
"Osvaldo Rodríguez";"3512";"125";"136"
"Abdoulay Diaby";"3513";"125";"135"
"M’Baye Niang";"3514";"125";"149"
"Santiago Giménez";"3515";"125";"150"
"Oliver Norwood";"3516";"125";"133"
"Roberto Insigne";"3517";"125";"130"
"Alex Ferrari";"3518";"125";"130"
"Salif Sané";"3519";"125";"140"
"Mohammed Bouldini";"3520";"125";"136"
"Christian Cueva";"3521";"125";"138"
"Andreas Weimann";"3522";"125";"135"
"Peter Etebo";"3523";"125";"130"
"Digão";"3524";"125";"140"
"Uendel";"3525";"125";"138"
"Marius Müller";"3526";"125";"132"
"Ryan Mendes da Graça";"3527";"125";"137"
"Mads Bidstrup";"3528";"125";"145"
"Alejandro Duarte";"3529";"125";"125"
"Anthony Jung";"3530";"125";"135"
"Oliver Christensen";"3531";"125";"142"
"Carlos Zambrano";"3532";"125";"135"
"Alessandro Deiola";"3533";"125";"130"
"José Juan Macías";"3534";"125";"155"
"Alexandru Cicâldău";"3535";"125";"140"
"Willer Ditta";"3536";"125";"134"
"Stephan Ambrosius";"3537";"125";"148"
"Matija Nastasić";"3538";"125";"146"
"Josha Vagnoman";"3539";"125";"147"
"Alex Teixeira";"3540";"125";"158"
"Christopher Jullien";"3541";"125";"135"
"Patric Pfeiffer";"3542";"125";"145"
"Róbert Mak";"3543";"125";"140"
"Gojko Cimirot";"3544";"125";"130"
"Luis Malagón";"3545";"125";"140"
"Rodrigo Villagra";"3546";"125";"149"
"Malick Thiaw";"3547";"125";"159"
"Kevin Stöger";"3548";"125";"136"
"Aldair Quintana";"3549";"125";"130"
"Davide Biraschi";"3550";"125";"133"
"Halil Dervişoğlu";"3551";"125";"144"
"Gilberto Sepúlveda";"3552";"125";"140"
"Nadir Zortea";"3553";"125";"142"
"Filippo Melegoni";"3554";"125";"144"
"Arsen Zakharyan";"3555";"125";"-9"
"Jeisson Palacios";"3556";"125";"130"
"Aymen Barkok";"3557";"125";"135"
"Mostafa Mohamed";"3558";"125";"140"
"Nicolas Cozza";"3559";"125";"139"
"Luis Orejuela";"3560";"125";"139"
"Marcelo Lomba";"3561";"125";"137"
"Queensy Menig";"3562";"125";"125"
"Dominik Greif";"3563";"125";"145"
"Akim Zedadka";"3564";"125";"129"
"Faïz Selemani";"3565";"125";"130"
"Ignacio Malcorra";"3566";"125";"129"
"Emiliano Insúa";"3567";"125";"137"
"Julian Justvan";"3568";"125";"131"
"Jasmin Kurtič";"3569";"125";"140"
"Xavier Mercier";"3570";"125";"128"
"Diego Rodríguez";"3571";"125";"130"
"Abdu Conté";"3572";"125";"132"
"Mitchell Dijks";"3573";"125";"137"
"Alexis Pérez";"3574";"125";"135"
"Ryan Mmaee";"3575";"125";"130"
"Andrés Roa";"3576";"125";"132"
"Bruno Bianchi";"3577";"125";"127"
"Jean-Pierre Nsamé";"3578";"125";"141"
"Ismaël Traoré";"3579";"125";"132"
"Stefano Denswil";"3580";"125";"130"
"Erick Pulgar";"3581";"125";"142"
"Raphael Framberger";"3582";"125";"130"
"Serdar Gürler";"3583";"125";"130"
"Martín Rodríguez";"3584";"125";"143"
"Younes Belhanda";"3585";"125";"145"
"Joshua Brenet";"3586";"125";"129"
"Hamdi Fathi";"3587";"125";"140"
"Wesley Moraes";"3588";"125";"140"
"Maximiliano Moralez";"3589";"125";"138"
"Aleksa Terzić";"3590";"125";"142"
"Gianluca Frabotta";"3591";"125";"142"
"Jean-David Beauguel";"3592";"125";"125"
"Mo Dauda";"3593";"125";"135"
"Marcelo";"3594";"125";"180"
"Marlon";"3595";"125";"128"
"Maurício";"3596";"125";"135"
"Nathan";"3597";"125";"-8"
"Paulinho";"3598";"125";"140"
"Pepê";"3599";"125";"129"
"Rafael";"3600";"125";"160"
"Rafael";"3601";"125";"133"
"Richard";"3602";"125";"133"
"Romarinho";"3603";"125";"126"
"André Almeida";"3604";"124";"140"
"Chiquinho";"3605";"124";"132"
"Ewerton";"3606";"124";"136"
"Jair";"3607";"124";"124"
"João Pedro";"3608";"124";"128"
"Joao Rojas";"3609";"124";"129"
