"Name(ocultar)";"Futbolista_ID";"Corners";"Pases precisos";"Regate";"Finalizar";"Primer toque";"Lanzamiento de faltas";"Cabezazo";"Disparos a distancia";"Pases largos";"Marcaje";"Pases";"Lanzamiento de penalti";"Choque";"Tecnica";"Agresividad";"Anticipación";"Sacrificio";"Serenidad";"Concentración";"Visión";"Decisión";"Determinación";"Creatividad";"Liderazgo";"Juego sin balón";"Posición secundaria";"Trabajo en equipo";"Intensidad de trabajo";"Aceleración";"Agilidad";"Balance";"Salto vertical";"Estado físico";"Velocidad maxima en carrera";"Cardio";"Fuerza";"Estabilidad";"Faltas"
"Ivi López";"2146";"11";"12";"13";"11";"13";"16";"9";"13";"5";"6";"13";"15";"7";"14";"12";"13";"14";"14";"13";"14";"13";"13";"15";"12";"14";"8";"9";"11";"14";"12";"13";"9";"12";"13";"12";"9";"11";"5"
"Samu Sáiz";"2147";"13";"12";"15";"12";"15";"13";"6";"13";"3";"5";"15";"10";"5";"16";"12";"14";"15";"15";"10";"15";"14";"14";"16";"8";"15";"6";"11";"12";"13";"14";"13";"4";"8";"12";"10";"7";"9";"17"
"Rubén Pardo";"2148";"14";"14";"13";"9";"14";"16";"4";"14";"2";"7";"14";"12";"8";"16";"8";"13";"13";"14";"13";"16";"12";"13";"14";"10";"13";"9";"14";"14";"11";"12";"12";"10";"12";"11";"12";"10";"12";"5"
"Federico Fazio";"2149";"3";"3";"13";"8";"13";"3";"17";"3";"3";"15";"12";"6";"15";"13";"14";"14";"15";"12";"11";"12";"11";"16";"12";"16";"9";"13";"13";"13";"9";"7";"12";"17";"16";"12";"12";"17";"14";"14"
"Marcos Leonardo";"2150";"4";"8";"11";"15";"13";"5";"11";"10";"8";"5";"11";"10";"4";"12";"12";"14";"12";"15";"13";"10";"12";"13";"13";"11";"14";"5";"12";"14";"15";"14";"12";"11";"12";"13";"14";"13";"13";"10"
"Mateu Morey";"2151";"11";"13";"14";"8";"15";"11";"6";"8";"12";"11";"14";"7";"12";"15";"13";"13";"14";"11";"11";"13";"12";"12";"13";"8";"13";"12";"14";"14";"15";"15";"12";"6";"10";"14";"15";"9";"15";"8"
"Miguel Ángel Torrén";"2152";"6";"12";"11";"5";"12";"13";"12";"4";"11";"14";"15";"11";"14";"13";"18";"16";"16";"9";"9";"14";"11";"15";"11";"15";"5";"14";"13";"17";"13";"12";"14";"10";"15";"13";"16";"13";"13";"18"
"Fer Niño";"2153";"11";"9";"13";"16";"13";"11";"14";"11";"9";"8";"11";"13";"7";"11";"16";"13";"12";"14";"14";"10";"12";"13";"12";"11";"14";"8";"14";"14";"12";"10";"8";"16";"11";"13";"14";"14";"14";"7"
"Pierre Lees-Melou";"2154";"13";"11";"13";"10";"13";"12";"5";"14";"5";"7";"16";"11";"10";"14";"12";"12";"13";"14";"13";"14";"12";"17";"12";"14";"13";"13";"14";"16";"12";"12";"12";"7";"15";"12";"15";"12";"13";"10"
"Álex Fernández";"2155";"12";"12";"12";"10";"15";"10";"8";"11";"8";"9";"17";"16";"9";"15";"9";"14";"11";"12";"12";"15";"14";"15";"12";"13";"13";"10";"14";"12";"11";"10";"11";"9";"14";"11";"12";"11";"12";"8"
"Tomás Rincón";"2156";"4";"6";"10";"6";"13";"4";"13";"9";"4";"15";"12";"6";"16";"11";"19";"15";"18";"11";"13";"9";"12";"19";"5";"13";"10";"16";"15";"17";"11";"10";"17";"10";"16";"11";"15";"15";"14";"12"
"Marcus Holmgren Pedersen";"2157";"10";"14";"12";"8";"11";"10";"7";"8";"10";"11";"12";"8";"13";"13";"14";"11";"14";"9";"9";"10";"9";"15";"12";"7";"10";"12";"15";"14";"17";"13";"8";"10";"16";"17";"15";"8";"11";"15"
"Felipe Caicedo";"2158";"4";"6";"11";"15";"13";"6";"14";"11";"5";"5";"11";"13";"8";"14";"14";"16";"15";"15";"12";"12";"13";"16";"13";"12";"14";"5";"15";"16";"13";"12";"14";"11";"12";"13";"10";"15";"12";"14"
"Álvaro Medrán";"2159";"12";"13";"13";"11";"16";"12";"7";"15";"7";"8";"14";"13";"9";"14";"13";"13";"12";"13";"12";"14";"12";"15";"13";"10";"13";"11";"14";"14";"13";"14";"11";"8";"13";"13";"13";"9";"13";"11"
"Talles Magno";"2160";"6";"10";"15";"12";"13";"8";"12";"11";"4";"6";"12";"11";"6";"16";"10";"12";"12";"13";"9";"13";"11";"14";"17";"10";"13";"5";"11";"12";"14";"13";"11";"13";"15";"14";"13";"11";"13";"8"
"Rafael Czichos";"2161";"8";"12";"9";"10";"10";"9";"15";"12";"14";"13";"13";"14";"13";"11";"16";"11";"16";"12";"13";"12";"12";"16";"9";"16";"11";"13";"14";"13";"11";"9";"14";"14";"16";"12";"12";"16";"16";"13"
"Joel Campbell";"2162";"10";"12";"16";"12";"14";"10";"7";"13";"4";"6";"13";"14";"7";"14";"10";"13";"13";"13";"9";"13";"12";"13";"14";"6";"14";"7";"13";"14";"14";"14";"12";"9";"12";"13";"12";"11";"15";"9"
"Esequiel Barco";"2163";"12";"12";"15";"12";"15";"13";"6";"13";"3";"7";"14";"16";"7";"15";"13";"9";"14";"12";"10";"13";"8";"13";"16";"12";"13";"9";"11";"16";"14";"14";"15";"7";"14";"13";"15";"10";"10";"8"
"Maximiliano Araújo";"2164";"12";"15";"15";"11";"12";"7";"5";"13";"8";"8";"13";"7";"9";"13";"13";"11";"10";"12";"12";"13";"12";"11";"12";"12";"13";"8";"11";"13";"15";"15";"12";"9";"12";"14";"13";"8";"13";"13"
"Nolito";"2165";"14";"12";"15";"13";"14";"12";"9";"13";"6";"4";"14";"15";"10";"15";"14";"13";"13";"14";"15";"14";"15";"10";"16";"14";"16";"10";"12";"13";"12";"11";"12";"9";"11";"11";"12";"10";"12";"14"
"Marçal";"2166";"10";"12";"13";"9";"13";"10";"13";"8";"11";"14";"13";"11";"14";"14";"14";"15";"14";"12";"12";"13";"13";"14";"13";"13";"12";"11";"15";"15";"13";"13";"13";"10";"11";"13";"14";"13";"12";"16"
"Vyacheslav Karavaev";"2167";"10";"12";"11";"12";"12";"9";"10";"11";"12";"13";"13";"10";"13";"13";"13";"15";"14";"13";"13";"11";"12";"15";"13";"11";"13";"12";"14";"13";"14";"11";"12";"11";"13";"15";"14";"12";"12";"8"
"Jakob Jantscher";"2168";"15";"13";"12";"14";"13";"14";"8";"14";"7";"9";"13";"14";"9";"12";"8";"12";"10";"12";"9";"13";"12";"10";"13";"15";"16";"4";"14";"12";"12";"11";"12";"12";"13";"13";"12";"9";"17";"8"
"Luis Hernández";"2169";"10";"11";"10";"6";"11";"7";"12";"10";"20";"14";"12";"10";"13";"11";"12";"14";"12";"12";"12";"10";"14";"14";"9";"10";"10";"13";"14";"14";"11";"12";"10";"13";"13";"12";"14";"12";"14";"8"
"Oleksandr Karavaiev";"2170";"14";"14";"12";"10";"9";"10";"10";"10";"11";"9";"12";"11";"11";"12";"9";"11";"12";"10";"11";"12";"9";"14";"10";"12";"13";"12";"15";"15";"14";"14";"13";"8";"13";"13";"13";"11";"15";"5"
"Fausto Vera";"2171";"10";"10";"12";"5";"15";"11";"13";"15";"8";"14";"13";"8";"13";"14";"11";"15";"12";"14";"11";"15";"13";"12";"13";"12";"8";"15";"14";"12";"11";"12";"13";"8";"12";"10";"13";"12";"11";"8"
"Unai Garcia";"2172";"7";"8";"7";"7";"9";"6";"14";"8";"11";"14";"9";"8";"13";"9";"12";"15";"15";"13";"14";"8";"14";"5";"7";"8";"7";"14";"14";"15";"12";"11";"13";"15";"13";"12";"13";"13";"15";"11"
"Gustavo Cuéllar";"2173";"9";"10";"10";"8";"13";"5";"10";"8";"5";"14";"13";"7";"16";"13";"12";"14";"15";"13";"14";"14";"14";"11";"10";"14";"14";"14";"14";"14";"11";"10";"12";"10";"10";"11";"14";"13";"13";"10"
"Diego Llorente";"2174";"3";"6";"10";"6";"13";"3";"13";"6";"10";"13";"14";"9";"15";"14";"13";"15";"17";"14";"11";"14";"12";"12";"8";"10";"9";"13";"15";"15";"12";"10";"9";"13";"13";"15";"14";"13";"9";"12"
"Nathan Silva";"2175";"7";"7";"10";"9";"11";"8";"13";"8";"5";"15";"12";"9";"14";"11";"14";"11";"15";"11";"13";"12";"13";"15";"5";"12";"9";"15";"16";"15";"11";"11";"12";"13";"14";"12";"14";"15";"11";"15"
"Marco Carnesecchi";"2176";"2";"3";"1";"1";"8";"6";"5";"3";"3";"1";"8";"3";"2";"8";"9";"13";"10";"10";"15";"8";"12";"15";"7";"13";"7";"15";"13";"15";"10";"14";"13";"15";"15";"10";"15";"13";"15";"6"
"Vitaliy Buialskyi";"2177";"11";"11";"12";"11";"12";"10";"10";"11";"7";"9";"13";"14";"12";"12";"9";"12";"15";"13";"9";"13";"12";"15";"13";"13";"17";"10";"15";"16";"13";"13";"14";"9";"13";"13";"14";"9";"10";"10"
"Iago Falqué";"2178";"14";"14";"13";"12";"15";"14";"6";"14";"3";"5";"16";"14";"6";"16";"9";"14";"10";"13";"10";"14";"13";"13";"15";"7";"15";"7";"12";"11";"12";"14";"12";"7";"8";"12";"12";"8";"10";"8"
"Nicolas De Préville";"2179";"10";"12";"14";"12";"14";"12";"12";"14";"5";"3";"13";"11";"5";"14";"11";"13";"14";"11";"13";"14";"11";"15";"13";"8";"13";"4";"14";"15";"14";"13";"10";"10";"13";"13";"14";"11";"13";"10"
"Luciano Vietto";"2180";"8";"11";"14";"12";"14";"10";"8";"12";"7";"4";"12";"13";"9";"15";"12";"8";"10";"11";"12";"12";"11";"15";"15";"9";"13";"6";"13";"12";"15";"15";"13";"5";"13";"13";"13";"6";"12";"12"
"Michaël Frey";"2181";"4";"8";"11";"15";"10";"7";"14";"13";"3";"8";"13";"10";"11";"11";"17";"14";"16";"13";"14";"10";"13";"18";"9";"9";"13";"11";"15";"15";"12";"9";"14";"14";"16";"12";"14";"16";"11";"15"
"Aaron Boupendza";"2182";"2";"9";"15";"14";"14";"6";"12";"13";"2";"2";"9";"12";"10";"13";"6";"10";"10";"14";"14";"12";"14";"9";"16";"7";"15";"7";"5";"12";"15";"16";"14";"10";"14";"15";"14";"14";"15";"5"
"Luis Carlos Ruiz";"2183";"10";"12";"12";"15";"12";"11";"13";"11";"6";"9";"12";"13";"5";"13";"8";"13";"12";"13";"12";"12";"12";"12";"11";"13";"14";"11";"14";"13";"12";"13";"13";"12";"12";"12";"12";"13";"12";"5"
"Mads Roerslev";"2184";"12";"14";"13";"9";"13";"7";"12";"9";"9";"13";"14";"7";"13";"14";"13";"13";"14";"14";"14";"13";"12";"14";"13";"9";"11";"13";"14";"14";"13";"13";"12";"12";"12";"13";"13";"12";"13";"7"
"Iza";"2185";"12";"12";"11";"9";"11";"11";"10";"14";"11";"12";"11";"12";"13";"13";"12";"11";"14";"12";"12";"12";"12";"12";"11";"12";"11";"11";"14";"16";"15";"11";"11";"8";"12";"13";"14";"10";"14";"12"
"Guélor Kanga";"2186";"12";"12";"14";"12";"16";"13";"5";"15";"3";"7";"16";"15";"8";"16";"17";"12";"11";"17";"10";"16";"9";"14";"17";"4";"10";"8";"7";"12";"14";"15";"14";"5";"11";"12";"13";"10";"12";"16"
"Mateo Retegui";"2187";"8";"8";"12";"13";"11";"6";"14";"11";"2";"5";"12";"13";"4";"13";"14";"13";"13";"12";"12";"12";"13";"15";"12";"10";"14";"9";"15";"16";"14";"12";"14";"14";"15";"12";"14";"15";"13";"12"
"Cristian Espinoza";"2188";"14";"15";"13";"10";"10";"11";"7";"12";"4";"6";"12";"11";"4";"12";"8";"11";"14";"13";"12";"12";"11";"14";"13";"6";"14";"7";"15";"13";"16";"15";"12";"7";"15";"15";"14";"10";"12";"5"
"Morgan Gibbs-White";"2189";"13";"12";"14";"11";"14";"8";"9";"11";"5";"6";"15";"10";"9";"15";"12";"13";"9";"13";"12";"16";"12";"13";"16";"8";"14";"8";"13";"14";"13";"15";"14";"10";"11";"14";"12";"12";"11";"11"
"Danny Ward";"2190";"3";"3";"1";"1";"10";"7";"1";"3";"1";"1";"11";"2";"1";"10";"12";"13";"13";"13";"13";"10";"12";"14";"1";"10";"1";"12";"12";"11";"12";"12";"12";"12";"13";"11";"13";"13";"13";"14"
"Marcus Ingvartsen";"2191";"13";"9";"12";"14";"14";"14";"12";"13";"4";"7";"13";"14";"7";"14";"14";"15";"12";"13";"12";"14";"12";"15";"13";"6";"15";"8";"14";"12";"12";"12";"13";"12";"12";"12";"12";"13";"13";"10"
"Bryan Ruíz";"2192";"15";"16";"16";"12";"16";"15";"11";"13";"3";"6";"16";"16";"8";"16";"7";"13";"8";"15";"8";"16";"15";"11";"16";"10";"15";"8";"12";"9";"11";"12";"12";"10";"10";"9";"10";"11";"13";"5"
"João Nunes";"2193";"3";"7";"7";"6";"9";"10";"13";"4";"10";"15";"8";"5";"16";"10";"12";"13";"16";"10";"14";"8";"12";"14";"3";"16";"7";"15";"13";"12";"11";"9";"13";"14";"14";"12";"13";"15";"13";"11"
"Emanuel Mammana";"2194";"5";"7";"12";"6";"14";"7";"13";"6";"7";"15";"14";"6";"14";"13";"12";"13";"13";"14";"13";"10";"13";"12";"13";"11";"8";"14";"14";"13";"13";"12";"13";"13";"10";"13";"11";"11";"12";"8"
"Kevin Danso";"2195";"5";"7";"8";"10";"9";"5";"15";"7";"14";"13";"12";"10";"13";"10";"13";"12";"15";"11";"10";"8";"11";"15";"7";"10";"13";"11";"12";"14";"13";"12";"14";"17";"16";"16";"13";"15";"14";"12"
"Lukáš Hejda";"2196";"6";"5";"9";"6";"9";"4";"17";"5";"9";"15";"8";"8";"14";"8";"14";"11";"13";"11";"12";"9";"11";"15";"13";"10";"13";"14";"13";"11";"14";"9";"17";"16";"15";"13";"15";"16";"15";"11"
"Khellven";"2197";"12";"13";"13";"11";"14";"11";"11";"13";"13";"12";"13";"12";"12";"14";"11";"13";"12";"12";"13";"13";"13";"13";"13";"11";"13";"11";"14";"13";"15";"13";"12";"11";"13";"13";"14";"11";"12";"14"
"Julio César Domínguez";"2198";"8";"7";"6";"6";"14";"7";"10";"8";"13";"14";"11";"7";"14";"12";"16";"14";"14";"13";"14";"11";"13";"13";"6";"14";"7";"15";"13";"14";"15";"14";"11";"9";"13";"16";"15";"9";"16";"9"
"Uriel Antuna";"2199";"10";"12";"13";"11";"12";"5";"8";"9";"9";"6";"12";"10";"6";"12";"8";"10";"12";"10";"11";"10";"11";"13";"14";"6";"13";"7";"12";"12";"16";"16";"8";"7";"15";"16";"14";"6";"14";"8"
"Jon Stankovič";"2200";"4";"6";"10";"6";"13";"4";"16";"6";"11";"13";"13";"7";"13";"11";"14";"12";"14";"14";"13";"11";"14";"13";"6";"14";"12";"14";"13";"13";"12";"12";"15";"15";"14";"12";"12";"12";"14";"8"
"Emil Audero";"2201";"3";"1";"2";"2";"6";"5";"6";"2";"1";"1";"10";"2";"1";"6";"12";"13";"13";"12";"11";"9";"13";"15";"10";"15";"1";"13";"15";"13";"12";"13";"13";"15";"18";"12";"12";"13";"12";"4"
"Arne Maier";"2202";"11";"11";"13";"10";"15";"9";"7";"11";"6";"9";"15";"10";"10";"15";"10";"12";"11";"16";"12";"14";"11";"11";"13";"11";"10";"10";"15";"13";"13";"13";"12";"10";"10";"11";"14";"13";"13";"8"
"Tiago Gouveia";"2203";"10";"12";"15";"13";"14";"6";"9";"12";"8";"4";"12";"8";"10";"15";"14";"13";"12";"12";"11";"14";"12";"15";"17";"6";"15";"8";"8";"13";"14";"14";"12";"8";"14";"14";"13";"12";"12";"13"
"Niclas Füllkrug";"2204";"7";"9";"13";"13";"12";"14";"15";"13";"6";"7";"10";"14";"6";"11";"14";"13";"16";"13";"12";"10";"11";"11";"12";"12";"12";"7";"12";"14";"13";"11";"14";"16";"11";"13";"12";"15";"11";"8"
"Tom Krauß";"2205";"4";"8";"12";"9";"13";"11";"7";"12";"4";"12";"13";"12";"16";"13";"15";"13";"17";"12";"12";"12";"12";"17";"12";"11";"12";"12";"15";"16";"12";"12";"13";"10";"17";"13";"15";"11";"15";"11"
"Luca Caldirola";"2206";"4";"13";"10";"10";"12";"4";"17";"4";"10";"13";"10";"7";"13";"10";"8";"13";"10";"12";"15";"10";"14";"14";"4";"13";"8";"14";"17";"10";"11";"11";"11";"15";"13";"12";"13";"12";"17";"8"
"Naïm Sliti";"2207";"11";"10";"14";"12";"15";"14";"7";"12";"6";"8";"14";"12";"5";"15";"8";"12";"8";"14";"10";"14";"13";"12";"13";"12";"14";"5";"7";"10";"13";"14";"12";"8";"13";"13";"14";"11";"12";"8"
"Martin Valjent";"2208";"4";"8";"7";"7";"12";"4";"15";"4";"7";"14";"12";"5";"14";"10";"13";"13";"12";"13";"13";"11";"13";"10";"11";"10";"9";"14";"13";"13";"12";"12";"13";"13";"13";"13";"14";"15";"14";"11"
"Jérémy Doku";"2209";"11";"11";"15";"10";"14";"8";"5";"8";"5";"5";"12";"14";"7";"16";"14";"12";"18";"11";"9";"6";"8";"12";"16";"6";"11";"7";"11";"14";"16";"15";"5";"5";"16";"17";"12";"10";"10";"5"
"Ryan Fredericks";"2210";"5";"14";"14";"7";"9";"6";"10";"7";"12";"11";"12";"6";"13";"11";"14";"12";"10";"11";"12";"8";"12";"12";"14";"10";"14";"10";"12";"14";"18";"15";"10";"8";"12";"17";"13";"9";"12";"11"
"Vangelis Pavlidis";"2211";"7";"8";"12";"15";"13";"8";"13";"11";"3";"6";"12";"12";"7";"13";"11";"14";"13";"13";"13";"12";"13";"14";"12";"10";"13";"5";"14";"15";"11";"13";"14";"13";"11";"12";"13";"13";"14";"7"
"Arnaud Kalimuendo";"2212";"7";"9";"14";"15";"13";"7";"11";"11";"6";"7";"12";"12";"7";"14";"7";"13";"13";"14";"12";"13";"14";"15";"14";"8";"15";"6";"12";"14";"15";"15";"13";"8";"13";"14";"13";"12";"13";"8"
"Liel Abada";"2213";"11";"13";"13";"13";"12";"10";"7";"9";"9";"3";"12";"9";"7";"12";"8";"15";"10";"12";"10";"13";"13";"15";"12";"12";"13";"8";"11";"12";"15";"13";"11";"7";"14";"14";"13";"12";"14";"7"
"Islam Slimani";"2214";"8";"10";"11";"14";"12";"9";"16";"8";"5";"5";"14";"13";"8";"12";"17";"16";"18";"14";"12";"13";"14";"16";"13";"12";"14";"8";"15";"15";"10";"11";"15";"15";"12";"11";"11";"15";"13";"16"
"Pavel Bucha";"2215";"11";"8";"16";"14";"16";"11";"10";"10";"6";"6";"13";"14";"7";"14";"15";"12";"15";"13";"13";"12";"13";"13";"15";"7";"13";"9";"9";"12";"13";"14";"12";"8";"12";"12";"14";"10";"11";"14"
"Ryan Thomas";"2216";"11";"11";"14";"6";"14";"8";"10";"10";"7";"7";"15";"13";"5";"16";"10";"14";"8";"13";"12";"12";"13";"15";"9";"8";"16";"11";"14";"16";"13";"15";"13";"9";"9";"13";"14";"9";"12";"7"
"Ramadan Sobhi";"2217";"14";"11";"15";"12";"14";"9";"10";"10";"4";"6";"13";"15";"9";"16";"14";"14";"13";"11";"9";"14";"11";"14";"17";"10";"14";"9";"11";"13";"13";"14";"13";"12";"15";"14";"13";"13";"11";"8"
"Nathaniel Clyne";"2218";"5";"11";"10";"5";"13";"6";"9";"4";"11";"14";"12";"5";"15";"13";"13";"14";"14";"13";"15";"10";"12";"12";"8";"9";"12";"14";"15";"16";"13";"13";"13";"9";"12";"14";"15";"12";"14";"9"
"Leandro Barreiro";"2219";"11";"7";"11";"8";"12";"6";"8";"8";"3";"13";"12";"7";"16";"12";"16";"13";"17";"12";"14";"12";"12";"16";"10";"7";"12";"13";"16";"17";"12";"13";"12";"8";"17";"13";"15";"10";"13";"12"
"Kristijan Lovrić";"2220";"8";"12";"12";"13";"11";"17";"10";"16";"5";"4";"11";"15";"5";"12";"13";"11";"13";"11";"10";"12";"12";"14";"13";"10";"13";"5";"10";"12";"13";"12";"11";"13";"13";"14";"11";"13";"11";"7"
"Tommaso Augello";"2221";"9";"15";"12";"9";"13";"4";"6";"11";"16";"13";"13";"6";"13";"13";"10";"13";"12";"11";"11";"12";"11";"13";"10";"6";"15";"12";"15";"17";"13";"13";"12";"10";"16";"13";"16";"13";"14";"4"
"Dael Fry";"2222";"4";"10";"9";"8";"11";"4";"16";"7";"10";"14";"11";"6";"15";"12";"12";"13";"12";"13";"12";"9";"12";"13";"4";"13";"10";"12";"14";"14";"11";"12";"12";"16";"13";"13";"15";"14";"13";"7"
"Michel Aebischer";"2223";"13";"11";"12";"8";"14";"13";"9";"12";"8";"8";"15";"10";"11";"14";"10";"13";"10";"15";"13";"12";"15";"11";"11";"12";"12";"9";"15";"14";"12";"10";"13";"9";"12";"11";"15";"13";"13";"10"
"Luis Alfonso Rodríguez";"2224";"12";"11";"12";"10";"12";"8";"10";"8";"7";"11";"12";"10";"11";"13";"10";"12";"12";"13";"12";"13";"14";"10";"13";"10";"14";"12";"14";"16";"14";"15";"13";"10";"11";"14";"12";"10";"14";"10"
"Krépin Diatta";"2225";"5";"10";"13";"10";"13";"8";"8";"11";"3";"10";"13";"9";"10";"14";"9";"12";"15";"13";"13";"12";"11";"12";"13";"9";"10";"8";"11";"13";"14";"14";"10";"8";"12";"14";"10";"10";"12";"9"
"Erik Sviatchenko";"2226";"6";"7";"8";"7";"12";"6";"16";"7";"9";"14";"12";"7";"14";"9";"16";"14";"15";"13";"13";"9";"13";"14";"8";"16";"8";"14";"13";"12";"11";"8";"13";"16";"15";"11";"12";"14";"11";"11"
"Gastón Ramírez";"2227";"13";"13";"14";"11";"14";"14";"10";"10";"8";"8";"14";"14";"6";"15";"15";"14";"9";"10";"11";"15";"13";"14";"16";"12";"13";"10";"11";"9";"12";"13";"14";"10";"12";"12";"11";"10";"11";"16"
"Samú";"2228";"8";"8";"11";"10";"14";"9";"8";"12";"9";"11";"14";"9";"12";"14";"13";"14";"12";"13";"13";"13";"13";"15";"8";"13";"11";"13";"14";"15";"12";"13";"13";"12";"14";"11";"15";"13";"13";"8"
"Érick Gutiérrez";"2229";"12";"12";"8";"10";"13";"9";"7";"11";"13";"11";"15";"12";"11";"14";"8";"13";"14";"14";"13";"15";"14";"13";"15";"12";"10";"10";"15";"14";"12";"13";"14";"9";"15";"12";"12";"11";"14";"6"
"Cédric Zesiger";"2230";"4";"6";"7";"6";"8";"5";"16";"6";"10";"13";"10";"7";"14";"8";"14";"13";"14";"12";"13";"7";"12";"13";"5";"12";"8";"13";"14";"12";"12";"10";"12";"15";"13";"12";"14";"17";"12";"13"
"Alex Santana";"2231";"10";"11";"14";"12";"13";"12";"10";"15";"8";"9";"14";"13";"10";"14";"13";"11";"10";"13";"12";"13";"13";"13";"14";"10";"13";"10";"12";"11";"14";"14";"12";"11";"13";"13";"12";"13";"13";"12"
"Erick Aguirre";"2232";"11";"12";"13";"6";"12";"11";"5";"12";"7";"12";"13";"11";"11";"13";"7";"14";"12";"13";"15";"13";"12";"8";"5";"14";"11";"13";"12";"16";"13";"14";"16";"7";"13";"13";"15";"5";"14";"9"
"Adam Masina";"2233";"8";"12";"11";"8";"11";"9";"14";"9";"14";"12";"12";"7";"14";"11";"15";"13";"14";"11";"12";"11";"12";"14";"12";"14";"13";"10";"13";"14";"13";"12";"14";"14";"14";"13";"17";"14";"14";"12"
"Myrto Uzuni";"2234";"13";"11";"13";"14";"12";"12";"13";"10";"3";"4";"11";"13";"5";"12";"16";"10";"13";"12";"11";"11";"10";"15";"13";"10";"13";"6";"11";"15";"14";"14";"12";"10";"9";"14";"13";"11";"12";"8"
"Javier Aquino";"2235";"7";"13";"15";"10";"11";"8";"6";"8";"7";"11";"13";"12";"12";"13";"12";"12";"13";"13";"12";"13";"13";"16";"14";"10";"15";"11";"12";"13";"12";"12";"11";"6";"14";"12";"13";"8";"12";"12"
"Daniele Verde";"2236";"14";"14";"15";"12";"14";"13";"6";"12";"4";"4";"14";"13";"5";"16";"11";"12";"13";"11";"9";"13";"12";"15";"15";"7";"12";"4";"10";"12";"15";"15";"14";"5";"14";"13";"11";"9";"12";"6"
"Grant Hanley";"2237";"6";"6";"8";"6";"9";"6";"16";"6";"8";"14";"10";"6";"15";"9";"16";"14";"16";"10";"12";"6";"11";"16";"8";"18";"8";"14";"17";"14";"14";"8";"11";"15";"10";"14";"14";"17";"14";"16"
"Felipe Román";"2238";"7";"11";"8";"6";"9";"5";"10";"11";"13";"11";"10";"5";"13";"11";"9";"12";"14";"14";"13";"11";"13";"13";"6";"12";"11";"13";"14";"14";"13";"14";"15";"11";"14";"14";"14";"15";"14";"9"
"Carlos Lampe";"2239";"5";"2";"2";"1";"8";"6";"6";"1";"1";"2";"11";"3";"3";"8";"12";"12";"14";"14";"15";"9";"14";"14";"5";"15";"8";"14";"14";"8";"5";"10";"12";"15";"14";"4";"7";"14";"12";"11"
"Pedro Raul";"2240";"7";"9";"11";"14";"11";"10";"15";"10";"10";"6";"12";"15";"7";"11";"11";"13";"12";"13";"13";"11";"12";"11";"9";"11";"14";"12";"13";"14";"14";"13";"13";"17";"14";"13";"13";"15";"14";"5"
"João Paulo";"2241";"13";"13";"14";"12";"14";"14";"10";"13";"11";"10";"14";"13";"11";"14";"11";"13";"12";"12";"13";"13";"14";"11";"12";"12";"12";"11";"13";"13";"13";"13";"14";"7";"8";"12";"13";"12";"13";"9"
"Ladislav Krejčí";"2242";"13";"13";"14";"9";"12";"13";"8";"9";"4";"6";"13";"13";"10";"14";"8";"11";"11";"11";"12";"13";"10";"12";"14";"10";"14";"7";"15";"15";"14";"13";"12";"8";"10";"14";"14";"10";"10";"8"
"Matheus";"2243";"10";"12";"15";"12";"12";"12";"10";"12";"14";"8";"10";"13";"7";"13";"15";"11";"15";"12";"10";"10";"13";"18";"15";"14";"14";"9";"12";"14";"14";"14";"10";"9";"15";"13";"12";"10";"15";"9"
"Nacho";"2244";"8";"14";"11";"9";"11";"8";"7";"13";"14";"12";"12";"5";"12";"13";"14";"15";"14";"12";"13";"12";"13";"13";"11";"13";"14";"11";"15";"15";"14";"14";"13";"8";"15";"14";"14";"11";"12";"7"
"Nathan";"2245";"11";"11";"14";"12";"14";"12";"11";"14";"7";"8";"15";"12";"6";"15";"10";"14";"11";"11";"11";"14";"13";"12";"13";"7";"15";"10";"13";"14";"14";"14";"13";"8";"12";"12";"11";"10";"11";"7"
"Otávio";"2246";"7";"9";"10";"9";"13";"10";"12";"11";"7";"15";"14";"10";"14";"13";"15";"13";"14";"13";"13";"11";"12";"14";"11";"10";"10";"14";"14";"15";"13";"13";"12";"11";"12";"12";"13";"14";"13";"12"
"Rodriguinho";"2247";"8";"13";"14";"13";"14";"8";"13";"13";"5";"8";"16";"13";"8";"14";"13";"13";"14";"13";"11";"14";"14";"10";"15";"14";"14";"11";"11";"15";"12";"12";"13";"9";"15";"10";"10";"9";"8";"8"
"Alan Franco";"2248";"7";"9";"10";"11";"14";"7";"7";"10";"5";"10";"14";"9";"11";"14";"11";"13";"10";"14";"12";"13";"13";"12";"12";"10";"15";"9";"13";"15";"13";"16";"12";"7";"15";"12";"17";"11";"11";"5"
"Dani Rodríguez";"2249";"10";"12";"14";"13";"13";"11";"11";"16";"3";"5";"12";"10";"6";"13";"13";"12";"12";"13";"12";"13";"14";"15";"13";"13";"13";"8";"14";"14";"12";"13";"12";"9";"12";"14";"13";"10";"14";"6"
"Diego Costa";"2250";"9";"10";"13";"9";"13";"9";"15";"9";"10";"12";"12";"10";"14";"13";"10";"13";"11";"14";"13";"10";"12";"14";"10";"18";"11";"13";"13";"13";"13";"14";"12";"13";"13";"12";"14";"12";"14";"9"
"Gabriel";"2251";"9";"9";"12";"10";"13";"9";"8";"9";"8";"14";"12";"8";"14";"12";"17";"11";"16";"11";"14";"9";"10";"14";"10";"12";"13";"11";"16";"16";"14";"14";"14";"6";"12";"14";"17";"13";"11";"13"
