"Name(ocultar)";"Futbolista_ID";"Alcance aéreo";"Liderazgo en el área";"Comunicación";"Exentricidad";"Manejo de balón";"Despeje de balón";"1 vs 1";"Reflejos";"Salir a por el balón ";"Puños de portero";"Lanzamientos de portero"
"Aridane Hernández";"1434";"3";"2";"2";"3";"3";"3";"3";"3";"3";"2";"3"
"Pedro Bigas";"1435";"1";"2";"2";"3";"1";"3";"3";"4";"2";"2";"3"
"Iuri Medeiros";"1436";"3";"2";"1";"2";"1";"2";"3";"4";"3";"3";"3"
"Shoya Nakajima";"1437";"2";"1";"2";"2";"3";"4";"3";"3";"4";"3";"1"
"Nathan Collins";"1438";"3";"1";"1";"3";"1";"2";"2";"2";"2";"3";"3"
"Genki Haraguchi";"1439";"2";"4";"1";"4";"2";"1";"1";"2";"2";"3";"2"
"Lautaro Giannetti";"1440";"1";"2";"2";"2";"3";"1";"1";"3";"2";"3";"2"
"Fabiano Parisi";"1441";"1";"1";"1";"2";"2";"1";"1";"3";"1";"2";"2"
"Amin Younes";"1442";"1";"2";"2";"2";"1";"2";"3";"3";"2";"3";"1"
"Dwight McNeil";"1443";"2";"2";"3";"3";"4";"3";"3";"1";"4";"3";"1"
"Emiliano Rigoni";"1444";"3";"3";"2";"1";"3";"1";"2";"1";"1";"2";"1"
"Carlos Salcedo";"1445";"1";"4";"3";"3";"1";"1";"3";"2";"2";"1";"1"
"Sanjin Prcic";"1446";"4";"1";"3";"1";"1";"4";"3";"3";"3";"3";"2"
"Theo Bongonda";"1447";"1";"1";"1";"2";"1";"1";"2";"3";"1";"2";"2"
"Neal Maupay";"1448";"2";"1";"1";"3";"3";"2";"3";"2";"1";"3";"2"
"Pablo Marí";"1449";"3";"2";"1";"1";"2";"1";"3";"1";"2";"4";"1"
"Franco Cristaldo";"1450";"3";"3";"2";"2";"2";"2";"2";"3";"1";"1";"2"
"Almamy Touré";"1451";"3";"3";"1";"2";"1";"3";"2";"1";"3";"4";"3"
"Samuele Ricci";"1452";"2";"4";"1";"2";"2";"2";"3";"3";"2";"3";"1"
"Flavien Tait";"1453";"3";"2";"1";"2";"1";"3";"2";"3";"3";"1";"3"
"Giorgos Kyriakopoulos";"1454";"3";"2";"1";"3";"2";"2";"3";"3";"1";"1";"3"
"Eduardo Vargas";"1455";"2";"3";"2";"3";"1";"1";"2";"2";"1";"3";"3"
"Jeffrey Schlupp";"1456";"3";"1";"1";"3";"1";"1";"3";"1";"2";"1";"1"
"Wahbi Khazri";"1457";"2";"2";"4";"2";"3";"1";"2";"1";"2";"2";"1"
"Eugenio Mena";"1458";"3";"4";"2";"2";"2";"2";"3";"2";"1";"2";"2"
"Cauly";"1459";"2";"2";"2";"2";"2";"3";"1";"2";"1";"3";"3"
"Caleb Okoli";"1460";"2";"2";"1";"1";"1";"1";"2";"2";"3";"1";"1"
"Axel Tuanzebe";"1461";"3";"2";"3";"3";"2";"2";"2";"3";"3";"3";"2"
"Omar Mascarell";"1462";"1";"3";"3";"3";"3";"2";"2";"3";"2";"1";"1"
"Lorenzo Montipò";"1463";"15";"14";"14";"8";"13";"16";"14";"17";"11";"12";"12"
"Sergio Gómez";"1464";"2";"3";"3";"1";"2";"1";"3";"2";"1";"1";"2"
"Chris Wood";"1465";"1";"2";"2";"2";"3";"3";"1";"2";"3";"2";"3"
"Kevin Schade";"1466";"1";"2";"4";"3";"1";"1";"3";"2";"3";"2";"2"
"Sandro Lauper";"1467";"2";"1";"2";"1";"3";"3";"1";"1";"3";"1";"3"
"Armando Izzo";"1468";"3";"3";"2";"3";"1";"2";"3";"1";"3";"3";"3"
"James Tavernier";"1469";"1";"1";"1";"3";"3";"1";"1";"3";"1";"2";"2"
"Jonjo Shelvey";"1470";"1";"3";"3";"3";"2";"3";"4";"2";"1";"1";"1"
"Marcos Rocha";"1471";"1";"2";"1";"3";"2";"3";"2";"1";"3";"2";"1"
"Jesús Angulo";"1472";"2";"4";"2";"2";"1";"1";"1";"3";"1";"1";"1"
"Mathias Jensen";"1473";"3";"4";"2";"2";"2";"3";"2";"3";"2";"3";"1"
"Steven Alzate";"1474";"1";"3";"2";"3";"3";"1";"3";"3";"3";"3";"3"
"Luke Ayling";"1475";"2";"3";"2";"2";"2";"1";"3";"1";"1";"3";"2"
"Frank Acheampong";"1476";"2";"4";"2";"2";"1";"1";"2";"2";"3";"4";"2"
"Iván Balliu";"1477";"2";"1";"3";"3";"2";"1";"1";"3";"1";"3";"2"
"Bertrand Traoré";"1478";"2";"3";"4";"1";"2";"3";"3";"2";"3";"1";"3"
"Ashley Young";"1479";"1";"3";"1";"2";"1";"1";"2";"4";"2";"1";"2"
"Sebastián Córdova";"1480";"2";"3";"3";"3";"3";"3";"2";"3";"2";"2";"1"
"Amadou Onana";"1481";"2";"3";"3";"2";"3";"1";"3";"4";"1";"1";"1"
"Trezeguet";"1482";"2";"2";"4";"3";"1";"2";"2";"1";"2";"2";"1"
"Nicolas Jackson";"1483";"3";"1";"1";"4";"3";"1";"3";"3";"3";"4";"1"
"Emanuel Reynoso";"1484";"1";"3";"3";"2";"1";"1";"3";"3";"1";"3";"2"
"Petros";"1485";"3";"1";"1";"1";"2";"1";"2";"1";"2";"2";"4"
"Cristhian Stuani";"1486";"2";"2";"2";"3";"3";"1";"1";"3";"2";"3";"3"
"Rasmus Kristensen";"1487";"2";"1";"1";"3";"3";"3";"1";"3";"4";"2";"2"
"Daler Kuzyaev";"1488";"2";"2";"1";"2";"2";"1";"1";"2";"3";"2";"1"
"Kasper Dolberg";"1489";"1";"1";"3";"2";"2";"1";"1";"1";"2";"3";"3"
"Olivier Boscagli";"1490";"3";"3";"2";"3";"2";"1";"2";"1";"3";"1";"1"
"Layvin Kurzawa";"1491";"1";"2";"2";"3";"2";"2";"2";"2";"1";"1";"3"
"Cesinha";"1492";"2";"1";"1";"2";"3";"1";"2";"2";"3";"3";"1"
"Paul Bernardoni";"1493";"14";"13";"13";"9";"13";"12";"14";"15";"10";"13";"10"
"João Mário";"1494";"1";"3";"3";"3";"2";"3";"2";"1";"2";"1";"1"
"João Pedro";"1495";"4";"1";"1";"3";"2";"1";"4";"1";"3";"2";"1"
"Romarinho";"1496";"1";"1";"2";"2";"3";"3";"2";"3";"2";"3";"1"
"Adrián";"1497";"13";"13";"16";"15";"13";"12";"13";"14";"12";"15";"13"
"André";"1498";"3";"2";"1";"2";"3";"1";"1";"1";"2";"1";"1"
"Andrés Mosquera";"1499";"13";"13";"13";"14";"14";"13";"13";"15";"12";"12";"12"
"Carlos Eduardo";"1500";"3";"2";"1";"2";"3";"3";"1";"3";"1";"1";"2"
"Sebastiaan Bornauw";"1501";"1";"3";"2";"1";"1";"3";"3";"4";"3";"1";"2"
"Brenden Aaronson";"1502";"3";"2";"1";"2";"2";"3";"3";"2";"2";"3";"1"
"Walker Zimmerman";"1503";"1";"2";"1";"2";"2";"2";"3";"1";"3";"1";"3"
"Manoel";"1504";"3";"1";"2";"1";"2";"1";"2";"1";"3";"2";"3"
"Riccardo Saponara";"1505";"3";"1";"3";"3";"3";"2";"3";"1";"2";"4";"2"
"Jiří Pavlenka";"1506";"14";"14";"12";"6";"12";"9";"17";"17";"13";"13";"10"
"Chris Richards";"1507";"2";"4";"1";"2";"1";"2";"2";"3";"2";"3";"4"
"Tiquinho Soares";"1508";"1";"3";"2";"1";"4";"3";"3";"1";"1";"3";"3"
"Josip Iličič";"1509";"2";"3";"4";"3";"3";"1";"1";"1";"1";"3";"2"
"Kristjan Asllani";"1510";"3";"1";"1";"2";"3";"2";"1";"3";"3";"3";"4"
"Iago";"1511";"2";"1";"2";"1";"3";"2";"3";"3";"3";"1";"1"
"William Tesillo";"1512";"1";"2";"2";"1";"3";"2";"3";"1";"3";"1";"4"
"Pizzi";"1513";"3";"1";"2";"4";"1";"1";"3";"2";"3";"3";"1"
"Bento";"1514";"13";"13";"13";"10";"15";"12";"14";"13";"14";"11";"11"
"Fábio Martins";"1515";"3";"1";"2";"2";"3";"1";"3";"2";"1";"3";"1"
"Heorhiy Bushchan";"1516";"15";"14";"13";"5";"12";"15";"12";"15";"11";"15";"14"
"Maximilian Wöber";"1517";"3";"3";"2";"2";"2";"3";"2";"2";"3";"3";"1"
"Lucas Robertone";"1518";"2";"3";"3";"3";"3";"3";"2";"2";"1";"2";"3"
"Daizen Maeda";"1519";"3";"2";"2";"1";"2";"1";"3";"2";"2";"4";"2"
"Wendell";"1520";"3";"2";"2";"2";"3";"4";"3";"3";"1";"3";"3"
"Rodrigo Dourado";"1521";"2";"2";"3";"1";"2";"3";"2";"1";"3";"3";"2"
"Ignacio Rivero";"1522";"1";"2";"2";"1";"1";"3";"1";"3";"3";"1";"3"
"Largie Ramazani";"1523";"3";"3";"2";"2";"2";"1";"3";"1";"3";"1";"3"
"Okay Yokuşlu";"1524";"3";"2";"1";"2";"2";"3";"2";"2";"3";"2";"1"
"Kô Itakura";"1525";"1";"3";"3";"2";"2";"1";"4";"3";"2";"2";"2"
"Yan Couto";"1526";"1";"2";"3";"1";"1";"2";"2";"2";"1";"3";"2"
"Carlos Jr.";"1527";"3";"2";"2";"2";"3";"2";"2";"2";"3";"3";"1"
"Fabio Miretti";"1528";"3";"2";"3";"1";"3";"3";"3";"2";"1";"3";"1"
"Clinton Mata";"1529";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"4"
"Ryan Bertrand";"1530";"2";"1";"3";"1";"2";"2";"1";"4";"3";"2";"3"
"Michael";"1531";"2";"1";"2";"1";"3";"3";"1";"1";"4";"3";"1"
"Andreas Cornelius";"1532";"1";"1";"2";"1";"3";"3";"3";"1";"1";"2";"3"
"Thiago Mendes";"1533";"3";"3";"1";"3";"2";"2";"1";"2";"3";"3";"3"
"Ferran Jutglà";"1534";"1";"1";"2";"1";"1";"1";"3";"2";"2";"4";"1"
"Anderson Plata";"1535";"3";"2";"2";"3";"3";"1";"2";"1";"3";"2";"2"
"Hugo Duro";"1536";"2";"3";"1";"1";"3";"3";"2";"1";"3";"1";"4"
"Thiago Galhardo";"1537";"1";"1";"1";"1";"2";"1";"1";"3";"3";"2";"2"
"Andrés Ibargüen";"1538";"2";"2";"2";"3";"2";"3";"4";"1";"1";"4";"3"
"Víctor Cuesta";"1539";"3";"2";"1";"2";"3";"1";"2";"1";"1";"3";"2"
"Guillermo Fernández";"1540";"4";"2";"1";"4";"2";"3";"1";"2";"3";"3";"2"
"Matías Viña";"1541";"3";"2";"1";"3";"1";"1";"2";"4";"2";"4";"2"
"Rayan Aït-Nouri";"1542";"3";"3";"2";"1";"3";"3";"4";"2";"2";"3";"3"
"Vincent Aboubakar";"1543";"2";"1";"1";"3";"3";"1";"1";"1";"3";"2";"3"
"Alessandro Buongiorno";"1544";"1";"2";"1";"4";"1";"2";"2";"3";"3";"2";"1"
"Charlie Taylor";"1545";"1";"2";"3";"3";"2";"2";"4";"3";"2";"1";"2"
"Lyanco";"1546";"1";"3";"3";"2";"2";"2";"3";"2";"1";"1";"3"
"Jorge Sánchez";"1547";"1";"2";"2";"4";"2";"4";"2";"4";"3";"3";"1"
"Gustavo";"1548";"1";"2";"2";"3";"3";"4";"1";"3";"1";"3";"2"
"Alfonso González";"1549";"2";"2";"1";"1";"1";"3";"3";"3";"1";"1";"3"
"Rodolfo Pizarro";"1550";"2";"1";"1";"2";"3";"2";"2";"3";"1";"2";"3"
"Paul Arriola";"1551";"3";"1";"2";"1";"2";"3";"2";"2";"3";"1";"1"
"Tokmac Nguen";"1552";"1";"1";"3";"2";"2";"3";"3";"2";"3";"2";"1"
"Henry Martín";"1553";"1";"2";"3";"4";"2";"1";"3";"3";"3";"4";"1"
"Kristijan Jakić";"1554";"3";"3";"3";"3";"2";"2";"3";"1";"2";"1";"1"
"Luiz Araújo";"1555";"3";"3";"2";"2";"3";"3";"3";"2";"1";"3";"2"
"Lorenzo Venuti";"1556";"1";"3";"1";"1";"3";"1";"3";"1";"3";"2";"2"
"Luka Ivanušec";"1557";"1";"1";"2";"1";"3";"3";"2";"1";"2";"4";"1"
"Alan Kardec";"1558";"2";"4";"1";"3";"4";"2";"1";"4";"3";"3";"4"
"Christian Noboa";"1559";"1";"1";"2";"2";"1";"3";"3";"3";"2";"1";"2"
"Léo Pereira";"1560";"1";"3";"3";"3";"1";"2";"3";"1";"3";"2";"3"
"Emmanuel Gyasi";"1561";"1";"1";"1";"3";"1";"1";"4";"1";"3";"2";"3"
"Luis Chávez";"1562";"1";"1";"2";"3";"1";"1";"2";"4";"2";"4";"3"
"Dedryck Boyata";"1563";"2";"4";"1";"2";"3";"4";"3";"3";"1";"3";"2"
"Adam Forshaw";"1564";"2";"3";"2";"1";"3";"3";"2";"3";"2";"3";"1"
"Andrea Petagna";"1565";"1";"1";"2";"1";"3";"2";"3";"3";"1";"4";"2"
"Emiliano Vecchio";"1566";"3";"1";"3";"2";"4";"1";"3";"2";"1";"3";"1"
"André Horta";"1567";"1";"2";"2";"2";"1";"4";"1";"1";"2";"1";"3"
"Cameron Carter-Vickers";"1568";"3";"1";"3";"1";"4";"2";"2";"2";"1";"1";"2"
"Ola Solbakken";"1569";"3";"1";"2";"1";"1";"1";"2";"2";"2";"3";"3"
"Paulo Díaz";"1570";"3";"2";"1";"3";"3";"1";"4";"4";"1";"1";"2"
"Ibrahima Diallo";"1571";"1";"2";"3";"3";"2";"2";"3";"2";"3";"3";"1"
"Artur";"1572";"2";"2";"1";"1";"1";"1";"2";"3";"2";"1";"3"
"Nahitan Nández";"1573";"4";"1";"2";"3";"1";"1";"1";"2";"2";"3";"3"
"Omer Atzili";"1574";"3";"1";"2";"1";"3";"1";"1";"3";"3";"1";"3"
"Abdul Mumin";"1575";"3";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2"
"Yacine Adli";"1576";"1";"3";"1";"3";"3";"1";"3";"1";"3";"2";"3"
"Amine Gouiri";"1577";"3";"2";"2";"2";"2";"1";"1";"2";"3";"1";"4"
"Walace";"1578";"1";"1";"1";"2";"3";"3";"2";"3";"2";"4";"2"
"Rasmus Højlund";"1579";"2";"2";"2";"3";"1";"2";"3";"2";"1";"1";"2"
"David Brooks";"1580";"2";"1";"3";"3";"3";"3";"1";"1";"3";"3";"1"
"Nuno Sequeira";"1581";"2";"3";"1";"1";"1";"2";"3";"1";"1";"3";"1"
"Tomáš Holeš";"1582";"3";"2";"2";"2";"1";"2";"2";"3";"3";"1";"1"
"Javier Pastore";"1583";"2";"2";"3";"1";"4";"4";"3";"2";"2";"2";"1"
"Ryan Kent";"1584";"3";"4";"1";"2";"3";"3";"1";"3";"2";"1";"1"
"Anthony Caci";"1585";"3";"1";"1";"2";"3";"3";"1";"2";"3";"3";"3"
"Andros Townsend";"1586";"2";"2";"1";"1";"3";"1";"2";"3";"1";"3";"2"
"Ola Aina";"1587";"2";"3";"2";"2";"3";"1";"1";"2";"4";"1";"2"
"Pontus Jansson";"1588";"2";"2";"2";"1";"1";"2";"3";"3";"1";"3";"2"
"Faitout Maouassa";"1589";"3";"2";"2";"3";"1";"1";"1";"1";"2";"3";"2"
"Andrea Consigli";"1590";"11";"13";"13";"5";"13";"15";"14";"15";"12";"14";"14"
"Teemu Pukki";"1591";"2";"3";"1";"3";"3";"1";"3";"1";"3";"1";"2"
"Alfonso Espino";"1592";"1";"2";"1";"1";"1";"2";"1";"1";"3";"3";"2"
"Ahmed Hegazi";"1593";"3";"3";"2";"3";"3";"1";"1";"1";"3";"3";"2"
"Eldor Shomurodov";"1594";"2";"2";"2";"3";"1";"1";"4";"3";"4";"4";"2"
"Piero Hincapié";"1595";"2";"1";"3";"2";"2";"2";"2";"2";"3";"1";"1"
"Miguel Veloso";"1596";"3";"3";"3";"1";"3";"2";"4";"1";"1";"1";"3"
"Cristian Ramírez";"1597";"3";"3";"1";"3";"2";"1";"3";"3";"1";"3";"1"
"Javi Sánchez";"1598";"2";"3";"3";"2";"1";"1";"1";"2";"1";"2";"3"
"Jan Thielmann";"1599";"1";"3";"1";"1";"1";"2";"3";"4";"1";"1";"2"
"Tiémoué Bakayoko";"1600";"1";"3";"3";"3";"1";"2";"2";"2";"3";"2";"2"
"Jonathan Burkardt";"1601";"2";"4";"3";"1";"1";"3";"1";"1";"1";"1";"1"
"Sergio Herrera";"1602";"13";"13";"14";"13";"14";"10";"14";"16";"12";"11";"13"
"Richard Sánchez";"1603";"2";"2";"1";"1";"4";"1";"3";"1";"3";"3";"2"
"Marvin Schwäbe";"1604";"12";"11";"9";"15";"12";"15";"16";"16";"13";"10";"13"
"Sead Kolašinac";"1605";"2";"1";"4";"1";"2";"4";"1";"2";"4";"1";"2"
"Álvaro Negredo";"1606";"1";"3";"1";"3";"3";"1";"1";"2";"3";"3";"2"
"Jurgen Ekkelenkamp";"1607";"2";"1";"2";"4";"3";"1";"4";"2";"1";"2";"3"
"Toño";"1608";"1";"2";"2";"3";"1";"2";"2";"2";"2";"4";"2"
"Andreas Luthe";"1609";"13";"14";"16";"12";"12";"12";"12";"15";"12";"13";"11"
"Óscar Valentín";"1610";"3";"3";"2";"3";"1";"1";"1";"2";"3";"1";"2"
"Zaidu Sanusi";"1611";"2";"1";"1";"4";"1";"3";"2";"3";"2";"1";"3"
"Jaime Mata";"1612";"2";"3";"2";"1";"2";"3";"3";"3";"1";"1";"2"
"Mady Camara";"1613";"1";"1";"3";"1";"2";"3";"3";"1";"1";"1";"2"
"Gonzalo Melero";"1614";"1";"1";"3";"2";"3";"1";"1";"3";"2";"2";"2"
"Marcel Halstenberg";"1615";"3";"4";"1";"2";"3";"1";"4";"2";"2";"3";"3"
"Martín Ojeda";"1616";"1";"2";"2";"1";"3";"2";"1";"1";"1";"1";"3"
"Florian Niederlechner";"1617";"2";"1";"2";"2";"3";"4";"2";"1";"1";"2";"3"
"Timo Horn";"1618";"13";"11";"10";"10";"14";"13";"15";"15";"11";"12";"15"
"Mickaël Malsa";"1619";"1";"1";"1";"4";"2";"3";"3";"3";"1";"1";"2"
"Unai Núñez";"1620";"3";"1";"2";"1";"4";"1";"3";"3";"1";"1";"1"
"Benjamin Lecomte";"1621";"12";"12";"11";"8";"14";"13";"14";"15";"13";"13";"12"
"Hassane Kamara";"1622";"2";"1";"3";"2";"1";"2";"1";"1";"1";"3";"1"
"António Silva";"1623";"1";"3";"1";"2";"1";"2";"2";"3";"2";"3";"2"
"Sebastian Rode";"1624";"1";"2";"2";"2";"3";"3";"3";"2";"1";"2";"1"
"Adrià Pedrosa";"1625";"1";"3";"3";"1";"4";"3";"2";"3";"3";"1";"3"
"Florian Kainz";"1626";"1";"2";"1";"1";"1";"1";"1";"1";"2";"3";"1"
"Philipp Lienhart";"1627";"1";"4";"4";"3";"2";"1";"3";"2";"1";"2";"1"
"Lloyd Kelly";"1628";"2";"2";"1";"1";"3";"3";"2";"3";"2";"3";"1"
"Uroš Račić";"1629";"2";"2";"3";"2";"3";"3";"2";"2";"2";"2";"1"
"Aaron Hickey";"1630";"1";"2";"3";"3";"1";"2";"4";"4";"2";"2";"2"
"Robert Arboleda";"1631";"1";"1";"2";"2";"1";"1";"2";"3";"2";"1";"3"
"Adrien Thomasson";"1632";"1";"1";"1";"2";"2";"1";"2";"3";"2";"1";"2"
"Marvin Friedrich";"1633";"2";"3";"1";"3";"1";"3";"3";"1";"3";"2";"2"
"Marco Richter";"1634";"2";"1";"3";"1";"1";"2";"2";"3";"1";"1";"1"
"Gustavo Hamer";"1635";"1";"1";"1";"1";"2";"2";"1";"2";"2";"3";"3"
"Jefferson Savarino";"1636";"1";"1";"2";"2";"1";"1";"1";"3";"2";"3";"1"
"Roque Mesa";"1637";"2";"1";"3";"1";"2";"4";"3";"1";"2";"3";"1"
"Benjamin Hübner";"1638";"3";"2";"3";"4";"3";"3";"3";"2";"3";"3";"1"
"Kévin Malcuit";"1639";"3";"1";"1";"2";"1";"2";"3";"3";"1";"2";"3"
"Lucas Pérez";"1640";"1";"1";"3";"3";"3";"1";"3";"3";"4";"2";"1"
"Denis Vavro";"1641";"4";"4";"1";"1";"1";"1";"2";"3";"1";"3";"1"
"Perr Schuurs";"1642";"4";"2";"1";"4";"2";"2";"3";"2";"2";"1";"2"
"Waldemar Anton";"1643";"1";"2";"3";"1";"1";"3";"2";"3";"4";"2";"2"
"Max Aarons";"1644";"3";"1";"1";"3";"1";"1";"2";"2";"2";"1";"1"
"Demarai Gray";"1645";"1";"2";"1";"1";"2";"3";"3";"2";"1";"2";"1"
"Gonzalo Verdú";"1646";"2";"3";"4";"1";"1";"1";"2";"4";"3";"3";"2"
"Mihailo Ristić";"1647";"3";"2";"3";"1";"4";"1";"3";"1";"2";"3";"2"
"Agus Medina";"1648";"3";"4";"1";"3";"1";"1";"2";"1";"3";"3";"1"
"Jair";"1649";"3";"3";"2";"1";"3";"2";"3";"3";"1";"3";"3"
"Murilo";"1650";"1";"3";"3";"3";"3";"3";"1";"1";"3";"3";"4"
"Víctor Guzmán";"1651";"2";"1";"2";"2";"1";"3";"1";"2";"2";"2";"1"
"Zeca";"1652";"2";"2";"1";"2";"2";"2";"2";"4";"1";"3";"3"
"Brenner";"1653";"2";"2";"3";"1";"2";"1";"2";"3";"2";"2";"2"
"Rodrigo Pinho";"1654";"3";"1";"3";"1";"3";"2";"2";"3";"3";"1";"3"
"Evander";"1655";"1";"3";"1";"1";"2";"3";"1";"2";"3";"3";"3"
"Fabrício Bruno";"1656";"1";"2";"2";"3";"3";"3";"3";"2";"1";"2";"3"
"Mitchel Bakker";"1657";"3";"3";"1";"1";"2";"1";"1";"3";"4";"2";"3"
"Fran Navarro";"1658";"2";"1";"3";"1";"3";"3";"2";"2";"3";"3";"2"
"Pathé Ciss";"1659";"1";"1";"2";"2";"2";"2";"3";"3";"3";"1";"2"
"Makoto Hasebe";"1660";"2";"2";"2";"3";"3";"4";"2";"3";"3";"2";"4"
"Yunis Abdelhamid";"1661";"3";"1";"2";"3";"2";"2";"2";"1";"2";"1";"3"
"Peter Shalulile";"1662";"2";"3";"2";"2";"4";"2";"1";"1";"3";"2";"1"
"André Hahn";"1663";"2";"2";"1";"2";"3";"2";"1";"2";"1";"2";"2"
"Bartosz Bereszyński";"1664";"1";"2";"2";"1";"3";"3";"1";"3";"1";"2";"2"
"Kwon Chang-Hoon";"1665";"3";"1";"1";"1";"3";"3";"3";"1";"2";"3";"4"
"Anthony Gordon";"1666";"1";"1";"3";"1";"1";"1";"1";"2";"1";"1";"3"
"Birger Meling";"1667";"3";"3";"2";"4";"4";"1";"3";"3";"2";"2";"3"
"Bibars Natcho";"1668";"2";"2";"4";"3";"1";"1";"2";"3";"2";"3";"2"
"Josip Stanišić";"1669";"3";"1";"3";"1";"1";"1";"1";"3";"2";"2";"3"
"Rubén Castro";"1670";"1";"1";"3";"2";"1";"2";"2";"3";"3";"3";"4"
"Josip Juranović";"1671";"3";"2";"1";"2";"1";"3";"2";"2";"1";"1";"3"
"Timo Hübers";"1672";"4";"1";"4";"2";"2";"3";"1";"3";"3";"2";"3"
"Simon Banza";"1673";"3";"3";"1";"3";"3";"2";"1";"2";"2";"2";"3"
"Joaquín Piquerez";"1674";"4";"3";"4";"1";"1";"3";"2";"2";"2";"3";"3"
"Filipe Luís";"1675";"2";"2";"1";"2";"2";"1";"2";"3";"3";"3";"3"
"Jhon Lucumí";"1676";"2";"1";"2";"4";"3";"1";"3";"2";"3";"1";"3"
"Georginio Rutter";"1677";"1";"3";"3";"2";"3";"2";"2";"4";"1";"2";"2"
"Dayro Moreno";"1678";"1";"3";"2";"3";"3";"3";"2";"1";"3";"4";"1"
"Eduardo Salvio";"1679";"2";"3";"2";"2";"1";"2";"3";"3";"1";"1";"1"
"Ondrej Duda";"1680";"1";"2";"2";"3";"1";"1";"4";"2";"4";"3";"2"
"Tom Davies";"1681";"1";"2";"1";"2";"3";"3";"1";"1";"3";"2";"1"
"Tonny Vilhena";"1682";"1";"1";"1";"2";"3";"2";"4";"1";"2";"3";"2"
"Arthur Masuaku";"1683";"2";"3";"2";"1";"3";"4";"2";"1";"2";"1";"1"
"Milot Rashica";"1684";"2";"2";"1";"1";"1";"2";"3";"2";"1";"3";"2"
"Alessio Zerbin";"1685";"3";"1";"1";"2";"2";"4";"4";"3";"2";"2";"2"
"Aleš Čermák";"1686";"1";"3";"4";"3";"1";"3";"4";"4";"2";"2";"3"
"Martín Merquelanz";"1687";"2";"2";"1";"2";"3";"3";"3";"3";"3";"2";"2"
"Vedat Muriqi";"1688";"3";"3";"3";"3";"1";"3";"3";"2";"2";"3";"1"
"Diego Valoyes";"1689";"3";"3";"2";"3";"1";"3";"2";"3";"3";"1";"2"
"Marcelo Allende";"1690";"2";"3";"1";"3";"3";"3";"3";"2";"1";"3";"3"
"Zinho Vanheusden";"1691";"1";"2";"1";"1";"1";"1";"2";"3";"1";"4";"1"
"Sebastián Pérez";"1692";"4";"1";"3";"1";"2";"2";"2";"1";"3";"3";"3"
"Gabriel Strefezza";"1693";"4";"3";"4";"1";"1";"3";"2";"2";"1";"2";"3"
"Eduardo Bauermann";"1694";"1";"3";"4";"3";"1";"3";"4";"1";"3";"3";"2"
"Frédéric Guilbert";"1695";"1";"3";"3";"1";"1";"3";"1";"4";"3";"1";"3"
"Jakub Kiwior";"1696";"3";"3";"2";"1";"3";"2";"2";"1";"3";"2";"1"
"Habib Diallo";"1697";"1";"1";"1";"1";"2";"1";"2";"4";"1";"2";"1"
"Loris Karius";"1698";"11";"10";"13";"16";"14";"14";"16";"16";"17";"13";"13"
"Maximilian Philipp";"1699";"2";"2";"3";"3";"2";"1";"1";"1";"3";"4";"3"
"Dominik Kohr";"1700";"3";"4";"2";"1";"3";"2";"2";"3";"1";"4";"1"
"Jordy Clasie";"1701";"3";"3";"2";"1";"3";"2";"3";"1";"1";"3";"2"
"Guus Til";"1702";"2";"2";"3";"2";"1";"2";"1";"3";"3";"2";"2"
"Josuha Guilavogui";"1703";"2";"2";"2";"1";"2";"3";"3";"1";"2";"2";"3"
"Claudio Baeza";"1704";"2";"4";"1";"2";"1";"2";"3";"1";"1";"3";"3"
"Guillermo Maripán";"1705";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"3"
"Xeka";"1706";"2";"2";"2";"1";"3";"2";"2";"1";"2";"1";"1"
"Tim Krul";"1707";"14";"14";"15";"8";"14";"13";"15";"15";"15";"12";"12"
"Geromel";"1708";"2";"4";"3";"2";"2";"1";"3";"1";"2";"3";"2"
"Anthony Lozano";"1709";"4";"3";"4";"3";"1";"2";"4";"2";"1";"4";"2"
"Monchu";"1710";"2";"2";"2";"3";"2";"2";"3";"3";"3";"1";"2"
"Juan Pablo Vargas";"1711";"3";"1";"3";"2";"3";"1";"4";"4";"1";"3";"1"
"Bruno Varela";"1712";"14";"9";"15";"13";"13";"13";"14";"16";"12";"14";"12"
"Hugo Vetlesen";"1713";"2";"1";"1";"3";"2";"2";"3";"1";"2";"3";"3"
"Valentino Lazaro";"1714";"3";"1";"2";"3";"2";"3";"3";"2";"3";"1";"2"
"Rubén Alcaraz";"1715";"2";"2";"1";"1";"1";"3";"1";"1";"2";"3";"3"
"Jacob Bruun Larsen";"1716";"1";"2";"3";"2";"2";"1";"3";"2";"1";"1";"2"
"Ivica Ivušić";"1717";"17";"15";"13";"11";"12";"12";"16";"15";"10";"11";"13"
"Lucas Chaves";"1718";"9";"13";"13";"12";"12";"14";"15";"14";"18";"15";"15"
"Juan Carlos";"1719";"14";"13";"13";"6";"15";"13";"14";"16";"13";"14";"13"
"Alberth Elis";"1720";"2";"1";"1";"1";"3";"2";"1";"1";"2";"1";"3"
"Asmir Begović";"1721";"15";"15";"15";"12";"14";"13";"13";"14";"15";"8";"11"
"Rodrigo Aliendro";"1722";"1";"2";"3";"2";"1";"1";"2";"3";"1";"3";"1"
