"Name(ocultar)";"Futbolista_ID";"Nombre";"Apellidos";"Edad";"Posicion";"Nacionalidad 1";"Nacionalidad 2";"Nacionalidad 3";"Fecha de nacimiento";"Equipo";"Sueldo (Semanal)";"Sueldo (mensual)";"Sueldo (Anual)";"Club de Cesion (Solo Jugador cedido)";"Apariciones con la selección nacional";"Goles con la selección nacional"
"Magomed Ozdoev";"1807";"Magomed";"Ozdoev";"29";"MEDIOCENTRO DEFENSIVO";"Russia";;;"05/11/1992";"Fatih Karagümrük A.Ş.";"19999";"79996";"959952";;"35";"4"
"Leonardo Bittencourt";"1808";"Leonardo";"Bittencourt";"28";"EXTREMO";"Germany";"Brazil";;"19/12/1993";"SV Werder Bremen";"42281";"169124";"2029488";;"0";"0"
"Julián Quiñones";"1809";"Julián";"Quiñones";"25";"EXTREMO";"Colombia";;;"24/03/1997";"CD Atlas";"14593";"58372";"700464";;"0";"0"
"Alexandr Kokorin";"1810";"Alexandr";"Kokorin";"31";"EXTREMO";"Russia";;;"19/03/1991";"ACF Fiorentina";"52614";"210456";"2525472";"Aris Limassol";"48";"12"
"Michael Gregoritsch";"1811";"Michael";"Gregoritsch";"28";"EXTREMO";"Austria";;;"18/04/1994";"Sport-Club Freiburg";"19164";"76656";"919872";;"39";"7"
"Jack Cork";"1812";"Jack";"Cork";"33";"MEDIOCENTRO DEFENSIVO";"England";;;"25/06/1989";"Burnley";"28998";"115992";"1391904";;"1";"0"
"Philipp Mwene";"1813";"Philipp";"Mwene";"28";"LATERAL";"Austria";"Kenya";;"29/01/1994";"PSV Eindhoven";"14383";"57532";"690384";;"1";"0"
"Amr Warda";"1814";"Amr";"Warda";"28";"EXTREMO";"Egypt";;;"17/09/1993";"Anorthosis Famagusta";"4099";"16396";"196752";;"30";"1"
"Chidera Ejuke";"1815";"Chidera";"Ejuke";"24";"EXTREMO";"Nigeria";;;"02/01/1998";"CSKA Moscow";"28766";"115064";"1380768";"Hertha Berlin";"8";"0"
"Juanpe";"1816";"Juanpe";"";"31";"DEFENSA CENTRO";"Spain";;;"30/04/1991";"Girona";"4245";"16980";"203760";;"0";"0"
"Andrija Živković";"1817";"Andrija";"Živković";"26";"EXTREMO";"Serbia";;;"11/07/1996";"AS PAOK Salonika";"30749";"122996";"1475952";;"26";"1"
"John Egan";"1818";"John";"Egan";"29";"DEFENSA CENTRO";"Republic of Ireland";;;"20/10/1992";"Sheffield United";"30158";"120632";"1447584";;"26";"1"
"Chicharito";"1819";"Chicharito";"";"34";"DELANTERO";"Mexico";;;"01/06/1988";"LA Galaxy";"116339";"465356";"5584272";;"109";"52"
"Luis Montes";"1820";"Luis";"Montes";"36";"CENTROCAMPISTA";"Mexico";;;"15/05/1986";"Club León";"15527";"62108";"745296";;"25";"5"
"Anton Miranchuk";"1821";"Anton";"Miranchuk";"26";"EXTREMO";"Russia";;;"17/10/1995";"Lokomotiv Moscow";"38500";"154000";"1848000";;"19";"3"
"Alexander Hack";"1822";"Alexander";"Hack";"28";"DEFENSA CENTRO";"Germany";;;"08/09/1993";"1. FSV Mainz 05";"25889";"103556";"1242672";;"0";"0"
"Marin Pongračić";"1823";"Marin";"Pongračić";"24";"LATERAL";"Croatia";"Germany";;"11/09/1997";"VfL Wolfsburg";"42192";"168768";"2025216";"Salento";"5";"0"
"John Brooks";"1824";"John";"Brooks";"29";"DEFENSA CENTRO";"United States";"Germany";;"28/01/1993";"SL Benfica";"33500";"134000";"1608000";;"43";"3"
"Jens Odgaard";"1825";"Jens";"Odgaard";"23";"EXTREMO";"Denmark";;;"31/03/1999";"AZ Alkmaar";"6232";"24928";"299136";;"0";"0"
"Ferdi Kadıoğlu";"1826";"Ferdi";"Kadıoğlu";"22";"LATERAL";"Turkey";"Holland";"Canada";"07/10/1999";"Fenerbahçe A.Ş.";"26588";"106352";"1276224";;"4";"0"
"Chris Führich";"1827";"Chris";"Führich";"24";"EXTREMO";"Germany";;;"09/01/1998";"VfB Stuttgart";"14383";"57532";"690384";;"0";"0"
"Lassina Traoré";"1828";"Lassina";"Traoré";"21";"DELANTERO";"Burkina Faso";"Ivory Coast";;"12/01/2001";"Shakhtar Donetsk";"38462";"153848";"1846176";;"17";"7"
"Alan Pulido";"1829";"Alan";"Pulido";"31";"EXTREMO";"Mexico";;;"08/03/1991";"Sporting Kansas City";"42657";"170628";"2047536";;"20";"5"
"Răzvan Marin";"1830";"Răzvan";"Marin";"26";"MEDIOCENTRO DEFENSIVO";"Romania";;;"23/05/1996";"Cagliari Calcio";"35577";"142308";"1707696";"Empoli Football Club";"41";"2"
"Andrey Lunev";"1831";"Andrey";"Lunev";"30";"PORTERO";"Russia";;;"13/11/1991";"Bayer 04 Leverkusen";"19177";"76708";"920496";;"7";"0"
"Vladimir Weiss";"1832";"Vladimir";"Weiss";"32";"EXTREMO";"Slovakia";"England";;"30/11/1989";"SK Slovan Bratislava";"2108";"8432";"101184";;"77";"8"
"Joseph Aidoo";"1833";"Joseph";"Aidoo";"26";"DEFENSA CENTRO";"Ghana";;;"29/09/1995";"Vigo";"36438";"145752";"1749024";;"8";"0"
"Djed Spence";"1834";"Djed";"Spence";"21";"LATERAL";"England";"Kenya";"Jamaica";"09/08/2000";"Tottenham Hotspur";"40597";"162388";"1948656";;"0";"0"
"Juan Pablo Vigon";"1835";"Juan";"Pablo Vigon";"31";"CENTROCAMPISTA";"Mexico";;;"20/07/1991";"Tigres de la UANL";"12979";"51916";"622992";;"0";"0"
"Petar Stojanović";"1836";"Petar";"Stojanović";"26";"LATERAL";"Slovenia";;;"07/10/1995";"Empoli Football Club";"12308";"49232";"590784";;"37";"2"
"Frank Onyeka";"1837";"Frank";"Onyeka";"24";"MEDIOCENTRO DEFENSIVO";"Nigeria";;;"01/01/1998";"Brentford";"40597";"162388";"1948656";;"7";"0"
"João Gomes";"1838";"João";"Gomes";"21";"MEDIOCENTRO DEFENSIVO";"Brazil";;;"12/02/2001";"FLA";"11182";"44728";"536736";;"0";"0"
"Manuel Riemann";"1839";"Manuel";"Riemann";"33";"PORTERO";"Germany";;;"09/09/1988";"VfL Bochum 1848";"16781";"67124";"805488";;"0";"0"
"Miloš Veljković";"1840";"Miloš";"Veljković";"26";"DEFENSA CENTRO";"Serbia";"Switzerland";;"26/09/1995";"SV Werder Bremen";"21924";"87696";"1052352";;"20";"0"
"Matías Vargas";"1841";"Matías";"Vargas";"25";"EXTREMO";"Argentina";;;"08/05/1997";"Shanghai Port";"15384";"61536";"738432";;"2";"0"
"Vladimir Hernández";"1842";"Vladimir";"Hernández";"33";"EXTREMO";"Colombia";;;"08/02/1989";"Deportivo Independiente Medellín S.A.";"9867";"39468";"473616";;"1";"0"
"Mame Diouf";"1843";"Mame";"Diouf";"34";"DELANTERO";"Senegal";;;"16/12/1987";"Konyaspor";"22435";"89740";"1076880";;"46";"9"
"Magnus Wolff Eikrem";"1844";"Magnus";"Wolff Eikrem";"31";"CENTROCAMPISTA";"Norway";;;"08/08/1990";"Molde FK";"2522";"10088";"121056";;"17";"0"
"Yoane Wissa";"1845";"Yoane";"Wissa";"25";"CENTROCAMPISTA";"Democratic Republic of Congo";"France";;"03/09/1996";"Brentford";"32478";"129912";"1558944";;"6";"2"
"Kerem Aktürkoğlu";"1846";"Kerem";"Aktürkoğlu";"23";"EXTREMO";"Turkey";;;"21/10/1998";"Galatasaray A.Ş.";"14180";"56720";"680640";;"14";"3"
"Rubén Rochina";"1847";"Rubén";"Rochina";"31";"EXTREMO";"Spain";;;"23/03/1991";"Granada";"28751";"115004";"1380048";;"0";"0"
"Alejandro Romero Gamarra";"1848";"Alejandro";"Romero Gamarra";"27";"EXTREMO";"Paraguay";"Argentina";;"11/01/1995";"Al-Taawoun Football Club";"21536";"86144";"1033728";;"13";"5"
"Ozan Kabak";"1849";"Ozan";"Kabak";"22";"DEFENSA CENTRO";"Turkey";;;"25/03/2000";"TSG Hoffenheim";"52739";"210956";"2531472";;"17";"0"
"Rubén Pérez";"1850";"Rubén";"Pérez";"33";"MEDIOCENTRO DEFENSIVO";"Spain";;;"26/04/1989";"Panathinaikos AO";"11827";"47308";"567696";;"0";"0"
"Borja Bastón";"1851";"Borja";"Bastón";"29";"DELANTERO";"Spain";;;"25/08/1992";"Oviedo";"11117";"44468";"533616";;"0";"0"
"Recio";"1852";"Recio";"";"31";"MEDIOCENTRO DEFENSIVO";"Spain";;;"11/01/1991";"Apollon Limassol";"4215";"16860";"202320";;"0";"0"
"Federico Gatti";"1853";"Federico";"Gatti";"24";"DEFENSA CENTRO";"Italy";;;"24/06/1998";"Juventus";"35577";"142308";"1707696";;"1";"0"
"Djaniny";"1854";"Djaniny";"";"31";"EXTREMO";"Cape Verde Islands";;;"21/03/1991";"Trabzonspor A.Ş.";"51281";"205124";"2461488";;"31";"9"
"Oier Olazabal";"1855";"Oier";"Olazabal";"32";"PORTERO";"Spain";"Pays Basque";;"11/10/1989";"Pafos FC";"2721";"10884";"130608";;"0";"0"
"Thomas Kaminski";"1856";"Thomas";"Kaminski";"29";"PORTERO";"Belgium";"Poland";;"23/10/1992";"Blackburn Rovers";"17399";"69596";"835152";;"0";"0"
"Neeskens Kebano";"1857";"Neeskens";"Kebano";"30";"EXTREMO";"Democratic Republic of Congo";"France";;"10/03/1992";"Fulham";"37117";"148468";"1781616";;"32";"6"
"Lucas Janson";"1858";"Lucas";"Janson";"27";"EXTREMO";"Argentina";;;"16/08/1994";"Club Atlético Vélez Sarsfield";"20713";"82852";"994224";;"0";"0"
"Youssef El Arabi";"1859";"Youssef";"El Arabi";"35";"DELANTERO";"Morocco";"France";;"03/02/1987";"Olympiacos SF Piraeus";"47307";"189228";"2270736";;"47";"16"
"Andriy Yarmolenko";"1860";"Andriy";"Yarmolenko";"32";"EXTREMO";"Ukraine";;;"23/10/1989";"Al-Ain Football Club";"35340";"141360";"1696320";;"109";"45"
"Guido Herrera";"1861";"Guido";"Herrera";"30";"PORTERO";"Argentina";;;"29/02/1992";"Club Atlético Talleres de Córdoba";"14932";"59728";"716736";;"0";"0"
"Unai López";"1862";"Unai";"López";"26";"CENTROCAMPISTA";"Spain";"Pays Basque";;"30/10/1995";"Vallecano";"9724";"38896";"466752";;"0";"0"
"Anthony Elanga";"1863";"Anthony";"Elanga";"20";"EXTREMO";"Sweden";"Cameroon";"England";"27/04/2002";"Manchester UFC";"46397";"185588";"2227056";;"5";"1"
"Edgar Ié";"1864";"Edgar";"Ié";"28";"LATERAL";"Guinea-Bissau";"Portugal";;"01/05/1994";;;"0";"0";;"0";"0"
"Roman Yaremchuk";"1865";"Roman";"Yaremchuk";"26";"DELANTERO";"Ukraine";;;"27/11/1995";"Club Brugge KV";"44999";"179996";"2159952";;"40";"13"
"Matteo Cancellieri";"1866";"Matteo";"Cancellieri";"20";"CENTROCAMPISTA";"Italy";;;"12/02/2002";"Hellas Verona";"24439";"97756";"1173072";"S.S. Lazio";"1";"0"
"Rıdvan Yılmaz";"1867";"Rıdvan";"Yılmaz";"21";"LATERAL";"Turkey";;;"21/05/2001";"Rangers";"16239";"64956";"779472";;"6";"0"
"José Luis Chunga";"1868";"José";"Luis Chunga";"31";"PORTERO";"Colombia";;;"11/07/1991";"Alianza Petrolera F.C. S.A.";"7158";"28632";"343584";;"2";"0"
"Joshua King";"1869";"Joshua";"King";"30";"EXTREMO";"Norway";"The Gambia";;"15/01/1992";"Fenerbahçe A.Ş.";"56089";"224356";"2692272";;"62";"20"
"Víctor Sánchez";"1870";"Víctor";"Sánchez";"34";"LATERAL";"Spain";;;"08/08/1987";;;"0";"0";;"0";"0"
"Łukasz Skorupski";"1871";"Łukasz";"Skorupski";"31";"PORTERO";"Poland";;;"05/05/1991";"Bologna FC 1909";"32115";"128460";"1541520";;"7";"0"
"Michael Bradley";"1872";"Michael";"Bradley";"34";"MEDIOCENTRO DEFENSIVO";"United States";;;"31/07/1987";"Toronto FC";"29084";"116336";"1396032";;"151";"17"
"Steven Zuber";"1873";"Steven";"Zuber";"30";"EXTREMO";"Switzerland";;;"17/08/1991";"AEK Athens";"20105";"80420";"965040";;"51";"10"
"Kike García";"1874";"Kike";"García";"32";"EXTREMO";"Spain";;;"25/11/1989";"Atlético Pamplona";"8662";"34648";"415776";;"0";"0"
"Aïssa Laidouni";"1875";"Aïssa";"Laidouni";"25";"MEDIOCENTRO DEFENSIVO";"Tunisia";"France";;"13/12/1996";"Ferencvárosi Torna Club";"7377";"29508";"354096";;"22";"1"
"Cristian Pavón";"1876";"Cristian";"Pavón";"26";"EXTREMO";"Argentina";"Italy";;"21/01/1996";"ATM";"24573";"98292";"1179504";;"11";"0"
"Wu Lei";"1877";"Wu";"Lei";"30";"EXTREMO";"China PR";;;"19/11/1991";"Shanghai Port";"13951";"55804";"669648";;"79";"27"
"Armand Laurienté";"1878";"Armand";"Laurienté";"23";"EXTREMO";"France";"Guadeloupe";;"04/12/1998";"U.S. Sassuolo";"19857";"79428";"953136";;"0";"0"
"Kostas Manolas";"1879";"Kostas";"Manolas";"31";"DEFENSA CENTRO";"Greece";;;"14/06/1991";"Sharjah Sports Club";"47944";"191776";"2301312";;"42";"1"
"Jean-Ricner Bellegarde";"1880";"Jean-Ricner";"Bellegarde";"24";"EXTREMO";"France";"Haiti";;"27/06/1998";"RC Strasbourg Alsace";"15042";"60168";"722016";;"0";"0"
"Jean-Victor Makengo";"1881";"Jean-Victor";"Makengo";"24";"MEDIOCENTRO DEFENSIVO";"France";"Democratic Republic of Congo";;"12/06/1998";"Udinese Calcio";"7307";"29228";"350736";;"0";"0"
"Josan Fernández";"1882";"Josan";"Fernández";"32";"EXTREMO";"Spain";;;"03/12/1989";"Elche";"9724";"38896";"466752";;"0";"0"
"Ricardo Gomes";"1883";"Ricardo";"Gomes";"30";"EXTREMO";"Cape Verde Islands";"Portugal";;"18/12/1991";"FK Partizan Beograd";"6499";"25996";"311952";;"14";"4"
"Fabrizio Angileri";"1884";"Fabrizio";"Angileri";"28";"LATERAL";"Argentina";"Italy";;"15/03/1994";"Getafe";"10070";"40280";"483360";;"0";"0"
"Malang Sarr";"1885";"Malang";"Sarr";"23";"LATERAL";"France";"Senegal";;"23/01/1999";"Chelsea";"40597";"162388";"1948656";"AS Monaco";"0";"0"
"Denis Bouanga";"1886";"Denis";"Bouanga";"27";"EXTREMO";"Gabon";"France";;"11/11/1994";"Los Angeles Football Club";"40394";"161576";"1938912";;"32";"7"
"Aslak Witry";"1887";"Aslak";"Witry";"26";"LATERAL";"Norway";;;"10/03/1996";"Ludogorets Razgrad";"9589";"38356";"460272";;"0";"0"
"Sander Berge";"1888";"Sander";"Berge";"24";"CENTROCAMPISTA";"Norway";;;"18/02/1998";"Sheffield United";"40597";"162388";"1948656";;"30";"1"
"Mathias Normann";"1889";"Mathias";"Normann";"26";"MEDIOCENTRO DEFENSIVO";"Norway";;;"28/05/1996";"FC Rostov";"35899";"143596";"1723152";"Dinamo Moscow";"12";"1"
"Lucas Biglia";"1890";"Lucas";"Biglia";"36";"CENTROCAMPISTA";"Argentina";"Italy";;"30/01/1986";"Başakşehir Futbol Kulübü";"32051";"128204";"1538448";;"58";"1"
"Munir Mohand";"1891";"Munir";"Mohand";"33";"PORTERO";"Morocco";"Spain";;"10/05/1989";"Al-Wehda Football Club";"7651";"30604";"367248";;"43";"0"
"Fodé Ballo-Touré";"1892";"Fodé";"Ballo-Touré";"25";"LATERAL";"Senegal";"France";"Mali";"03/01/1997";"AC Milan";"24615";"98460";"1181520";;"13";"0"
"Badou Ndiaye";"1893";"Badou";"Ndiaye";"31";"MEDIOCENTRO DEFENSIVO";"Senegal";;;"27/10/1990";"Adana Demirspor A.Ş.";"25000";"100000";"1200000";;"31";"2"
"Marcelo Barovero";"1894";"Marcelo";"Barovero";"38";"PORTERO";"Argentina";;;"18/02/1984";"Club Atlético San Luis";"13775";"55100";"661200";;"0";"0"
"Enric Saborit";"1895";"Enric";"Saborit";"30";"LATERAL";"Spain";"Pays Basque";;"27/04/1992";"Maccabi Tel-Aviv";"12821";"51284";"615408";;"0";"0"
"Romain Perraud";"1896";"Romain";"Perraud";"24";"LATERAL";"France";;;"22/09/1997";"Southampton";"46397";"185588";"2227056";;"0";"0"
"Stefan Bell";"1897";"Stefan";"Bell";"30";"DEFENSA CENTRO";"Germany";;;"24/08/1991";"1. FSV Mainz 05";"28766";"115064";"1380768";;"0";"0"
"Wilson Manafá";"1898";"Wilson";"Manafá";"28";"MEDIOCENTRO DEFENSIVO";"Portugal";"Guinea-Bissau";"Angola";"23/07/1994";"FC Porto";"6250";"25000";"300000";;"0";"0"
"Lucas Torró";"1899";"Lucas";"Torró";"28";"MEDIOCENTRO DEFENSIVO";"Spain";;;"19/07/1994";"Atlético Pamplona";"6775";"27100";"325200";;"0";"0"
"Clément Grenier";"1900";"Clément";"Grenier";"31";"MEDIOCENTRO DEFENSIVO";"France";;;"07/01/1991";"Mallorca";"9724";"38896";"466752";;"5";"0"
"Fredy Hinestroza";"1901";"Fredy";"Hinestroza";"32";"EXTREMO";"Colombia";;;"05/04/1990";"Club Deportivo Popular Junior F.C. S.A.";"7276";"29104";"349248";;"2";"0"
"Jordan Ayew";"1902";"Jordan";"Ayew";"30";"EXTREMO";"Ghana";"France";;"11/09/1991";"Crystal Palace";"46397";"185588";"2227056";;"81";"19"
"Cédric Bakambu";"1903";"Cédric";"Bakambu";"31";"DELANTERO";"Democratic Republic of Congo";"France";;"11/04/1991";"Olympiacos SF Piraeus";"23653";"94612";"1135344";;"40";"13"
"Allan Nyom";"1904";"Allan";"Nyom";"34";"LATERAL";"Cameroon";"France";;"10/05/1988";"Leganés";"11299";"45196";"542352";;"18";"0"
"Benjamin Stambouli";"1905";"Benjamin";"Stambouli";"31";"MEDIOCENTRO DEFENSIVO";"France";"Algeria";;"13/08/1990";"Adana Demirspor A.Ş.";"23972";"95888";"1150656";;"0";"0"
"Vincent Janssen";"1906";"Vincent";"Janssen";"28";"DELANTERO";"Holland";;;"15/06/1994";"R Antwerp FC";"49999";"199996";"2399952";;"18";"7"
"Sven Michel";"1907";"Sven";"Michel";"32";"CENTROCAMPISTA";"Germany";;;"15/07/1990";"1. FC Union Berlin";"15341";"61364";"736368";;"0";"0"
"Henry Onyekuru";"1908";"Henry";"Onyekuru";"25";"EXTREMO";"Nigeria";;;"05/06/1997";"Olympiacos SF Piraeus";"44943";"179772";"2157264";"Adana Demirspor A.Ş.";"16";"2"
"Robin Lod";"1909";"Robin";"Lod";"29";"EXTREMO";"Finland";"United States";;"17/04/1993";"Minnesota United FC";"18468";"73872";"886464";;"58";"5"
"Silvio Romero";"1910";"Silvio";"Romero";"34";"DELANTERO";"Argentina";;;"22/07/1988";"Club Atlético Independiente";"29449";"117796";"1413552";"FOR";"0";"0"
"Khaled Narey";"1911";"Khaled";"Narey";"28";"LATERAL";"Togo";"Germany";;"23/07/1994";"AS PAOK Salonika";"10643";"42572";"510864";;"0";"0"
"Gustavo Bou";"1912";"Gustavo";"Bou";"32";"EXTREMO";"Argentina";;;"18/02/1990";"New England Revolution";"51867";"207468";"2489616";;"0";"0"
"Thomas Henry";"1913";"Thomas";"Henry";"27";"DELANTERO";"France";;;"20/09/1994";"Hellas Verona";"28461";"113844";"1366128";;"0";"0"
"Alan Varela";"1914";"Alan";"Varela";"21";"MEDIOCENTRO DEFENSIVO";"Argentina";;;"04/07/2001";"Club Atlético Boca Juniors";"1881";"7524";"90288";;"0";"0"
"Anwar El Ghazi";"1915";"Anwar";"El Ghazi";"27";"EXTREMO";"Holland";"Morocco";;"03/05/1995";"PSV Eindhoven";"28998";"115992";"1391904";;"2";"0"
"Raoul Bellanova";"1916";"Raoul";"Bellanova";"22";"LATERAL";"Italy";;;"17/05/2000";"Cagliari Calcio";"18249";"72996";"875952";"FC Internazionale Milano";"0";"0"
"Nicolas Pallois";"1917";"Nicolas";"Pallois";"34";"DEFENSA CENTRO";"France";;;"19/09/1987";"FC Nantes";"25298";"101192";"1214304";;"0";"0"
"Niklas Dorsch";"1918";"Niklas";"Dorsch";"24";"MEDIOCENTRO DEFENSIVO";"Germany";;;"15/01/1998";"FC Augsburg";"18500";"74000";"888000";;"0";"0"
"Brice Samba";"1919";"Brice";"Samba";"28";"PORTERO";"France";"Congo";;"25/04/1994";"RC Lens";"19999";"79996";"959952";;"0";"0"
"Khephren Thuram";"1920";"Khephren";"Thuram";"21";"MEDIOCENTRO DEFENSIVO";"France";"Italy";"Guadeloupe";"26/03/2001";"OGC Nice";"16305";"65220";"782640";;"0";"0"
"Connor Roberts";"1921";"Connor";"Roberts";"26";"LATERAL";"Wales";;;"23/09/1995";"Burnley";"22328";"89312";"1071744";;"39";"3"
"Jaka Bijol";"1922";"Jaka";"Bijol";"23";"DEFENSA CENTRO";"Slovenia";;;"05/02/1999";"Udinese Calcio";"24439";"97756";"1173072";;"31";"1"
"Edon Zhegrova";"1923";"Edon";"Zhegrova";"23";"EXTREMO";"Kosovo";"Germany";;"31/03/1999";"LOSC Lille";"16420";"65680";"788160";;"28";"3"
"Matteo Gabbia";"1924";"Matteo";"Gabbia";"22";"DEFENSA CENTRO";"Italy";;;"21/10/1999";"AC Milan";"28461";"113844";"1366128";;"0";"0"
"Sergi Canos";"1925";"Sergi";"Canos";"25";"EXTREMO";"Spain";;;"02/02/1997";"Brentford";"40597";"162388";"1948656";;"0";"0"
"Mesut Özil";"1926";"Mesut";"Özil";"33";"EXTREMO";"Germany";"Turkey";;"15/10/1988";"Başakşehir Futbol Kulübü";"55000";"220000";"2640000";;"92";"23"
"Gary Medel";"1927";"Gary";"Medel";"34";"MEDIOCENTRO DEFENSIVO";"Chile";"Spain";;"03/08/1987";"Bologna FC 1909";"36922";"147688";"1772256";;"148";"7"
"Javier Burrai";"1928";"Javier";"Burrai";"31";"PORTERO";"Argentina";;;"09/10/1990";"Barcelona Sporting Club";"6376";"25504";"306048";;"0";"0"
"James Garner";"1929";"James";"Garner";"21";"MEDIOCENTRO DEFENSIVO";"England";;;"13/03/2001";"Everton";"46397";"185588";"2227056";;"0";"0"
"Michy Batshuayi";"1930";"Michy";"Batshuayi";"28";"DELANTERO";"Belgium";"Democratic Republic of Congo";;"02/10/1993";"Fenerbahçe A.Ş.";"96154";"384616";"4615392";;"45";"25"
"Simon Terodde";"1931";"Simon";"Terodde";"34";"DELANTERO";"Germany";;;"02/03/1988";"FC Schalke 04";"28766";"115064";"1380768";;"0";"0"
"Illia Zabarnyi";"1932";"Illia";"Zabarnyi";"19";"DEFENSA CENTRO";"Ukraine";;;"01/09/2002";"Dynamo Kyiv";"6918";"27672";"332064";;"22";"0"
"Giorgos Giakoumakis";"1933";"Giorgos";"Giakoumakis";"27";"DELANTERO";"Greece";;;"09/12/1994";"Celtic";"17399";"69596";"835152";;"11";"2"
"Mark Uth";"1934";"Mark";"Uth";"30";"DELANTERO";"Germany";;;"24/08/1991";"1. FC Köln";"34520";"138080";"1656960";;"1";"0"
"Mario Lemina";"1935";"Mario";"Lemina";"28";"MEDIOCENTRO DEFENSIVO";"Gabon";"France";;"01/09/1993";"OGC Nice";"37499";"149996";"1799952";;"25";"3"
"Gastón Giménez";"1936";"Gastón";"Giménez";"30";"MEDIOCENTRO DEFENSIVO";"Paraguay";"Argentina";"United States";"27/07/1991";"Chicago Fire FC";"25606";"102424";"1229088";;"9";"1"
"Ezequiel Ávila";"1937";"Ezequiel";"Ávila";"28";"EXTREMO";"Argentina";"Spain";;"06/02/1994";"Atlético Pamplona";"14881";"59524";"714288";;"0";"0"
"Diego Alves";"1938";"Diego";"Alves";"37";"PORTERO";"Brazil";"Italy";;"24/06/1985";"FLA";"29520";"118080";"1416960";;"10";"0"
"Hong Jeong-Ho";"1939";"Hong";"Jeong-Ho";"32";"DEFENSA CENTRO";"South Korea";;;"12/08/1989";"Jeonbuk Hyundai Motors";"7461";"29844";"358128";;"42";"2"
"Lorenzo Faravelli";"1940";"Lorenzo";"Faravelli";"29";"CENTROCAMPISTA";"Argentina";;;"23/03/1993";"Club Independiente del Valle";"6376";"25504";"306048";;"0";"0"
"Mykola Shaparenko";"1941";"Mykola";"Shaparenko";"23";"CENTROCAMPISTA";"Ukraine";;;"04/10/1998";"Dynamo Kyiv";"17000";"68000";"816000";;"28";"1"
"Nikola Kalinić";"1942";"Nikola";"Kalinić";"34";"DELANTERO";"Croatia";;;"05/01/1988";"HNK Hajduk Split";"7671";"30684";"368208";;"42";"15"
"Georges-Kévin Nkoudou";"1943";"Georges-Kévin";"Nkoudou";"27";"EXTREMO";"France";"Cameroon";;"13/02/1995";"Beşiktaş A.Ş.";"45248";"180992";"2171904";;"0";"0"
"Ramiro Funes Mori";"1944";"Ramiro";"Funes Mori";"31";"DEFENSA CENTRO";"Argentina";"United States";;"05/03/1991";"CD Cruz Azul";"16460";"65840";"790080";;"26";"2"
"Gilberto";"1945";"Gilberto";"";"33";"DELANTERO";"Brazil";;;"05/06/1989";"Al-Wasl Football Club";"30040";"120160";"1441920";;"0";"0"
"Themba Zwane";"1946";"Themba";"Zwane";"32";"EXTREMO";"South Africa";;;"03/08/1989";"Mamelodi Sundowns Football Club";"4748";"18992";"227904";;"29";"6"
"Augusto Solari";"1947";"Augusto";"Solari";"30";"EXTREMO";"Argentina";"Italy";;"03/01/1992";"Vigo";"10067";"40268";"483216";;"0";"0"
"Alejandro Zendejas";"1948";"Alejandro";"Zendejas";"24";"EXTREMO";"Mexico";"United States";;"07/02/1998";"CF América";"1057";"4228";"50736";;"2";"0"
"Guido Carrillo";"1949";"Guido";"Carrillo";"31";"DELANTERO";"Argentina";"Italy";;"25/05/1991";"Henan Songshan Longmen";"15384";"61536";"738432";;"0";"0"
"Sergio Araujo";"1950";"Sergio";"Araujo";"30";"EXTREMO";"Argentina";;;"28/01/1992";"AEK Athens";"21289";"85156";"1021872";;"0";"0"
"Miles Robinson";"1951";"Miles";"Robinson";"25";"DEFENSA CENTRO";"United States";;;"14/03/1997";"Atlanta United FC";"14299";"57196";"686352";;"20";"2"
"Carlos Izquierdoz";"1952";"Carlos";"Izquierdoz";"33";"DEFENSA CENTRO";"Argentina";"Italy";;"03/11/1988";"S. Gijón";"11571";"46284";"555408";;"0";"0"
"Jeff Reine-Adélaïde";"1953";"Jeff";"Reine-Adélaïde";"24";"EXTREMO";"France";;;"17/01/1998";"Olympique Lyonnais";"34496";"137984";"1655808";;"0";"0"
"Andrés Ricaurte";"1954";"Andrés";"Ricaurte";"30";"EXTREMO";"Colombia";;;"03/10/1991";"Deportivo Independiente Medellín S.A.";"8485";"33940";"407280";;"0";"0"
"Willian Arão";"1955";"Willian";"Arão";"30";"MEDIOCENTRO DEFENSIVO";"Brazil";;;"12/03/1992";"Fenerbahçe A.Ş.";"48076";"192304";"2307648";;"1";"0"
"Thomas Ouwejan";"1956";"Thomas";"Ouwejan";"25";"LATERAL";"Holland";;;"30/09/1996";"FC Schalke 04";"19177";"76708";"920496";;"0";"0"
"Jens Stage";"1957";"Jens";"Stage";"25";"CENTROCAMPISTA";"Denmark";;;"08/11/1996";"SV Werder Bremen";"11474";"45896";"550752";;"1";"0"
"Predrag Rajković";"1958";"Predrag";"Rajković";"26";"PORTERO";"Serbia";;;"31/10/1995";"Mallorca";"22807";"91228";"1094736";;"28";"0"
"Marco Sportiello";"1959";"Marco";"Sportiello";"30";"PORTERO";"Italy";;;"10/05/1992";"Atalanta";"21346";"85384";"1024608";;"0";"0"
"Peter Olayinka";"1960";"Peter";"Olayinka";"26";"EXTREMO";"Nigeria";;;"16/11/1995";"Slavia Prague";"10150";"40600";"487200";;"4";"0"
"Teo Gutiérrez";"1961";"Teo";"Gutiérrez";"37";"EXTREMO";"Colombia";;;"17/05/1985";"Asociación Deportivo Cali";"1588";"6352";"76224";;"52";"15"
